date,price,xuat_khau
2010-08-27,27600.0,1.587929755
2010-08-28,27600.0,1.587929755
2010-08-29,27600.0,1.587929755
2010-08-30,28300.0,1.587929755
2010-08-31,28300.0,1.587929755
2010-09-01,28400.0,1.603597489
2010-09-02,28400.0,1.603597489
2010-09-03,28400.0,1.603597489
2010-09-04,28200.0,1.603597489
2010-09-05,28200.0,1.603597489
2010-09-06,28500.0,1.603597489
2010-09-07,28100.0,1.603597489
2010-09-08,28400.0,1.603597489
2010-09-09,28700.0,1.603597489
2010-09-10,28100.0,1.603597489
2010-09-11,27800.0,1.603597489
2010-09-12,27800.0,1.603597489
2010-09-13,28000.0,1.603597489
2010-09-14,27700.0,1.603597489
2010-09-15,28200.0,1.603597489
2010-09-16,28550.0,1.603597489
2010-09-17,29100.0,1.603597489
2010-09-18,29400.0,1.603597489
2010-09-19,29400.0,1.603597489
2010-09-20,29400.0,1.603597489
2010-09-21,29266.67,1.603597489
2010-09-22,29400.0,1.603597489
2010-09-23,29850.0,1.603597489
2010-09-24,30450.0,1.603597489
2010-09-25,30200.0,1.603597489
2010-09-26,30200.0,1.603597489
2010-09-27,30300.0,1.603597489
2010-09-28,30400.0,1.603597489
2010-09-29,30900.0,1.603597489
2010-09-30,30450.0,1.603597489
2010-10-01,30150.0,1.697043057
2010-10-02,30100.0,1.697043057
2010-10-03,30100.0,1.697043057
2010-10-04,30200.0,1.697043057
2010-10-05,28700.0,1.697043057
2010-10-06,28775.0,1.697043057
2010-10-07,28650.0,1.697043057
2010-10-08,28550.0,1.697043057
2010-10-09,29100.0,1.697043057
2010-10-10,29100.0,1.697043057
2010-10-11,29100.0,1.697043057
2010-10-12,28800.0,1.697043057
2010-10-13,29050.0,1.697043057
2010-10-14,28966.67,1.697043057
2010-10-15,28950.0,1.697043057
2010-10-16,28900.0,1.697043057
2010-10-17,28900.0,1.697043057
2010-10-18,28900.0,1.697043057
2010-10-19,28900.0,1.697043057
2010-10-20,29950.0,1.697043057
2010-10-21,31450.0,1.697043057
2010-10-22,32066.67,1.697043057
2010-10-23,31200.0,1.697043057
2010-10-24,31200.0,1.697043057
2010-10-25,31900.0,1.697043057
2010-10-26,31750.0,1.697043057
2010-10-27,32050.0,1.697043057
2010-10-28,33500.0,1.697043057
2010-10-29,33233.33,1.697043057
2010-10-30,33233.33,1.697043057
2010-10-31,33233.33,1.697043057
2010-11-01,33600.0,1.743462989
2010-11-02,32900.0,1.743462989
2010-11-03,33083.33,1.743462989
2010-11-04,33000.0,1.743462989
2010-11-05,34400.0,1.743462989
2010-11-06,34300.0,1.743462989
2010-11-07,34300.0,1.743462989
2010-11-08,34200.0,1.743462989
2010-11-09,35350.0,1.743462989
2010-11-10,35500.0,1.743462989
