date,price,tavg,tmax,pres
2019-11-08,40000,82.0,91.4,1010.4
2019-11-19,40000,82.2,91.4,1009.9
2019-11-22,40000,81.7,89.6,1010.6
2019-11-25,40000,82.9,91.4,1010.3
2019-12-13,30000,80.4,91.4,1012.1
2019-12-16,30000,83.8,91.4,1010.0
2019-12-17,30000,83.5,91.4,1010.5
2019-12-18,30000,83.3,93.2,1011.0
2019-12-19,30000,82.2,89.6,1010.9
2019-12-20,30000,80.8,89.6,1010.1
2019-12-21,30000,81.7,91.4,1010.3
2019-12-25,30000,81.7,89.6,1010.5
2019-12-26,30000,80.8,87.8,1011.0
2020-01-09,35000,83.7,95.0,1009.2
2020-01-15,40000,82.2,93.2,1010.9
2020-01-20,40000,84.0,93.2,1012.4
2020-01-31,32000,80.8,87.8,1011.8
2020-02-03,32000,81.1,91.4,1012.8
2020-02-04,32000,81.9,95.0,1011.6
2020-02-05,25000,81.3,93.2,1011.3
2020-02-06,25000,81.1,89.6,1012.3
2020-02-07,25000,81.7,95.0,1012.5
2020-02-10,25000,82.8,91.4,1012.5
2020-02-11,25000,85.5,95.0,1012.8
2020-02-12,25000,84.9,95.0,1012.5
2020-02-13,25000,83.8,95.0,1011.5
2020-02-14,25000,82.0,89.6,1010.3
2020-02-17,25000,82.9,96.8,1012.8
2020-02-18,22000,82.6,91.4,1012.9
2020-02-19,22000,82.0,95.0,1013.1
2020-02-20,22000,83.5,93.2,1013.0
2020-02-21,22000,83.7,95.0,1014.1
2020-02-24,22000,82.9,95.0,1012.1
2020-02-25,25000,84.0,93.2,1010.8
2020-02-26,25000,84.4,96.8,1011.0
2020-02-27,25000,84.0,95.0,1010.2
2020-02-28,25000,83.7,95.0,1009.8
2020-03-02,25000,85.5,96.8,1009.7
2020-03-03,25000,84.6,95.0,1009.8
2020-03-04,25000,84.0,93.2,1010.0
2020-03-05,25000,84.4,93.2,1010.6
2020-03-09,25000,85.3,95.0,1007.9
2020-03-10,25000,85.8,95.0,1008.2
2020-03-11,25000,84.2,91.4,1010.6
2020-03-12,25000,86.4,96.8,1011.2
2020-03-13,25000,84.6,93.2,1011.5
2020-03-16,25000,86.5,98.6,1011.1
2020-03-17,25000,85.8,96.8,1011.5
2020-03-18,25000,85.3,95.0,1010.4
2020-03-19,25000,85.3,95.0,1010.3
2020-03-20,25000,84.7,93.2,1011.3
2020-03-23,25000,84.6,93.2,1010.0
2020-03-24,25000,84.9,93.2,1009.4
2020-03-25,25000,85.5,95.0,1008.3
2020-03-26,22000,85.5,93.2,1009.4
2020-03-27,22000,84.9,95.0,1009.8
2020-03-30,20000,86.4,95.0,1008.8
2020-03-31,20000,87.1,95.0,1009.1
2020-04-01,20000,86.7,95.0,1008.9
2020-04-02,20000,87.1,96.8,1009.6
2020-04-03,12000,88.0,98.6,1010.0
2020-04-06,10000,87.3,95.0,1009.8
2020-04-07,10000,86.0,93.2,1009.7
2020-04-08,10000,85.6,93.2,1010.2
2020-04-09,18000,85.3,95.0,1010.6
2020-04-10,18000,84.6,95.0,1011.4
2020-04-13,18000,81.5,87.8,1010.3
2020-04-14,18000,83.5,93.2,1010.7
2020-04-15,18000,84.7,95.0,1010.6
2020-04-16,18000,86.4,95.0,1009.7
2020-04-17,18000,85.8,95.0,1010.2
2020-04-20,16000,87.1,96.8,1009.8
2020-04-21,16000,87.6,98.6,1008.8
2020-04-22,16000,88.0,95.0,1008.9
2020-04-23,16000,89.6,98.6,1008.6
2020-04-24,16000,85.5,98.6,1009.0
2020-04-27,18000,84.7,95.0,1010.2
2020-04-28,18000,85.6,96.8,1009.7
2020-04-29,18000,87.8,96.8,1009.1
2020-05-04,22000,88.0,95.0,1008.5
2020-05-05,22000,88.5,96.8,1007.6
2020-05-06,22000,89.1,96.8,1007.4
2020-05-07,18000,88.9,95.0,1006.8
2020-05-08,18000,88.9,96.8,1007.1
2020-05-11,18000,89.2,96.8,1008.3
2020-05-12,18000,89.4,98.6,1008.0
2020-05-13,20000,89.6,98.6,1007.8
2020-05-14,20000,89.4,98.6,1007.6
2020-05-15,25000,88.5,96.8,1005.5
2020-05-18,25000,89.4,98.6,1005.2
2020-05-19,25000,86.5,100.4,1005.6
2020-05-20,25000,83.8,91.4,1006.7
2020-05-21,25000,89.1,96.8,1006.8
2020-05-22,25000,87.6,96.8,1006.3
2020-05-25,25000,83.1,95.0,1010.3
2020-05-26,25000,88.9,96.8,1009.8
2020-05-27,25000,85.8,95.0,1009.3
2020-05-28,28000,84.4,93.2,1009.2
2020-05-29,28000,84.4,93.2,1009.6
2020-06-01,28000,84.4,96.8,1010.0
2020-06-02,28000,82.2,91.4,1009.6
2020-06-03,28000,83.7,95.0,1008.1
2020-06-04,28000,81.3,91.4,1008.4
2020-06-05,28000,83.7,91.4,1008.5
2020-06-08,28000,88.0,95.0,1006.7
2020-06-09,28000,85.5,93.2,1007.1
2020-06-10,28000,80.1,89.6,1007.9
2020-06-11,28000,84.0,89.6,1006.7
2020-06-12,28000,86.0,93.2,1004.7
2020-06-15,20000,81.7,91.4,1009.0
2020-06-16,20000,82.4,91.4,1008.8
2020-06-17,20000,82.2,93.2,1008.3
2020-06-18,20000,86.5,95.0,1007.8
2020-06-19,20000,85.5,93.2,1007.6
2020-06-22,25000,84.7,93.2,1006.5
2020-06-23,25000,86.7,95.0,1007.1
2020-06-24,25000,83.5,95.0,1007.3
2020-06-25,25000,80.4,89.6,1007.3
2020-06-26,25000,82.6,93.2,1007.4
2020-06-29,25000,79.0,86.0,1007.9
2020-06-30,25000,80.4,87.8,1007.6
2020-07-01,25000,82.9,89.6,1006.5
2020-07-02,25000,81.9,89.6,1006.0
2020-07-03,25000,81.3,84.2,1007.9
2020-07-06,25000,82.6,86.0,1006.3
2020-07-07,25000,85.3,91.4,1008.3
2020-07-08,25000,79.9,87.8,1008.5
2020-07-09,25000,85.6,93.2,1006.3
2020-07-10,25000,83.8,93.2,1007.2
2020-07-13,25000,81.5,89.6,1007.0
2020-07-14,25000,84.7,96.8,1006.6
2020-07-17,25000,85.8,93.2,1007.1
2020-07-20,25000,82.0,91.4,1007.1
2020-07-21,25000,82.4,89.6,1007.8
2020-07-22,25000,86.4,93.2,1007.4
2020-07-23,25000,81.1,94.5,1007.8
2020-07-24,25000,80.2,91.4,1008.0
2020-07-27,25000,85.6,95.0,1006.5
2020-07-28,25000,82.6,91.4,1007.0
2020-08-10,27000,81.3,87.8,1007.8
2020-08-11,25000,86.4,91.4,1007.4
2020-08-12,27000,81.7,87.8,1008.4
2020-08-13,27000,80.4,87.8,1008.8
2020-08-14,27000,81.3,89.6,1008.4
2020-08-17,27000,84.6,91.4,1006.7
2020-08-18,27000,84.6,93.2,1006.1
2020-08-19,27000,81.1,89.6,1006.6
2020-08-21,27000,85.6,93.2,1007.7
2020-08-24,27000,84.0,93.2,1008.8
2020-08-25,27000,86.9,95.0,1007.8
2020-08-26,27000,87.1,95.0,1007.0
2020-08-27,27000,86.5,93.2,1005.8
2020-08-31,32000,83.7,95.0,1006.3
2020-09-01,32000,81.0,89.6,1006.9
2020-09-03,32000,85.3,91.4,1007.4
2020-09-07,32000,84.4,93.2,1007.3
2020-09-08,32000,85.5,91.4,1008.3
2020-09-10,32000,82.8,93.2,1006.5
2020-09-11,32000,82.6,93.2,1007.3
2020-09-14,32000,79.2,86.0,1008.5
2020-09-15,32000,81.9,87.8,1008.2
2020-09-23,32000,81.1,89.6,1008.6
2020-09-24,32000,82.2,91.4,1009.6
2020-09-25,32000,81.9,91.4,1008.3
2020-09-28,32000,81.1,87.8,1007.0
2020-09-29,32000,80.8,86.0,1008.1
2020-10-06,32000,82.0,86.0,1006.6
2020-10-07,32000,78.4,82.4,1004.8
2020-10-08,32000,81.7,89.6,1005.0
2020-10-09,32000,79.0,86.0,1006.2
2020-10-12,32000,80.8,87.8,1003.5
2020-10-13,32000,80.2,86.0,1004.2
2020-10-14,32000,78.4,80.6,1005.2
2020-10-15,32000,79.9,87.8,1005.3
2020-10-19,32000,82.6,87.8,1007.7
2020-10-20,32000,83.3,89.6,1007.5
2020-10-21,32000,82.0,87.8,1006.9
2020-10-22,32000,84.4,91.4,1006.8
2020-10-23,32000,82.8,89.6,1008.0
2020-10-26,32000,82.8,89.6,1008.2
2020-10-27,32000,81.5,87.8,1006.3
2020-10-28,32000,80.8,84.2,1005.3
2020-10-29,32000,80.8,91.4,1008.2
2020-11-02,32000,82.2,89.6,1009.6
2020-11-04,32000,81.7,89.6,1010.0
2020-11-05,32000,84.7,93.2,1009.5
2020-11-06,32000,81.1,86.0,1009.9
2020-11-09,32000,81.3,87.8,1008.3
2020-11-10,32000,78.1,84.2,1007.3
2020-11-11,32000,78.6,86.0,1009.5
2020-11-12,32000,81.1,91.4,1010.3
2020-11-13,32000,81.1,87.8,1008.6
2020-11-16,32000,82.9,95.0,1009.7
2020-11-17,32000,84.9,93.2,1008.3
2020-11-18,35000,83.7,91.4,1007.9
2020-11-19,35000,83.3,91.4,1007.9
2020-11-20,35000,83.5,91.4,1008.4
2020-11-23,35000,81.7,91.4,1009.6
2020-11-24,35000,82.8,91.4,1009.5
2020-11-26,30000,83.1,89.6,1010.1
2020-11-27,30000,82.6,91.4,1010.1
2020-11-30,30000,81.1,87.8,1009.2
2020-12-01,30000,81.9,87.8,1010.0
2020-12-02,30000,82.2,91.4,1009.6
2020-12-03,30000,81.3,91.4,1009.5
2020-12-04,30000,80.2,89.6,1009.5
2020-12-07,30000,81.0,87.8,1010.5
2020-12-08,30000,82.0,89.6,1010.3
2020-12-09,30000,81.7,87.8,1009.0
2020-12-10,30000,80.2,87.8,1008.8
2020-12-11,30000,81.9,87.8,1009.2
2020-12-14,30000,82.8,93.2,1008.7
2020-12-15,30000,82.2,91.4,1010.0
2020-12-16,30000,82.9,91.4,1010.1
2020-12-17,30000,83.1,91.4,1009.3
2020-12-21,30000,79.9,87.8,1008.9
2020-12-22,30000,77.2,82.4,1008.1
2020-12-23,30000,78.4,87.8,1007.3
2020-12-28,30000,82.0,91.4,1008.3
2020-12-31,30000,78.8,84.2,1010.1
2021-01-04,30000,82.0,91.4,1009.5
2021-01-06,30000,82.6,89.6,1008.9
2021-01-07,30000,82.6,93.2,1008.3
2021-01-08,30000,81.7,91.4,1008.1
2021-01-11,30000,79.3,89.6,1010.5
2021-01-12,30000,75.9,87.8,1011.3
2021-01-13,30000,74.7,82.4,1011.6
2021-01-14,30000,76.8,86.0,1011.1
2021-01-15,30000,78.1,87.8,1009.6
2021-01-18,30000,78.1,87.8,1011.5
2021-01-19,30000,75.9,82.4,1011.3
2021-01-20,30000,80.2,87.8,1010.5
2021-01-21,30000,81.0,89.6,1009.8
2021-01-22,30000,79.5,86.0,1009.6
2021-01-25,30000,81.0,89.6,1010.0
2021-01-26,30000,82.0,91.4,1009.2
2021-01-28,35000,80.4,91.4,1010.6
2021-02-03,35000,79.9,87.8,1011.7
2021-02-18,35000,79.5,87.8,1013.3
2021-02-19,35000,83.8,91.4,1013.1
2021-02-22,35000,78.3,87.8,1011.3
2021-02-23,35000,80.1,89.6,1010.2
2021-02-24,35000,80.2,89.6,1009.2
2021-02-25,35000,81.1,89.6,1007.8
2021-02-26,35000,82.4,91.4,1006.6
2021-03-01,25000,84.4,93.2,1011.5
2021-03-02,25000,83.7,93.2,1011.3
2021-03-05,25000,83.5,96.8,1011.4
2021-03-08,25000,84.6,95.0,1011.6
2021-03-10,25000,84.7,95.0,1011.0
2021-03-11,25000,85.5,95.0,1010.9
2021-03-12,25000,86.2,95.0,1011.3
2021-03-15,25000,82.9,93.2,1009.3
2021-03-16,25000,82.2,89.6,1009.1
2021-03-17,25000,82.6,91.4,1009.1
2021-03-18,25000,83.7,89.6,1008.9
2021-03-19,25000,85.3,93.2,1007.9
2021-03-22,25000,86.7,96.8,1009.4
2021-03-23,35000,86.5,95.0,1009.3
2021-03-24,35000,87.3,95.0,1008.6
2021-03-25,25000,86.5,96.8,1008.6
2021-03-26,25000,85.8,98.1,1008.3
2021-03-29,25000,85.5,95.0,1007.7
2021-03-30,25000,85.6,96.8,1006.5
2021-03-31,25000,86.4,95.0,1005.5
2021-04-02,25000,86.7,98.6,1006.4
2021-04-05,23000,85.5,93.2,1009.5
2021-04-06,22000,86.7,95.0,1010.0
2021-04-07,22000,86.7,96.8,1010.0
2021-04-08,22000,83.7,91.4,1009.4
2021-04-09,22000,83.5,87.8,1009.5
2021-04-12,22000,84.9,95.0,1011.6
2021-04-13,22000,85.8,93.2,1010.9
2021-04-14,22000,84.6,95.0,1010.3
2021-04-15,19000,84.9,95.0,1009.4
2021-04-16,19000,82.2,93.2,1009.5
2021-04-19,19000,83.1,91.4,1009.5
2021-04-20,19000,86.2,93.2,1009.0
2021-04-22,19000,81.9,89.6,1009.0
2021-04-23,19000,82.8,91.4,1008.1
2021-04-27,19000,85.5,93.2,1010.0
2021-04-28,19000,86.2,93.2,1010.9
2021-04-29,19000,86.4,95.0,1010.2
2021-05-04,19000,88.5,96.8,1007.3
2021-05-07,19000,86.4,93.2,1010.0
2021-05-10,19000,87.6,93.2,1007.7
2021-05-11,21000,88.0,95.0,1007.3
2021-05-12,21000,87.6,95.0,1006.8
2021-05-13,21000,88.3,96.8,1006.1
2021-05-14,21000,87.1,93.2,1006.3
2021-05-17,21000,83.8,93.2,1007.6
2021-05-18,22000,85.3,93.2,1008.3
2021-05-19,22000,84.0,95.0,1007.6
2021-05-20,22000,88.3,95.0,1007.6
2021-05-21,19000,82.4,93.2,1007.7
2021-05-24,19000,80.8,86.0,1007.3
2021-05-25,19000,76.6,82.4,1008.1
2021-05-26,19000,81.3,86.0,1007.8
2021-05-27,19000,81.3,87.8,1008.3
2021-05-28,19000,84.9,91.4,1009.5
2021-05-31,19000,87.6,93.2,1006.4
2021-06-01,14000,85.6,93.2,1006.7
2021-06-02,14000,83.1,93.2,1007.3
2021-07-05,17000,80.8,87.8,1006.0
2021-07-06,17000,81.7,87.8,1005.8
2021-07-07,17000,81.9,93.2,1007.1
2021-07-08,17000,81.1,87.8,1007.6
2021-07-09,17000,82.6,87.8,1007.2
2021-07-12,17000,84.7,95.0,1008.5
2021-07-13,17000,84.4,93.2,1007.5
2021-07-14,17000,82.4,91.4,1006.9
2021-07-15,17000,80.2,89.6,1008.3
2021-07-16,17000,84.6,93.2,1009.3
2021-07-19,17000,79.5,91.4,1007.6
2021-07-22,20000,81.0,89.6,1007.7
2021-07-23,20000,81.0,86.0,1006.9
2021-07-26,20000,84.2,91.4,1006.8
2021-07-27,20000,81.1,91.4,1006.0
2021-07-28,20000,81.7,87.8,1005.8
2021-07-29,20000,79.5,89.6,1006.9
2021-07-30,20000,83.7,89.6,1007.7
2021-08-02,20000,83.8,89.6,1007.0
2021-08-03,20000,84.9,89.6,1007.6
2021-08-04,20000,83.8,91.4,1008.2
2021-08-05,20000,84.0,91.4,1008.0
2021-08-06,20000,84.9,91.4,1008.5
2021-08-09,20000,86.5,93.2,1007.2
2021-08-10,20000,83.7,95.0,1007.0
2021-08-11,20000,81.9,89.6,1009.2
2021-08-12,20000,82.8,87.8,1010.8
2021-08-13,20000,82.8,93.2,1009.2
2021-08-16,20000,83.5,95.0,1011.5
2021-08-17,20000,81.5,93.2,1010.7
2021-08-18,20000,82.2,93.2,1008.4
2021-08-19,20000,83.5,95.0,1008.3
2021-08-20,20000,81.7,91.4,1009.1
2021-08-23,20000,81.7,89.6,1007.9
2021-08-24,20000,80.6,87.8,1007.2
2021-08-25,20000,81.3,87.8,1007.5
2021-08-26,20000,80.1,87.8,1008.0
2021-08-27,20000,84.0,91.4,1007.5
2021-08-30,20000,81.1,91.4,1008.1
2021-08-31,20000,81.9,93.2,1008.8
2021-09-01,20000,83.1,91.4,1008.5
2021-09-06,20000,82.2,89.6,1008.9
2021-09-07,20000,82.8,91.4,1007.9
2021-09-08,20000,82.0,89.6,1006.5
2021-09-09,20000,80.4,89.6,1007.8
2021-09-10,20000,81.3,86.0,1008.3
2021-09-13,25000,80.4,89.6,1005.8
2021-09-14,25000,79.9,86.0,1008.0
2021-09-15,25000,82.2,87.8,1009.9
2021-09-16,25000,81.9,89.6,1009.5
2021-09-17,25000,81.7,91.4,1009.1
2021-09-20,25000,81.3,89.6,1008.4
2021-09-21,25000,80.8,89.6,1008.3
2021-09-22,25000,81.3,89.6,1008.2
2021-09-23,25000,82.6,89.6,1008.5
2021-09-24,25000,80.6,91.4,1008.4
2021-09-27,25000,85.1,91.4,1007.9
2021-09-28,25000,83.8,93.2,1008.1
2021-09-29,25000,83.5,91.4,1007.7
2021-09-30,25000,81.9,89.6,1008.7
2021-10-01,20000,81.1,89.6,1009.3
2021-10-04,20000,82.0,89.6,1006.9
2021-10-05,20000,81.3,89.6,1005.8
2021-10-06,20000,80.2,84.2,1004.7
2021-10-07,20000,80.2,86.0,1003.9
2021-10-08,20000,82.8,87.8,1004.6
2021-10-11,20000,79.5,86.0,1005.4
2021-10-12,20000,81.9,87.8,1005.2
2021-10-13,20000,83.5,89.6,1004.0
2021-10-14,20000,83.8,89.6,1005.3
2021-10-15,20000,82.0,93.2,1006.4
2021-10-18,20000,83.8,89.6,1010.0
2021-10-19,20000,84.4,91.4,1012.3
2021-10-20,20000,80.2,89.6,1012.3
2021-10-21,20000,82.0,89.6,1011.8
2021-10-26,20000,82.6,89.6,1008.3
2021-10-27,20000,79.0,84.2,1008.7
2021-10-28,20000,84.4,91.4,1010.3
2021-10-29,30000,83.8,95.0,1011.5
2021-11-02,30000,84.7,93.2,1010.8
2021-11-03,15000,85.1,93.2,1009.8
2021-11-05,15000,83.8,91.4,1008.6
2021-11-09,15000,82.6,89.6,1009.0
2021-11-10,15000,83.5,91.4,1009.0
2021-11-11,15000,79.9,87.8,1009.3
2021-11-12,15000,82.6,93.2,1009.3
2021-11-15,15000,82.2,89.6,1008.5
2021-11-16,15000,81.9,89.6,1008.8
2021-11-17,15000,82.2,93.2,1009.0
2021-11-18,15000,82.0,89.6,1008.3
2021-11-19,15000,83.5,91.4,1007.2
2021-11-23,15000,81.3,91.4,1009.0
2021-11-24,15000,84.0,93.2,1009.6
2021-11-25,15000,82.0,89.6,1009.9
2021-11-26,15000,82.2,89.6,1009.3
2021-11-29,15000,80.4,86.0,1007.8
2021-11-30,15000,78.3,84.2,1009.2
2021-12-01,15000,79.9,87.8,1010.3
2021-12-02,15000,79.3,87.8,1011.5
2021-12-06,15000,80.1,87.8,1011.3
2021-12-07,20000,79.2,87.8,1012.0
2021-12-08,20000,82.6,89.6,1012.0
2021-12-09,20000,80.2,87.8,1012.3
2021-12-10,20000,80.8,91.4,1012.0
2021-12-14,20000,81.9,89.6,1009.4
2021-12-15,20000,84.0,93.2,1009.0
2021-12-16,20000,83.8,89.6,1009.5
2021-12-17,20000,81.9,89.6,1009.7
2021-12-20,20000,80.1,87.8,1011.9
2021-12-21,20000,82.0,91.4,1011.9
2021-12-22,20000,79.9,87.8,1011.4
2021-12-23,20000,81.0,89.6,1011.0
2021-12-24,20000,79.0,89.6,1011.2
2021-12-27,20000,81.1,91.4,1012.8
2021-12-28,20000,80.2,87.8,1012.2
2021-12-29,20000,81.7,89.6,1012.3
2021-12-30,20000,82.2,91.4,1013.4
2021-12-31,20000,81.3,91.4,1013.3
2022-01-04,20000,81.0,89.6,1011.5
2022-01-05,20000,82.2,89.6,1011.4
2022-01-06,20000,81.5,87.8,1011.8
2022-01-07,20000,82.4,91.4,1012.3
2022-01-11,20000,81.3,93.2,1012.5
2022-01-14,20000,80.2,91.4,1013.2
2022-01-17,20000,81.3,89.6,1012.4
2022-01-18,20000,81.5,91.4,1011.6
2022-02-18,30000,84.4,93.2,1008.7
2022-02-21,30000,81.7,93.2,1010.5
2022-03-04,30000,85.3,95.0,1009.5
2022-03-07,30000,84.7,95.0,1009.6
2022-03-08,30000,85.3,96.8,1009.3
2022-03-09,30000,82.9,93.2,1009.0
2022-03-10,30000,81.7,87.8,1008.8
2022-03-11,30000,84.0,93.2,1007.5
2022-03-14,30000,85.1,95.0,1007.9
2022-03-15,30000,85.5,95.0,1007.4
2022-03-17,30000,85.1,93.2,1007.2
2022-03-18,30000,84.9,93.2,1007.4
2022-03-21,30000,84.9,93.2,1009.5
2022-03-22,30000,82.8,91.4,1010.2
2022-03-23,30000,85.3,95.0,1009.6
2022-03-24,30000,86.2,95.0,1009.2
2022-03-25,30000,86.5,95.0,1009.8
2022-03-30,30000,84.0,93.2,1008.2
2022-03-31,30000,82.8,91.4,1008.0
2022-04-05,30000,82.0,93.2,1011.9
2022-04-06,22000,84.0,93.2,1010.9
2022-04-07,22000,83.8,91.4,1010.0
2022-04-08,22000,85.3,93.2,1009.6
2022-04-12,20000,85.3,91.4,1007.8
2022-04-13,20000,86.4,95.0,1006.5
2022-04-14,20000,85.6,95.0,1006.5
2022-04-18,20000,85.8,91.4,1008.9
2022-04-19,20000,85.8,93.2,1009.7
2022-04-20,15000,85.5,95.0,1009.3
2022-04-21,15000,86.7,95.0,1008.7
2022-04-22,15000,87.1,95.0,1009.2
2022-04-25,15000,87.3,93.2,1007.2
2022-04-26,15000,86.5,95.0,1007.2
2022-04-27,15000,89.1,96.8,1006.6
2022-04-28,15000,87.6,95.0,1007.0
2022-04-29,15000,78.4,84.2,1007.5
2022-05-04,15000,80.4,91.4,1009.0
2022-05-05,15000,82.8,89.6,1007.4
2022-05-06,15000,85.8,93.2,1007.1
2022-05-09,15000,86.5,95.0,1007.8
2022-05-10,15000,85.5,95.0,1008.0
2022-05-11,15000,86.4,95.0,1007.8
2022-05-16,15000,83.5,89.6,1008.4
2022-05-17,15000,84.0,91.4,1008.9
2022-05-18,15000,81.0,86.0,1009.5
2022-05-19,15000,81.7,91.4,1010.0
2022-05-26,15000,82.8,91.4,1006.5
2022-05-31,15000,86.5,93.2,1005.5
2022-06-07,15000,86.5,93.2,1006.9
2022-06-08,15000,88.0,95.0,1007.3
2022-06-09,15000,86.7,96.8,1006.8
2022-06-10,15000,85.8,93.2,1007.5
2022-06-13,20000,84.7,91.4,1008.1
2022-06-14,20000,86.5,93.2,1008.0
2022-06-16,20000,86.4,93.2,1009.2
2022-06-17,20000,84.7,91.4,1009.0
2022-06-20,20000,83.1,93.2,1006.3
2022-06-23,20000,80.4,91.4,1008.8
2022-06-24,20000,81.1,89.6,1007.6
2022-06-27,20000,84.6,93.2,1008.0
2022-07-08,20000,81.3,89.6,1006.9
2022-07-13,20000,81.3,87.8,1004.1
2022-07-14,20000,81.9,87.8,1004.8
2022-07-15,20000,81.7,89.6,1006.2
2022-07-18,20000,83.7,91.4,1007.0
2022-07-19,20000,81.0,89.6,1006.0
2022-07-20,20000,78.4,86.0,1006.9
2022-07-21,20000,78.1,84.2,1009.5
2022-07-22,20000,84.2,95.0,1009.9
2022-07-25,30000,85.6,95.0,1007.5
2022-07-26,30000,82.2,89.6,1008.0
2022-07-27,30000,83.1,89.6,1007.5
2022-07-29,30000,85.5,95.0,1006.8
2022-08-01,30000,82.0,91.4,1006.3
2022-08-02,30000,82.9,89.6,1007.3
2022-08-03,30000,82.2,91.4,1008.4
2022-08-04,30000,81.1,87.8,1008.2
2022-08-05,30000,82.6,89.6,1007.6
2022-08-08,30000,79.7,86.0,1006.6
2022-08-09,30000,82.0,89.6,1006.0
2022-08-10,30000,83.7,89.6,1005.9
2022-08-11,30000,78.6,86.0,1007.6
2022-08-15,30000,80.2,89.6,1007.8
2022-08-16,30000,80.6,89.6,1007.8
2022-08-17,30000,82.2,89.6,1008.1
2022-08-18,30000,84.4,91.4,1007.5
2022-08-22,30000,84.4,95.0,1007.5
2022-08-23,30000,84.2,91.4,1007.3
2022-08-24,30000,82.9,91.4,1006.5
2022-09-07,30000,79.3,84.2,1008.7
2022-09-08,30000,81.3,87.8,1010.2
2022-09-09,30000,85.3,93.2,1009.8
2022-09-12,30000,80.8,91.4,1008.5
2022-09-13,30000,83.8,91.4,1009.2
2022-09-14,30000,82.2,89.6,1010.3
2022-09-16,30000,82.8,89.6,1007.5
2022-09-19,30000,81.5,89.6,1008.5
2022-09-20,30000,82.0,87.8,1007.4
2022-09-21,30000,83.5,91.4,1006.8
2022-09-22,30000,82.0,89.6,1007.8
2022-09-23,30000,82.8,91.4,1008.2
2022-09-26,30000,78.4,87.8,1008.3
2022-09-27,30000,79.7,86.0,1005.7
2022-09-28,30000,79.9,87.8,1002.9
2022-09-29,30000,79.3,86.0,1005.6
2022-09-30,23000,81.9,87.8,1008.1
2022-10-03,30000,83.1,89.6,1008.2
2022-10-04,30000,83.1,89.6,1009.1
2022-10-05,30000,83.5,91.4,1009.6
2022-10-06,30000,81.1,87.8,1010.4
2022-10-07,30000,82.9,93.2,1009.5
2022-10-10,30000,80.6,89.6,1011.0
2022-10-11,30000,80.8,87.8,1010.3
2022-10-13,30000,83.8,91.4,1007.5
2022-10-14,30000,80.4,87.8,1006.4
2022-10-17,30000,84.6,91.4,1009.1
2022-10-18,30000,82.9,93.2,1008.5
2022-10-19,30000,78.3,84.2,1008.8
2022-10-20,30000,80.2,84.2,1010.3
2022-10-21,30000,84.0,91.4,1010.8
2022-10-24,30000,82.8,95.0,1009.4
2022-10-25,30000,81.9,89.6,1009.6
2022-10-26,30000,83.8,89.6,1009.0
2022-10-27,30000,80.1,89.6,1008.7
2022-10-31,30000,84.0,93.2,1007.8
2022-11-01,30000,82.2,89.6,1008.7
2022-11-02,30000,81.7,87.8,1009.6
2022-11-03,30000,78.1,84.2,1010.4
2022-11-07,30000,82.0,91.4,1011.2
2022-11-08,30000,83.5,91.4,1010.5
2022-11-09,30000,84.4,91.4,1010.3
2022-11-14,25000,82.9,91.4,1009.2
2022-11-15,25000,82.9,91.4,1009.2
2022-11-16,25000,82.6,93.2,1008.3
2022-11-17,25000,83.5,91.4,1008.0
2022-11-18,25000,82.9,91.4,1008.6
2022-11-21,25000,79.9,84.2,1005.3
2022-11-22,25000,78.8,84.2,1006.2
2022-11-23,32000,79.3,86.0,1007.8
2022-11-24,32000,80.4,86.0,1009.6
2022-11-25,32000,82.6,89.6,1010.6
2022-11-28,32000,84.0,91.4,1009.4
2022-11-29,32000,83.7,91.4,1009.5
2022-12-05,32000,83.5,91.4,1009.5
2022-12-08,32000,84.0,91.4,1008.4
2022-12-13,32000,80.4,89.6,1010.5
2022-12-14,32000,79.9,86.0,1010.8
2022-12-19,32000,79.7,89.6,1009.0
2022-12-20,32000,81.5,89.6,1008.4
2022-12-23,32000,77.7,89.6,1010.2
2022-12-26,32000,78.4,87.8,1013.8
2022-12-27,32000,77.4,84.2,1013.7
2023-01-03,32000,82.8,91.4,1012.3
2023-01-09,32000,79.9,87.8,1011.7
2023-01-10,35000,79.7,84.2,1011.2
2023-01-16,45000,82.6,93.2,1010.4
2023-01-17,45000,81.3,89.6,1011.1
2023-01-30,45000,77.7,86.0,1011.8
2023-01-31,45000,81.9,91.4,1010.1
2023-02-01,45000,81.7,87.8,1009.5
2023-02-02,45000,82.0,89.6,1009.8
2023-02-03,45000,84.6,93.2,1010.3
2023-02-06,45000,84.4,93.2,1009.5
2023-02-07,45000,83.5,93.2,1009.8
2023-02-08,45000,84.6,95.0,1009.6
2023-02-09,45000,84.9,95.0,1009.5
2023-02-10,45000,84.6,95.0,1009.9
2023-02-13,45000,82.9,91.4,1010.6
2023-02-14,45000,82.4,91.4,1010.4
2023-02-15,45000,82.6,93.2,1010.8
2023-02-17,25000,83.8,93.2,1011.5
2023-02-20,25000,81.3,91.4,1010.9
2023-02-21,25000,82.0,93.2,1011.8
2023-02-22,25000,81.9,91.4,1011.8
2023-02-24,25000,81.7,93.2,1010.9
2023-02-27,25000,82.8,93.2,1014.5
2023-02-28,25000,83.8,93.2,1013.3
2023-03-01,25000,83.8,95.0,1013.4
2023-03-03,27000,80.2,91.4,1014.5
