date,price,RON 95-III
2019-03-09,33400.0,18.54
2019-03-10,33400.0,18.54
2019-03-11,33400.0,18.54
2019-03-12,33400.0,18.54
2019-03-13,33300.0,18.54
2019-03-14,33200.0,18.54
2019-03-15,32600.0,18.54
2019-03-16,32700.0,18.54
2019-03-17,32700.0,18.54
2019-03-18,32700.0,18.54
2019-03-19,32600.0,18.54
2019-03-20,33300.0,18.54
2019-03-21,33000.0,18.54
2019-03-22,33200.0,18.54
2019-03-23,33000.0,18.54
2019-03-24,33000.0,18.54
2019-03-25,32800.0,18.54
2019-03-26,32900.0,18.54
2019-03-27,33100.0,18.54
2019-03-28,33000.0,18.54
2019-03-29,32800.0,18.54
2019-03-30,32300.0,18.54
2019-03-31,32300.0,18.54
2019-04-01,32300.0,18.54
2019-04-02,31700.0,20.03
2019-04-03,31600.0,20.03
2019-04-04,32400.0,20.03
2019-04-05,32200.0,20.03
2019-04-06,31600.0,20.03
2019-04-07,31600.0,20.03
2019-04-08,31600.0,20.03
2019-04-09,31800.0,20.03
2019-04-10,31700.0,20.03
2019-04-11,31800.0,20.03
2019-04-12,31200.0,20.03
2019-04-13,31300.0,20.03
2019-04-14,31300.0,20.03
2019-04-15,31300.0,20.03
2019-04-16,31900.0,20.03
2019-04-17,31700.0,21.23
2019-04-18,31400.0,21.23
2019-04-19,31500.0,21.23
2019-04-20,31500.0,21.23
2019-04-21,31500.0,21.23
2019-04-22,31500.0,21.23
2019-04-23,31500.0,21.23
2019-04-24,31300.0,21.23
2019-04-25,31200.0,21.23
2019-04-26,31200.0,21.23
2019-04-27,31600.0,21.23
2019-04-28,31600.0,21.23
2019-04-29,31600.0,21.23
2019-04-30,31500.0,21.23
2019-05-01,31500.0,21.23
2019-05-02,31000.0,22.19
2019-05-03,31200.0,22.19
2019-05-04,30900.0,22.19
2019-05-05,30900.0,22.19
2019-05-06,30900.0,22.19
2019-05-07,30900.0,22.19
2019-05-08,29900.0,22.19
2019-05-09,29800.0,22.19
2019-05-10,30900.0,22.19
2019-05-11,31400.0,22.19
2019-05-12,31400.0,22.19
2019-05-13,31400.0,22.19
2019-05-14,31100.0,22.19
2019-05-15,32100.0,22.19
2019-05-16,31700.0,22.19
2019-05-17,30900.0,21.59
2019-05-18,30300.0,21.59
2019-05-19,30300.0,21.59
2019-05-20,30300.0,21.59
2019-05-21,31000.0,21.59
2019-05-22,31600.0,21.59
2019-05-23,31500.0,21.59
2019-05-24,31700.0,21.59
2019-05-25,31700.0,21.59
2019-05-26,31700.0,21.59
2019-05-27,31800.0,21.59
2019-05-28,31800.0,21.59
2019-05-29,31900.0,21.59
2019-05-30,32700.0,21.59
2019-05-31,33500.0,21.59
2019-06-01,33900.0,21.21
2019-06-02,33900.0,21.21
2019-06-03,34000.0,21.21
2019-06-04,34000.0,21.21
2019-06-05,34100.0,21.21
2019-06-06,32700.0,21.21
2019-06-07,33300.0,21.21
2019-06-08,33200.0,21.21
2019-06-09,33200.0,21.21
2019-06-10,33200.0,21.21
2019-06-11,33100.0,21.21
2019-06-12,32600.0,21.21
2019-06-13,33000.0,21.21
2019-06-14,32900.0,21.21
2019-06-15,32500.0,21.21
2019-06-16,32500.0,21.21
2019-06-17,32500.0,20.13
2019-06-18,32300.0,20.13
2019-06-19,32000.0,20.13
2019-06-20,32000.0,20.13
2019-06-21,33200.0,20.13
2019-06-22,33200.0,20.13
2019-06-23,33200.0,20.13
2019-06-24,33200.0,20.13
2019-06-25,33400.0,20.13
2019-06-26,34100.0,20.13
2019-06-27,33700.0,20.13
2019-06-28,33800.0,20.13
2019-06-29,34200.0,20.13
2019-06-30,34200.0,20.13
2019-07-01,34200.0,20.13
2019-07-02,34700.0,20.51
2019-07-03,34300.0,20.51
2019-07-04,34500.0,20.51
2019-07-05,34900.0,20.51
2019-07-06,34300.0,20.51
2019-07-07,34300.0,20.51
2019-07-08,34300.0,20.51
2019-07-09,34000.0,20.51
2019-07-10,34200.0,20.51
2019-07-11,34100.0,20.51
2019-07-12,34000.0,20.51
2019-07-13,33900.0,20.51
2019-07-14,33900.0,20.51
2019-07-15,34000.0,20.51
2019-07-16,34200.0,20.51
2019-07-17,33800.0,21.23
2019-07-18,34200.0,21.23
2019-07-19,34300.0,21.23
2019-07-20,34100.0,21.23
2019-07-21,34100.0,21.23
2019-07-22,34100.0,21.23
2019-07-23,33600.0,21.23
2019-07-24,33800.0,21.23
2019-07-25,33700.0,21.23
2019-07-26,33600.0,21.23
2019-07-27,33200.0,21.23
2019-07-28,33200.0,21.23
2019-07-29,33200.0,21.23
2019-07-30,33700.0,21.23
2019-07-31,33500.0,21.23
2019-08-01,33300.0,20.91
2019-08-02,32800.0,20.91
2019-08-03,32900.0,20.91
2019-08-04,32900.0,20.91
2019-08-05,32800.0,20.91
2019-08-06,32600.0,20.91
2019-08-07,32800.0,20.91
2019-08-08,32700.0,20.91
2019-08-09,32900.0,20.91
2019-08-10,32700.0,20.91
2019-08-11,32700.0,20.91
2019-08-12,32800.0,20.91
2019-08-13,32400.0,20.91
2019-08-14,33100.0,20.91
2019-08-15,33200.0,20.91
2019-08-16,33500.0,20.4
2019-08-17,33200.0,20.4
2019-08-18,33200.0,20.4
2019-08-19,33200.0,20.4
2019-08-20,33100.0,20.4
2019-08-21,33300.0,20.4
2019-08-22,33400.0,20.4
2019-08-23,33400.0,20.4
2019-08-24,33100.0,20.4
2019-08-25,33100.0,20.4
2019-08-26,33200.0,20.4
2019-08-27,33200.0,20.4
2019-08-28,33600.0,20.4
2019-08-29,33800.0,20.4
2019-08-30,33300.0,20.4
2019-08-31,33500.0,20.23
2019-09-01,33500.0,20.23
2019-09-02,33500.0,20.23
2019-09-03,33500.0,20.23
2019-09-04,33100.0,20.23
2019-09-05,33300.0,20.23
2019-09-06,32700.0,20.23
2019-09-07,33200.0,20.23
2019-09-08,33200.0,20.23
2019-09-09,33200.0,20.23
2019-09-10,33400.0,20.23
2019-09-11,33900.0,20.23
2019-09-12,34100.0,20.23
2019-09-13,34000.0,20.23
2019-09-14,33600.0,20.23
2019-09-15,33600.0,20.23
2019-09-16,33600.0,20.14
2019-09-17,33700.0,20.14
2019-09-18,33400.0,20.14
2019-09-19,33500.0,20.14
2019-09-20,33300.0,20.14
2019-09-21,33400.0,20.14
2019-09-22,33400.0,20.14
2019-09-23,33400.0,20.14
2019-09-24,33600.0,20.14
2019-09-25,33600.0,20.14
2019-09-26,33500.0,20.14
2019-09-27,33600.0,20.14
2019-09-28,33600.0,20.14
2019-09-29,33600.0,20.14
2019-09-30,33600.0,20.14
2019-10-01,33600.0,21.06
2019-10-02,33400.0,21.06
2019-10-03,33300.0,21.06
2019-10-04,33500.0,21.06
2019-10-05,33200.0,21.06
2019-10-06,33200.0,21.06
2019-10-07,33200.0,21.06
2019-10-08,32500.0,21.06
2019-10-09,32600.0,21.06
2019-10-10,32600.0,21.06
2019-10-11,32500.0,21.06
2019-10-12,32200.0,21.06
2019-10-13,32200.0,21.06
2019-10-14,32000.0,21.06
2019-10-15,32200.0,21.06
2019-10-16,32000.0,20.79
2019-10-17,31400.0,20.79
2019-10-18,31100.0,20.79
2019-10-19,31600.0,20.79
2019-10-20,31600.0,20.79
2019-10-21,31400.0,20.79
2019-10-22,31300.0,20.79
2019-10-23,31400.0,20.79
2019-10-24,31300.0,20.79
2019-10-25,31200.0,20.79
2019-10-26,31400.0,20.79
2019-10-27,31400.0,20.79
2019-10-28,31200.0,20.79
2019-10-29,31700.0,20.79
2019-10-30,31700.0,20.79
2019-10-31,32000.0,20.44
2019-11-01,32700.0,20.44
2019-11-02,32700.0,20.44
2019-11-03,32700.0,20.44
2019-11-04,32600.0,20.44
2019-11-05,32300.0,20.44
2019-11-06,32700.0,20.44
2019-11-07,33000.0,20.44
