date,price,tavg,tmax,pres
2011-08-12,17000.0,81.9,90.7,1011.0
2011-08-15,20000.0,78.1,90.5,1011.0
2011-08-16,17000.0,81.3,92.8,1011.0
2011-08-17,20000.0,82.9,93.9,1011.0
2011-08-18,20000.0,83.5,93.2,1011.0
2011-08-19,17000.0,82.6,89.6,1011.0
2011-08-22,21000.0,80.4,91.4,1011.0
2011-08-23,24000.0,78.6,90.3,1011.0
2011-08-24,24000.0,80.4,92.8,1011.0
2011-08-25,24000.0,80.8,90.0,1011.0
2011-08-29,24000.0,78.1,88.5,1011.0
2011-08-30,24000.0,82.0,90.7,1011.0
2011-08-31,24000.0,81.1,91.4,1011.0
2011-09-01,24000.0,81.9,89.6,1011.0
2011-09-05,24000.0,81.5,89.6,1011.0
2011-09-06,15000.0,81.3,92.1,1011.0
2011-09-07,15000.0,79.7,87.8,1011.0
2011-09-08,15000.0,78.1,88.5,1011.0
2011-09-09,15000.0,79.7,90.0,1011.0
2011-09-12,15000.0,78.3,87.8,1011.0
2011-09-13,17000.0,83.1,90.7,1011.0
2011-09-14,19000.0,82.9,90.3,1011.0
2011-09-15,19000.0,82.2,89.6,1011.0
2011-09-16,19000.0,83.1,93.7,1011.0
2011-09-19,19000.0,80.6,89.6,1011.0
2011-09-20,19000.0,80.8,90.7,1011.0
2011-09-21,19000.0,76.5,85.3,1011.0
2011-09-22,19000.0,77.7,83.1,1011.0
2011-09-23,19000.0,76.5,82.8,1011.0
2011-09-26,19000.0,81.1,92.1,1011.0
2011-09-27,19000.0,78.3,84.2,1011.0
2011-09-28,19000.0,78.1,84.9,1011.0
2011-09-29,22000.0,81.7,90.7,1011.0
2011-09-30,22000.0,81.0,90.3,1011.0
2011-10-03,22000.0,76.3,84.9,1011.0
2011-10-04,22000.0,79.3,90.1,1011.0
2011-10-06,22000.0,80.4,92.1,1011.0
2011-10-07,22000.0,79.3,86.0,1011.0
2011-10-10,22000.0,80.6,88.9,1011.0
2011-10-11,22000.0,79.0,86.2,1011.0
2011-10-12,22000.0,79.0,90.3,1011.0
2011-10-13,22000.0,77.0,84.7,1011.0
2011-10-17,22000.0,80.8,91.4,1011.0
2011-10-18,22000.0,79.9,92.1,1011.0
2011-10-19,22000.0,80.2,93.2,1011.0
2011-10-20,22000.0,80.6,90.3,1011.0
2011-12-01,35000.0,81.0,92.1,1011.0
2011-12-12,15000.0,76.6,87.8,1011.0
2011-12-13,15000.0,77.4,86.0,1011.0
2011-12-14,15000.0,77.9,90.3,1011.0
2011-12-15,15000.0,79.5,91.8,1011.0
2011-12-16,15000.0,79.2,90.3,1011.0
2011-12-19,15000.0,78.1,88.5,1011.0
2011-12-20,15000.0,76.6,84.6,1011.0
2011-12-21,15000.0,79.5,90.3,1011.0
2011-12-22,15000.0,80.2,88.7,1011.0
2011-12-23,15000.0,79.3,90.3,1011.0
2011-12-26,15000.0,78.1,88.5,1011.0
2011-12-27,15000.0,77.7,87.8,1011.0
2011-12-28,15000.0,77.4,86.0,1011.0
2011-12-29,15000.0,79.5,90.3,1011.0
2011-12-30,15000.0,80.1,91.8,1011.0
2012-01-03,15000.0,78.1,88.9,1011.0
2012-01-04,20000.0,78.3,88.9,1011.0
