price,tavg,tmin,tmax,prcp,wdir,wspd,pres,RON 95-III
17500.0,82.8,75.2,93.2,0.268,299.0,4.1,1006.5,15.11
19750.0,82.6,77.0,93.2,0.268,316.0,3.1,1007.3,14.98
17500.0,79.2,75.2,86.0,0.268,311.0,3.7,1008.5,14.98
17500.0,81.9,75.2,87.8,0.268,294.0,4.7,1008.2,14.98
17500.0,81.1,73.4,89.6,0.268,176.0,4.0,1008.6,14.98
17500.0,82.2,77.0,91.4,0.268,325.0,3.2,1009.6,14.98
17500.0,81.9,75.2,91.4,0.268,325.0,6.0,1008.3,14.98
17500.0,81.1,77.0,87.8,0.268,219.0,6.5,1007.0,14.98
17500.0,80.8,77.0,86.0,0.268,260.0,5.7,1008.1,14.98
17500.0,82.0,77.0,86.0,0.268,307.0,4.2,1006.6,14.98
17500.0,78.4,77.0,82.4,0.268,184.0,4.7,1004.8,14.98
17500.0,81.7,77.0,89.6,0.268,184.0,4.3,1005.0,14.98
17500.0,79.0,77.0,86.0,0.268,184.0,3.4,1006.2,14.98
17500.0,80.8,77.0,87.8,0.268,278.0,6.2,1003.5,15.12
17500.0,80.2,77.0,86.0,0.268,260.0,6.3,1004.2,15.12
17500.0,78.4,77.0,80.6,0.268,217.0,5.2,1005.2,15.12
17500.0,79.9,77.0,87.8,0.268,261.0,6.1,1005.3,15.12
17500.0,82.6,77.0,87.8,0.268,262.0,4.3,1007.7,15.12
17500.0,83.3,77.0,89.6,0.268,316.0,5.0,1007.5,15.12
17500.0,82.0,78.8,87.8,0.268,322.0,5.1,1006.9,15.12
17500.0,84.4,77.0,91.4,0.268,322.0,3.7,1006.8,15.12
17500.0,82.8,78.8,89.6,0.268,287.0,5.0,1008.0,15.12
17500.0,82.8,77.0,89.6,0.268,293.0,5.2,1008.2,15.12
17500.0,81.5,77.0,87.8,0.268,315.0,7.6,1006.3,14.94
17500.0,80.8,78.8,84.2,0.268,279.0,8.1,1005.3,14.94
17500.0,80.8,77.0,91.4,0.268,219.0,6.8,1008.2,14.94
17500.0,82.2,77.0,89.6,0.268,310.0,4.2,1009.6,14.94
17500.0,83.8,77.0,91.4,0.268,36.0,3.9,1010.1,14.94
17500.0,81.7,78.8,89.6,0.268,262.0,5.2,1010.0,14.94
17500.0,84.7,77.0,93.2,0.268,302.0,3.9,1009.5,14.94
17500.0,81.1,78.8,86.0,0.268,316.0,4.4,1009.9,14.94
17500.0,81.3,73.4,87.8,0.268,359.0,5.5,1008.3,14.94
17500.0,78.1,77.0,84.2,0.268,323.0,10.1,1007.3,14.94
17500.0,78.6,71.6,86.0,0.268,12.0,4.6,1009.5,14.7
17500.0,81.1,73.4,91.4,0.268,12.0,3.9,1010.3,14.7
17500.0,81.1,75.2,87.8,0.268,317.0,3.8,1008.6,14.7
18500.0,82.9,75.2,95.0,0.268,14.0,3.6,1009.7,14.7
18500.0,84.9,77.0,93.2,0.268,76.0,3.6,1008.3,14.7
18500.0,83.7,77.0,91.4,0.268,35.0,3.6,1007.9,14.7
18500.0,83.3,78.8,91.4,0.268,110.0,4.7,1007.9,14.7
18500.0,83.5,78.8,91.4,0.268,92.0,5.5,1008.4,14.7
18500.0,81.7,77.0,91.4,0.268,343.0,3.5,1009.6,14.7
18500.0,82.8,75.2,91.4,0.268,39.0,3.5,1009.5,14.7
18500.0,83.3,77.0,91.4,0.268,37.0,3.6,1009.1,14.7
18500.0,83.1,78.8,89.6,0.268,56.0,3.7,1010.1,15.35
18500.0,82.6,77.0,91.4,0.268,28.0,4.2,1010.1,15.35
18500.0,81.1,75.2,87.8,0.268,33.0,4.1,1009.2,15.35
18500.0,81.9,77.0,87.8,0.268,54.0,5.2,1010.0,15.35
18500.0,82.2,75.2,91.4,0.268,57.0,4.2,1009.6,15.35
18500.0,81.3,71.6,91.4,0.268,23.0,4.7,1009.5,15.35
18500.0,80.2,71.6,89.6,0.268,25.0,6.0,1009.5,15.35
20500.0,81.0,75.2,87.8,0.268,14.0,5.0,1010.5,15.35
20500.0,82.0,73.4,89.6,0.268,33.0,5.9,1010.3,15.35
20500.0,81.7,77.0,87.8,0.268,5.0,6.0,1009.0,15.35
20500.0,80.2,77.0,87.8,0.268,349.0,4.0,1008.8,15.35
20500.0,81.9,75.2,87.8,0.268,325.0,3.0,1009.2,16.0
20500.0,82.8,77.0,93.2,0.268,70.0,4.1,1008.7,16.0
20500.0,82.2,77.0,91.4,0.268,42.0,2.7,1010.0,16.0
20500.0,82.9,75.2,91.4,0.268,42.0,3.3,1010.1,16.0
20500.0,83.1,77.0,91.4,0.268,15.0,3.6,1009.3,16.0
20500.0,79.9,71.6,87.8,0.268,9.0,10.8,1008.9,16.0
20500.0,77.2,73.4,82.4,0.268,342.0,8.2,1008.1,16.0
20500.0,78.4,73.4,87.8,0.268,329.0,6.6,1007.3,16.0
20500.0,82.0,75.2,91.4,0.268,297.0,3.9,1008.3,16.47
20500.0,78.8,75.2,84.2,0.268,25.0,8.1,1010.1,16.47
20500.0,82.0,75.2,91.4,0.268,39.0,4.8,1009.5,16.47
20500.0,82.6,75.2,89.6,0.268,71.0,4.5,1008.9,16.47
20500.0,82.6,75.2,93.2,0.268,57.0,4.4,1008.3,16.47
20500.0,81.7,75.2,91.4,0.268,355.0,3.7,1008.1,16.47
20500.0,79.3,71.6,89.6,0.268,347.0,4.4,1010.5,16.93
20500.0,75.9,69.8,87.8,0.268,11.0,6.5,1011.3,16.93
20500.0,74.7,66.2,82.4,0.268,323.0,4.5,1011.6,16.93
25000.0,76.8,64.4,86.0,0.268,230.0,3.8,1011.1,16.93
25000.0,78.1,69.8,87.8,0.268,97.0,4.5,1009.6,16.93
25000.0,78.1,69.8,87.8,0.268,29.0,6.3,1011.5,16.93
25000.0,75.9,68.0,82.4,0.268,317.0,4.2,1011.3,16.93
25000.0,80.2,71.6,87.8,0.268,280.0,3.8,1010.5,16.93
25000.0,81.0,75.2,89.6,0.268,236.0,5.2,1009.8,16.93
25000.0,79.5,75.2,86.0,0.268,211.0,5.5,1009.6,16.93
25000.0,81.0,75.2,89.6,0.268,92.0,4.3,1010.0,16.93
25000.0,82.0,77.0,91.4,0.268,90.0,4.3,1009.2,17.27
25000.0,80.4,75.2,91.4,0.268,64.0,4.8,1010.6,17.27
25000.0,79.9,73.4,87.8,0.268,170.0,4.2,1011.7,17.27
25000.0,79.5,69.8,87.8,0.268,356.0,3.4,1013.3,17.27
27000.0,83.8,69.8,91.4,0.268,35.0,5.2,1013.1,17.27
27000.0,78.3,73.4,87.8,0.268,158.0,6.7,1011.3,17.27
27000.0,80.1,71.6,89.6,0.268,107.0,5.6,1010.2,17.27
27000.0,80.2,75.2,89.6,0.268,170.0,6.4,1009.2,17.27
27000.0,81.1,73.4,89.6,0.268,174.0,5.6,1007.8,18.08
27000.0,82.4,77.0,91.4,0.268,166.0,6.6,1006.6,18.08
27000.0,84.4,77.0,93.2,0.268,140.0,8.9,1011.5,18.08
27000.0,83.7,77.0,93.2,0.268,138.0,8.2,1011.3,18.08
27000.0,83.5,75.2,96.8,0.268,131.0,10.5,1011.4,18.08
27000.0,84.6,77.0,95.0,0.268,115.0,6.3,1011.6,18.08
27000.0,84.7,77.0,95.0,0.268,99.0,5.8,1011.0,18.08
27000.0,85.5,77.0,95.0,0.268,101.0,7.6,1010.9,18.08
27000.0,86.2,78.8,95.0,0.268,120.0,6.4,1011.3,18.88
27000.0,82.9,77.0,93.2,0.268,148.0,6.3,1009.3,18.88
27000.0,82.2,77.0,89.6,0.268,149.0,8.0,1009.1,18.88
27000.0,82.6,77.0,91.4,0.268,147.0,7.5,1009.1,18.88
27000.0,83.7,78.8,89.6,0.268,150.0,7.8,1008.9,18.88
27000.0,85.3,78.8,93.2,0.268,154.0,7.5,1007.9,18.88
27000.0,86.7,78.8,96.8,0.268,75.0,5.7,1009.4,18.88
27000.0,86.5,78.8,95.0,0.268,58.0,6.0,1009.3,18.88
27000.0,87.3,80.6,95.0,0.268,108.0,7.5,1008.6,18.88
27000.0,86.5,80.6,96.8,0.268,112.0,7.0,1008.6,18.88
27000.0,85.8,78.8,98.1,0.268,119.0,9.4,1008.3,18.88
27000.0,85.5,80.6,95.0,0.268,158.0,6.3,1007.7,19.04
27000.0,85.6,80.6,96.8,0.268,192.0,6.8,1006.5,19.04
27000.0,86.4,80.6,95.0,0.268,196.0,6.8,1005.5,19.04
27000.0,86.7,82.4,98.6,0.268,207.0,6.5,1006.4,19.04
27000.0,85.5,78.8,93.2,0.268,120.0,6.4,1009.5,19.04
27000.0,86.7,78.8,95.0,0.268,120.0,8.2,1010.0,19.04
27000.0,86.7,78.8,96.8,0.268,115.0,6.5,1010.0,19.04
27000.0,83.7,80.6,91.4,0.268,121.0,6.5,1009.4,19.04
27000.0,83.5,78.8,87.8,0.268,156.0,6.3,1009.5,19.04
27000.0,84.9,78.8,95.0,0.268,124.0,7.1,1011.6,18.97
27000.0,85.8,80.6,93.2,0.268,144.0,7.9,1010.9,18.97
27000.0,84.6,82.4,95.0,0.268,169.0,6.2,1010.3,18.97
27000.0,84.9,75.2,95.0,0.268,200.0,4.8,1009.4,18.97
27000.0,82.2,71.6,93.2,0.268,189.0,7.0,1009.5,18.97
27000.0,83.1,78.8,91.4,0.268,203.0,4.8,1009.5,18.97
27000.0,86.2,78.8,93.2,0.268,228.0,4.7,1009.0,18.97
27000.0,81.9,75.2,89.6,0.268,239.0,5.0,1009.0,18.97
27000.0,82.8,77.0,91.4,0.268,258.0,5.2,1008.1,18.97
27000.0,87.1,80.6,95.0,0.268,199.0,6.3,1008.6,18.97
27000.0,85.5,80.6,93.2,0.268,168.0,5.8,1010.0,19.16
27000.0,86.2,80.6,93.2,0.268,127.0,7.3,1010.9,19.16
27000.0,86.4,82.4,95.0,0.268,121.0,7.2,1010.2,19.16
27000.0,88.5,80.6,96.8,0.268,106.0,6.5,1007.3,19.16
27000.0,86.4,77.0,93.2,0.268,32.0,5.9,1010.0,19.16
27000.0,87.6,82.4,93.2,0.268,147.0,7.1,1007.7,19.16
27000.0,88.0,82.4,95.0,0.268,154.0,6.6,1007.3,19.16
27000.0,87.6,82.4,95.0,0.268,146.0,4.9,1006.8,19.53
27000.0,88.3,84.2,96.8,0.268,129.0,5.6,1006.1,19.53
27000.0,87.1,84.2,93.2,0.268,143.0,6.7,1006.3,19.53
27000.0,83.8,78.8,93.2,0.268,152.0,5.2,1007.6,19.53
27000.0,85.3,78.8,93.2,0.268,181.0,4.8,1008.3,19.53
27000.0,84.0,80.6,95.0,0.268,216.0,4.0,1007.6,19.53
27000.0,88.3,78.8,95.0,0.268,198.0,4.2,1007.6,19.53
27000.0,82.4,77.0,93.2,0.268,218.0,4.8,1007.7,19.53
27000.0,80.8,77.0,86.0,0.268,293.0,5.4,1007.3,19.53
27000.0,76.6,73.4,82.4,0.268,260.0,3.5,1008.1,19.53
27000.0,81.3,75.2,86.0,0.268,241.0,5.2,1007.8,19.53
27000.0,81.3,77.0,87.8,0.268,203.0,3.7,1008.3,19.53
27000.0,84.9,78.8,91.4,0.268,195.0,3.9,1009.5,19.53
27000.0,87.6,80.6,93.2,0.268,264.0,7.8,1006.4,19.53
27000.0,85.6,82.4,93.2,0.268,240.0,6.2,1006.7,19.53
27000.0,83.1,75.2,93.2,0.268,227.0,5.7,1007.3,19.53
27000.0,86.7,78.8,95.0,0.268,254.0,5.2,1008.0,19.53
27000.0,87.8,80.6,95.0,0.268,245.0,6.8,1007.7,19.53
27000.0,82.6,75.2,91.4,0.268,235.0,10.5,1008.3,19.53
27000.0,79.0,75.2,84.2,0.268,235.0,5.7,1009.3,19.53
27000.0,82.9,77.0,89.6,0.268,237.0,6.2,1008.1,19.53
27000.0,82.4,78.8,89.6,0.268,261.0,8.5,1006.9,19.53
27000.0,82.6,77.0,89.6,0.268,272.0,8.2,1005.9,20.16
27000.0,83.8,80.6,93.2,0.268,249.0,8.9,1008.3,20.16
27000.0,81.3,77.0,89.6,0.268,250.0,5.8,1007.8,20.16
27000.0,84.7,78.8,91.4,0.268,262.0,5.9,1009.1,20.16
2700.0,84.7,77.0,95.0,0.268,276.0,4.5,1009.6,20.16
27000.0,86.4,78.8,93.2,0.268,269.0,5.5,1009.8,20.16
27000.0,84.0,77.0,89.6,0.268,241.0,9.0,1007.6,20.16
27000.0,82.4,77.0,89.6,0.268,233.0,9.1,1008.7,20.16
27000.0,82.6,77.0,89.6,0.268,243.0,7.3,1009.3,20.16
27000.0,85.5,78.8,91.4,0.268,254.0,6.0,1008.0,20.16
27000.0,84.6,78.8,93.2,0.268,226.0,7.1,1007.5,20.16
27000.0,86.7,80.6,95.0,0.268,241.0,8.6,1008.8,20.91
27000.0,86.7,80.6,95.0,0.268,226.0,6.2,1007.9,20.91
27000.0,84.9,80.6,93.2,0.268,233.0,7.1,1008.4,20.91
27000.0,86.5,80.6,95.0,0.268,225.0,7.5,1008.5,20.91
26000.0,87.6,82.4,95.0,0.268,238.0,7.6,1008.5,20.91
27000.0,80.8,77.0,87.8,0.268,228.0,4.7,1006.0,20.91
27000.0,81.7,77.0,87.8,0.268,241.0,7.1,1005.8,20.91
27000.0,81.9,77.0,93.2,0.268,233.0,7.6,1007.1,20.91
27000.0,81.1,77.0,87.8,0.268,239.0,7.0,1007.6,20.91
27000.0,82.6,77.0,87.8,0.268,212.0,7.7,1007.2,20.91
27000.0,84.7,78.8,95.0,0.268,140.0,5.4,1008.5,21.78
27000.0,84.4,77.0,93.2,0.268,139.0,4.2,1007.5,21.78
27000.0,82.4,77.0,91.4,0.268,203.0,4.6,1006.9,21.78
27000.0,80.2,77.0,89.6,0.268,261.0,5.1,1008.3,21.78
27000.0,84.6,75.2,93.2,0.268,291.0,6.0,1009.3,21.78
27000.0,79.5,71.6,91.4,0.268,266.0,7.1,1007.6,21.78
27000.0,81.0,73.4,89.6,0.268,240.0,9.4,1007.7,21.78
27000.0,81.0,73.4,86.0,0.268,245.0,8.9,1006.9,21.78
27000.0,84.2,78.8,91.4,0.268,248.0,11.7,1006.8,21.78
27000.0,81.1,77.0,91.4,0.268,250.0,11.4,1006.0,21.68
27000.0,81.7,77.0,87.8,0.268,257.0,11.3,1005.8,21.68
27000.0,79.5,77.0,89.6,0.268,242.0,9.2,1006.9,21.68
27000.0,83.7,77.0,89.6,0.268,250.0,10.1,1007.7,21.68
27000.0,83.8,78.8,89.6,0.268,249.0,12.6,1007.0,21.68
27000.0,84.9,80.6,89.6,0.268,250.0,14.2,1007.6,21.68
27000.0,83.8,80.6,91.4,0.268,253.0,12.4,1008.2,21.68
27000.0,84.0,80.6,91.4,0.268,242.0,14.0,1008.0,21.68
27000.0,84.9,80.6,91.4,0.268,248.0,12.4,1008.5,21.68
27000.0,86.5,80.6,93.2,0.268,254.0,8.7,1007.2,21.68
27000.0,83.7,78.8,95.0,0.268,219.0,7.6,1007.0,21.68
27000.0,81.9,78.8,89.6,0.268,210.0,5.8,1009.2,21.68
27000.0,82.8,77.0,87.8,0.268,214.0,4.8,1010.8,21.68
27000.0,82.8,78.8,93.2,0.268,253.0,5.5,1009.2,21.68
27000.0,83.5,77.0,95.0,0.268,312.0,4.0,1011.5,21.68
27000.0,81.5,73.4,93.2,0.268,301.0,3.7,1010.7,21.68
27000.0,82.2,73.4,93.2,0.268,244.0,3.5,1008.4,21.68
27000.0,83.5,75.2,95.0,0.268,284.0,3.8,1008.3,21.68
27000.0,81.7,75.2,91.4,0.268,164.0,3.2,1009.1,21.68
27000.0,81.7,77.0,89.6,0.268,162.0,5.7,1007.9,21.68
27000.0,80.6,75.2,87.8,0.268,205.0,5.3,1007.2,21.68
17500.0,81.3,77.0,87.8,0.268,225.0,6.4,1007.5,21.68
27000.0,80.1,77.0,87.8,0.268,182.0,5.7,1008.0,21.13
27000.0,84.0,77.0,91.4,0.268,268.0,4.0,1007.5,21.13
27000.0,81.1,73.4,91.4,0.268,248.0,3.5,1008.1,21.13
27000.0,81.9,77.0,93.2,0.268,181.0,2.6,1008.8,21.13
27000.0,83.1,77.0,91.4,0.268,191.0,4.1,1008.5,21.13
27000.0,82.2,75.2,89.6,0.268,274.0,4.3,1008.9,21.13
27000.0,82.8,77.0,91.4,0.268,272.0,4.0,1007.9,21.13
22000.0,82.0,78.8,89.6,0.268,223.0,8.7,1006.5,21.13
22000.0,80.4,77.0,89.6,0.268,220.0,9.3,1007.8,21.13
22000.0,81.3,77.0,86.0,0.268,240.0,8.0,1008.3,21.39
22000.0,80.4,77.0,89.6,0.268,257.0,7.2,1005.8,21.39
22000.0,79.9,75.2,86.0,0.268,235.0,4.1,1008.0,21.39
22000.0,82.2,77.0,87.8,0.268,208.0,5.1,1009.9,21.39
22000.0,81.9,77.0,89.6,0.268,287.0,2.5,1009.5,21.39
22000.0,81.7,77.0,91.4,0.268,172.0,2.4,1009.1,21.39
22000.0,81.3,75.2,89.6,0.268,248.0,6.4,1008.4,21.39
22000.0,80.8,77.0,89.6,0.268,199.0,4.3,1008.3,21.39
22000.0,81.3,77.0,89.6,0.268,234.0,6.0,1008.2,21.39
22000.0,82.6,77.0,89.6,0.268,298.0,4.8,1008.5,21.39
22000.0,80.6,75.2,91.4,0.268,227.0,5.9,1008.4,21.39
22000.0,85.1,75.2,91.4,0.268,122.0,4.5,1007.9,21.94
22000.0,83.8,78.8,93.2,0.268,79.0,3.6,1008.1,21.94
22000.0,83.5,78.8,91.4,0.268,259.0,3.5,1007.7,21.94
22000.0,81.9,77.0,89.6,0.268,229.0,3.5,1008.7,21.94
22000.0,81.1,77.0,89.6,0.268,305.0,3.5,1009.3,21.94
22000.0,82.0,77.0,89.6,0.268,331.0,2.7,1006.9,21.94
22000.0,81.3,75.2,89.6,0.268,232.0,3.9,1005.8,21.94
22000.0,80.2,77.0,84.2,0.268,262.0,3.5,1004.7,21.94
22000.0,80.2,75.2,86.0,0.268,274.0,5.2,1003.9,21.94
22000.0,82.8,77.0,87.8,0.268,258.0,9.1,1004.6,21.94
22000.0,79.5,75.2,86.0,0.268,253.0,8.5,1005.4,22.87
22000.0,81.9,77.0,87.8,0.268,257.0,10.5,1005.2,22.87
22000.0,83.5,78.8,89.6,0.268,260.0,10.6,1004.0,22.87
22000.0,83.8,80.6,89.6,0.268,230.0,8.5,1005.3,22.87
22000.0,82.0,77.0,93.2,0.268,268.0,5.3,1006.4,22.87
22000.0,83.8,78.8,89.6,0.268,142.0,4.3,1010.0,22.87
22000.0,84.4,78.8,91.4,0.268,150.0,5.0,1012.3,22.87
22000.0,80.2,77.0,89.6,0.268,314.0,2.9,1012.3,22.87
22000.0,82.0,77.0,89.6,0.268,89.0,4.0,1011.8,22.87
22000.0,82.6,77.0,89.6,0.268,17.0,5.5,1008.3,24.33
22000.0,79.0,75.2,84.2,0.268,323.0,5.4,1008.7,24.33
22000.0,84.4,75.2,91.4,0.268,120.0,5.8,1010.3,24.33
22000.0,83.8,78.8,95.0,0.268,112.0,5.4,1011.5,24.33
22000.0,84.7,77.0,93.2,0.268,85.0,3.9,1010.8,24.33
22000.0,85.1,77.0,93.2,0.268,81.0,3.2,1009.8,24.33
22000.0,83.8,77.0,91.4,0.268,90.0,5.2,1008.6,24.33
22000.0,82.6,77.0,89.6,0.268,22.0,2.7,1009.0,24.33
22000.0,83.5,77.0,91.4,0.268,27.0,5.7,1009.0,24.99
22000.0,79.9,77.0,87.8,0.268,20.0,3.6,1009.3,24.99
22000.0,82.6,75.2,93.2,0.268,22.0,3.9,1009.3,24.99
22000.0,82.2,75.2,89.6,0.268,69.0,4.5,1008.5,24.99
22000.0,81.9,77.0,89.6,0.268,56.0,4.2,1008.8,24.99
22000.0,82.2,77.0,93.2,0.268,17.0,2.7,1009.0,24.99
22000.0,82.0,77.0,89.6,0.268,32.0,3.1,1008.3,24.99
22000.0,83.5,77.0,91.4,0.268,322.0,3.9,1007.2,24.99
22000.0,81.3,75.2,91.4,0.268,1.0,2.0,1009.0,24.99
22000.0,84.0,75.2,93.2,0.268,33.0,2.6,1009.6,24.99
22000.0,82.0,77.0,89.6,0.268,23.0,4.4,1009.9,23.9
22000.0,82.2,75.2,89.6,0.268,20.0,5.2,1009.3,23.9
22000.0,80.4,77.0,86.0,0.268,47.0,3.7,1007.8,23.9
22000.0,78.3,77.0,84.2,0.268,77.0,5.4,1009.2,23.9
22000.0,79.9,75.2,87.8,0.268,24.0,4.8,1010.3,23.9
22000.0,79.3,71.6,87.8,0.268,3.0,3.9,1011.5,23.9
22000.0,80.1,69.8,87.8,0.268,2.0,4.5,1011.3,23.9
22000.0,79.2,71.6,87.8,0.268,354.0,3.9,1012.0,23.9
22000.0,82.6,69.8,89.6,0.268,13.0,2.9,1012.0,23.9
22000.0,80.2,77.0,87.8,0.268,12.0,3.1,1012.3,23.9
22000.0,80.8,71.6,91.4,0.268,30.0,4.3,1012.0,22.8
22000.0,81.9,73.4,89.6,0.268,43.0,4.7,1009.4,22.8
22000.0,84.0,75.2,93.2,0.268,34.0,4.3,1009.0,22.8
22000.0,83.8,78.8,89.6,0.268,40.0,2.9,1009.5,22.8
22000.0,80.1,73.4,87.8,0.268,331.0,4.8,1011.9,22.8
22000.0,82.0,73.4,91.4,0.268,126.0,4.8,1011.9,22.8
22000.0,79.9,77.0,87.8,0.268,95.0,3.9,1011.4,22.8
22000.0,81.0,77.0,89.6,0.268,30.0,3.9,1011.0,22.8
22000.0,79.0,73.4,89.6,0.268,5.0,3.7,1011.2,22.8
22000.0,81.1,75.2,91.4,0.268,345.0,3.2,1012.8,23.29
22000.0,80.2,73.4,87.8,0.268,32.0,3.2,1012.2,23.29
22000.0,81.7,75.2,89.6,0.268,16.0,4.3,1012.3,23.29
22000.0,82.2,75.2,91.4,0.268,48.0,7.2,1013.4,23.29
22000.0,81.3,73.4,91.4,0.268,38.0,5.9,1013.3,23.29
22000.0,81.0,75.2,89.6,0.268,40.0,4.0,1011.5,23.29
22000.0,82.2,75.2,89.6,0.268,94.0,4.0,1011.4,23.29
22000.0,81.5,75.2,87.8,0.268,54.0,2.9,1011.8,23.29
22000.0,82.4,78.8,91.4,0.268,34.0,3.7,1012.3,23.29
22000.0,81.3,75.2,93.2,0.268,98.0,5.0,1012.5,23.87
22000.0,80.2,71.6,91.4,0.268,66.0,4.6,1013.2,23.87
22000.0,81.3,75.2,89.6,0.268,112.0,3.7,1012.4,23.87
22000.0,81.5,73.4,91.4,0.268,71.0,3.7,1011.6,23.87
22000.0,84.4,78.8,93.2,0.268,146.0,9.1,1008.7,25.32
22000.0,81.7,77.0,93.2,0.268,149.0,5.1,1010.5,26.28
22000.0,81.7,75.2,91.4,0.268,359.0,3.5,1012.3,26.28
22000.0,85.3,77.0,95.0,0.268,96.0,6.1,1009.5,26.83
22000.0,84.7,78.8,95.0,0.268,113.0,7.4,1009.6,26.83
22000.0,85.3,77.0,96.8,0.268,111.0,5.3,1009.3,26.83
22000.0,82.9,77.0,93.2,0.268,96.0,6.8,1009.0,26.83
22000.0,81.7,77.0,87.8,0.268,148.0,5.0,1008.8,26.83
22000.0,84.0,77.0,93.2,0.268,282.0,4.7,1007.5,29.82
22000.0,85.1,80.6,95.0,0.268,137.0,8.3,1007.9,29.82
22000.0,85.5,80.6,95.0,0.268,147.0,8.1,1007.4,29.82
22000.0,85.1,78.8,93.2,0.268,148.0,7.0,1007.2,29.82
22000.0,84.9,78.8,93.2,0.268,157.0,6.5,1007.4,29.82
22000.0,84.9,80.6,93.2,0.268,139.0,8.8,1009.5,29.82
22000.0,82.8,78.8,91.4,0.268,127.0,7.6,1010.2,29.82
22000.0,85.3,77.0,95.0,0.268,135.0,6.2,1009.6,29.82
22000.0,86.2,80.6,95.0,0.268,146.0,8.0,1009.2,29.82
22000.0,84.0,75.2,93.2,0.268,307.0,6.1,1008.2,29.82
22000.0,82.8,77.0,91.4,0.268,206.0,4.3,1008.0,29.82
22000.0,82.0,75.2,93.2,0.268,11.0,4.8,1011.9,28.15
22000.0,84.0,77.0,93.2,0.268,295.0,3.7,1010.9,28.15
22000.0,83.8,77.0,91.4,0.268,1.0,4.5,1010.0,28.15
22000.0,85.3,77.0,93.2,0.268,302.0,5.5,1009.6,28.15
22000.0,85.3,78.8,91.4,0.268,174.0,6.4,1007.8,27.31
22000.0,86.4,80.6,95.0,0.268,218.0,6.5,1006.5,27.31
22000.0,85.6,80.6,95.0,0.268,221.0,6.5,1006.5,27.31
22000.0,85.8,82.4,91.4,0.268,131.0,8.4,1008.9,27.31
22000.0,85.8,78.8,93.2,0.268,134.0,5.2,1009.7,27.31
22000.0,85.5,78.8,95.0,0.268,100.0,5.7,1009.3,27.31
22000.0,86.7,80.6,95.0,0.268,125.0,8.6,1008.7,27.99
22000.0,87.1,80.6,95.0,0.268,137.0,8.6,1009.2,27.99
22000.0,87.3,82.4,93.2,0.268,156.0,7.4,1007.2,27.99
40000.0,86.5,78.8,95.0,0.268,172.0,5.8,1007.2,27.99
40000.0,89.1,80.6,96.8,0.268,52.0,4.3,1006.6,27.99
40000.0,87.6,84.2,95.0,0.268,154.0,8.0,1007.0,27.99
40000.0,78.4,73.4,84.2,0.268,254.0,4.8,1007.5,27.99
35000.0,80.4,77.0,91.4,0.268,341.0,4.7,1009.0,28.43
35000.0,82.8,75.2,89.6,0.268,119.0,5.2,1007.4,28.43
35000.0,85.8,77.0,93.2,0.268,109.0,6.3,1007.1,28.43
35000.0,86.5,80.6,95.0,0.268,128.0,9.7,1007.8,28.43
35000.0,85.5,80.6,95.0,0.268,122.0,6.8,1008.0,28.43
35000.0,86.4,80.6,95.0,0.268,159.0,5.5,1007.8,29.98
35000.0,83.5,80.6,89.6,0.268,221.0,4.8,1008.4,29.98
35000.0,84.0,77.0,91.4,0.268,209.0,5.2,1008.9,29.98
35000.0,81.0,78.8,86.0,0.268,164.0,3.9,1009.5,29.98
35000.0,81.7,77.0,91.4,0.268,242.0,3.2,1010.0,29.98
40000.0,82.8,73.4,91.4,0.268,283.0,7.6,1006.5,30.65
40000.0,86.5,78.8,93.2,0.74,230.0,5.0,1005.5,30.65
40000.0,85.5,78.8,95.0,0.228,265.0,7.8,1006.7,31.57
40000.0,86.5,80.6,93.2,0.185,280.0,5.4,1006.9,31.57
40000.0,88.0,80.6,95.0,0.272,312.0,4.8,1007.3,31.57
40000.0,86.7,75.2,96.8,0.106,286.0,4.8,1006.8,31.57
40000.0,85.8,78.8,93.2,0.543,287.0,4.8,1007.5,31.57
40000.0,84.7,77.0,91.4,0.118,212.0,4.6,1008.1,32.37
40000.0,86.5,78.8,93.2,0.15,206.0,5.3,1008.0,32.37
40000.0,86.4,78.8,93.2,0.402,204.0,3.7,1009.2,32.37
40000.0,84.7,80.6,91.4,0.37,217.0,3.9,1009.0,32.37
40000.0,83.1,77.0,93.2,0.22,206.0,4.5,1006.3,32.37
40000.0,80.4,77.0,91.4,0.453,209.0,4.7,1008.8,32.87
40000.0,81.1,75.2,89.6,0.291,200.0,4.7,1007.6,32.87
40000.0,84.6,78.8,93.2,0.114,248.0,4.2,1008.0,32.87
35000.0,81.3,77.0,89.6,0.563,261.0,6.4,1006.9,32.76
35000.0,81.3,77.0,87.8,0.335,266.0,10.3,1004.1,29.67
35000.0,81.9,77.0,87.8,0.15,258.0,8.1,1004.8,29.67
35000.0,81.7,77.0,89.6,0.339,256.0,7.1,1006.2,29.67
35000.0,83.7,78.8,91.4,0.449,261.0,6.7,1007.0,29.67
35000.0,81.0,77.0,89.6,0.496,258.0,6.1,1006.0,29.67
35000.0,78.4,77.0,86.0,0.976,190.0,5.3,1006.9,29.67
35000.0,78.1,77.0,84.2,0.752,169.0,4.2,1009.5,26.07
35000.0,84.2,75.2,95.0,0.0,46.0,4.1,1009.9,26.07
35000.0,85.6,78.8,95.0,0.354,121.0,6.1,1007.5,26.07
