date,price
2019-04-09,48000
2019-04-10,48000
2019-04-11,48000
2019-04-12,48000
2019-04-16,48000
2019-04-17,48000
2019-04-18,40000
2019-04-19,40000
2019-04-22,36000
2019-04-24,36000
2019-04-25,36000
2019-04-26,36000
2019-05-02,36000
2019-05-03,36000
2019-05-04,36000
2019-05-09,36000
2019-05-10,36000
2019-05-13,30000
2019-05-14,30000
2019-05-15,30000
2019-05-17,30000
2019-05-20,30000
2019-05-21,30000
2019-05-22,30000
2019-05-31,30000
2019-06-03,30000
2019-06-04,30000
2019-06-05,30000
2019-06-06,30000
2019-06-07,32000
2019-06-10,32000
2019-06-12,32000
2019-06-14,32000
2019-06-17,32000
2019-06-18,32000
2019-06-19,32000
2019-06-20,32000
2019-06-21,32000
2019-06-24,32000
2019-06-25,32000
2019-06-26,32000
2019-06-27,32000
2019-07-02,42000
2019-07-03,42000
2019-07-04,42000
2019-07-05,42000
2019-07-08,42000
2019-07-10,42000
2019-07-11,42000
2019-07-12,42000
2019-07-15,42000
2019-07-17,42000
2019-07-18,42000
2019-07-19,42000
2019-07-22,42000
2019-07-23,42000
2019-07-24,42000
2019-07-25,42000
2019-07-26,42000
2019-07-29,42000
2019-07-30,42000
2019-07-31,42000
2019-08-01,42000
2019-08-02,42000
2019-08-05,42000
2019-08-06,42000
2019-08-07,42000
2019-08-08,42000
2019-08-09,42000
2019-08-12,42000
2019-08-13,42000
2019-08-14,42000
2019-08-15,42000
2019-08-16,42000
2019-08-19,40000
2019-08-20,40000
2019-08-22,40000
2019-08-23,40000
2019-09-11,40000
2019-09-12,40000
2019-09-13,40000
2019-09-16,40000
2019-09-17,40000
2019-09-18,40000
2019-09-19,40000
2019-09-20,40000
2019-09-23,40000
2019-09-24,40000
2019-09-25,40000
2019-09-26,40000
2019-09-27,40000
2019-10-01,40000
2019-10-02,40000
2019-10-07,40000
2019-10-08,40000
2019-10-10,45000
2019-10-11,45000
2019-10-14,45000
2019-10-15,40000
2019-10-16,40000
2019-10-17,40000
2019-10-21,40000
2019-10-22,40000
2019-10-24,40000
2019-10-28,40000
2019-10-29,40000
2019-10-30,40000
2019-10-31,40000
2019-11-05,40000
2019-11-06,40000
2019-11-07,40000
2019-11-08,40000
2019-11-19,40000
2019-11-22,40000
2019-11-25,40000
2019-12-13,30000
2019-12-16,30000
2019-12-17,30000
2019-12-18,30000
2019-12-19,30000
2019-12-20,30000
2019-12-21,30000
2019-12-25,30000
2019-12-26,30000
2020-01-09,35000
2020-01-15,40000
2020-01-20,40000
2020-01-31,32000
2020-02-03,32000
2020-02-04,32000
2020-02-05,25000
2020-02-06,25000
2020-02-07,25000
2020-02-10,25000
2020-02-11,25000
2020-02-12,25000
2020-02-13,25000
2020-02-14,25000
2020-02-17,25000
2020-02-18,22000
2020-02-19,22000
2020-02-20,22000
2020-02-21,22000
2020-02-24,22000
2020-02-25,25000
2020-02-26,25000
2020-02-27,25000
2020-02-28,25000
2020-03-02,25000
2020-03-03,25000
2020-03-04,25000
2020-03-05,25000
2020-03-09,25000
2020-03-10,25000
2020-03-11,25000
2020-03-12,25000
2020-03-13,25000
2020-03-16,25000
2020-03-17,25000
2020-03-18,25000
2020-03-19,25000
2020-03-20,25000
2020-03-23,25000
2020-03-24,25000
2020-03-25,25000
2020-03-26,22000
2020-03-27,22000
2020-03-30,20000
2020-03-31,20000
2020-04-01,20000
2020-04-02,20000
2020-04-03,12000
2020-04-06,10000
2020-04-07,10000
2020-04-08,10000
2020-04-09,18000
2020-04-10,18000
2020-04-13,18000
2020-04-14,18000
2020-04-15,18000
2020-04-16,18000
2020-04-17,18000
2020-04-20,16000
2020-04-21,16000
2020-04-22,16000
2020-04-23,16000
2020-04-24,16000
2020-04-27,18000
2020-04-28,18000
2020-04-29,18000
2020-05-04,22000
2020-05-05,22000
2020-05-06,22000
2020-05-07,18000
2020-05-08,18000
2020-05-11,18000
2020-05-12,18000
2020-05-13,20000
2020-05-14,20000
2020-05-15,25000
2020-05-18,25000
2020-05-19,25000
2020-05-20,25000
2020-05-21,25000
2020-05-22,25000
2020-05-25,25000
2020-05-26,25000
2020-05-27,25000
2020-05-28,28000
2020-05-29,28000
2020-06-01,28000
2020-06-02,28000
2020-06-03,28000
2020-06-04,28000
2020-06-05,28000
2020-06-08,28000
2020-06-09,28000
2020-06-10,28000
2020-06-11,28000
2020-06-12,28000
2020-06-15,20000
2020-06-16,20000
2020-06-17,20000
2020-06-18,20000
2020-06-19,20000
2020-06-22,25000
2020-06-23,25000
2020-06-24,25000
2020-06-25,25000
2020-06-26,25000
2020-06-29,25000
2020-06-30,25000
2020-07-01,25000
2020-07-02,25000
2020-07-03,25000
2020-07-06,25000
2020-07-07,25000
2020-07-08,25000
2020-07-09,25000
2020-07-10,25000
2020-07-13,25000
2020-07-14,25000
2020-07-17,25000
2020-07-20,25000
2020-07-21,25000
2020-07-22,25000
2020-07-23,25000
2020-07-24,25000
2020-07-27,25000
2020-07-28,25000
2020-08-10,27000
2020-08-11,25000
2020-08-12,27000
2020-08-13,27000
2020-08-14,27000
2020-08-17,27000
2020-08-18,27000
2020-08-19,27000
2020-08-21,27000
2020-08-24,27000
2020-08-25,27000
2020-08-26,27000
2020-08-27,27000
2020-08-31,32000
2020-09-01,32000
2020-09-03,32000
2020-09-07,32000
2020-09-08,32000
2020-09-10,32000
