date,price,tavg,tmin,tmax,prcp,wdir,wspd,pres
2023-11-02,35000,82.8,77.0,89.6,0.516,306.0,3.8,1010.5
2023-11-03,35000,82.0,77.0,91.4,0.244,327.0,3.5,1009.4
2023-11-06,35000,83.5,75.2,93.2,0.079,77.0,5.6,1010.7
2023-11-07,35000,82.8,78.8,89.6,0.075,0.0,4.2,1010.5
2023-11-08,35000,84.6,77.0,91.4,0.126,79.0,5.0,1009.9
2023-11-10,35000,83.7,78.8,89.6,0.429,38.0,4.7,1011.7
2023-11-13,35000,85.3,78.8,95.0,0.118,22.0,4.0,1011.2
2023-11-14,35000,84.0,78.8,93.2,0.213,40.0,3.9,1011.7
2023-11-15,35000,82.2,77.0,87.8,0.146,34.0,5.0,1012.3
2023-11-17,35000,82.8,78.8,89.6,0.197,21.0,5.6,1013.1
2023-11-20,35000,82.4,75.2,89.6,0.0,28.0,4.8,1011.3
2023-11-21,35000,84.2,78.8,91.4,0.0,3.0,3.9,1010.0
2023-11-22,30000,82.6,75.2,89.6,0.0,326.0,3.5,1009.2
2023-11-23,30000,81.5,78.8,87.8,0.012,296.0,4.1,1009.3
2023-11-24,30000,80.2,77.0,84.2,0.028,26.0,4.0,1010.0
2023-11-27,35000,83.3,77.0,91.4,0.0,45.0,6.7,1010.0
2023-11-28,35000,82.6,75.2,91.4,0.004,15.0,4.9,1010.0
2023-11-30,35000,85.5,78.8,91.4,0.13,109.0,4.2,1010.4
2023-12-01,35000,85.3,78.8,95.0,0.0,64.0,4.3,1009.8
2023-12-04,35000,84.2,77.0,93.2,0.028,92.0,4.3,1010.8
2023-12-06,35000,84.0,78.8,89.6,0.004,105.0,4.7,1011.0
2023-12-07,35000,83.7,77.0,89.6,0.008,102.0,4.1,1010.8
2023-12-08,35000,82.0,78.8,89.6,0.0,51.0,3.2,1011.3
2023-12-13,35000,85.1,77.0,93.2,0.193,93.0,4.4,1011.0
2023-12-18,35000,84.2,75.2,93.2,0.224,40.0,4.5,1011.8
2023-12-20,35000,84.0,77.0,93.2,0.028,43.0,7.1,1010.9
2023-12-22,35000,82.6,75.2,95.0,0.031,40.0,8.5,1012.5
2024-01-05,35000,81.9,75.2,87.8,0.0,341.0,3.2,1012.1
2024-01-08,35000,83.5,78.8,89.6,0.0,87.0,3.1,1012.0
2024-01-09,35000,83.8,78.8,93.2,0.0,93.0,4.5,1011.3
2024-01-11,35000,83.3,75.2,93.2,0.0,102.0,4.9,1011.2
2024-01-12,35000,81.5,73.4,89.6,0.0,131.0,4.9,1011.0
2024-01-15,35000,82.0,73.4,93.2,0.0,47.0,4.2,1011.5
2024-01-16,35000,82.9,75.2,91.4,0.0,63.0,3.9,1011.3
2024-01-19,35000,83.5,75.2,93.2,0.0,123.0,4.7,1010.9
2024-01-22,35000,84.7,77.0,95.0,0.0,118.0,6.8,1012.5
2024-01-23,35000,83.8,75.2,95.0,0.0,101.0,5.2,1013.4
2024-01-24,35000,83.7,75.2,95.0,0.0,154.0,5.5,1013.7
2024-02-19,35000,84.6,78.8,93.2,0.0,143.0,8.8,1012.3
2024-02-20,35000,84.0,78.8,93.2,0.0,156.0,7.6,1011.9
2024-02-26,35000,86.7,77.0,96.8,0.0,104.0,7.0,1011.7
2024-02-28,35000,85.6,77.0,95.0,0.0,116.0,8.5,1010.2
2024-02-29,35000,85.8,77.0,96.8,0.0,120.0,9.1,1010.7
2024-03-04,35000,84.4,78.8,93.2,0.0,149.0,9.4,1010.6
2024-03-05,35000,83.8,75.4,94.1,0.0,77.0,4.1,1010.0
2024-03-06,35000,84.9,75.9,95.7,0.0,147.0,3.4,1009.0
2024-03-11,35000,83.3,75.0,94.1,,69.0,6.0,1013.1
2024-03-12,35000,83.3,74.3,94.1,,69.0,6.1,1012.9
