date,price,RON 95-III
1/28/2021,31500,17.27
1/29/2021,31300,17.27
1/30/2021,31400,17.27
1/31/2021,31400,17.27
2/1/2021,31400,17.27
2/2/2021,31700,17.27
2/3/2021,31300,17.27
2/4/2021,31300,17.27
2/5/2021,31700,17.27
2/6/2021,31700,17.27
2/7/2021,31700,17.27
2/8/2021,31700,17.27
2/9/2021,31600,17.27
2/10/2021,31800,17.27
2/11/2021,31300,17.27
2/12/2021,31700,17.27
2/13/2021,31800,17.27
2/14/2021,31800,17.27
2/15/2021,31800,17.27
2/16/2021,31600,17.27
2/17/2021,31600,17.27
2/18/2021,31800,17.27
2/19/2021,31900,17.27
2/20/2021,31700,17.27
2/21/2021,31700,17.27
2/22/2021,31700,17.27
2/23/2021,32500,17.27
2/24/2021,32900,17.27
2/25/2021,32900,18.08
2/26/2021,33100,18.08
2/27/2021,32900,18.08
2/28/2021,32900,18.08
3/1/2021,32900,18.08
3/2/2021,32800,18.08
3/3/2021,32700,18.08
3/4/2021,32050,18.08
3/5/2021,32500,18.08
3/6/2021,32400,18.08
3/7/2021,32400,18.08
3/8/2021,32400,18.08
3/9/2021,32100,18.08
3/10/2021,32700,18.08
3/11/2021,32800,18.08
3/12/2021,32900,18.88
3/13/2021,32600,18.88
3/14/2021,32600,18.88
3/15/2021,32700,18.88
3/16/2021,32500,18.88
3/17/2021,32900,18.88
3/18/2021,33000,18.88
3/19/2021,32500,18.88
3/20/2021,32400,18.88
3/21/2021,32400,18.88
3/22/2021,32500,18.88
3/23/2021,37250,18.88
3/24/2021,32400,18.88
3/25/2021,32200,18.88
3/26/2021,32200,18.88
3/27/2021,32200,19.04
3/28/2021,32700,19.04
3/29/2021,32700,19.04
3/30/2021,32300,19.04
3/31/2021,31900,19.04
4/1/2021,32100,19.04
4/2/2021,32000,19.04
4/3/2021,32000,19.04
4/4/2021,32000,19.04
4/5/2021,32100,19.04
4/6/2021,32100,19.04
4/7/2021,32200,19.04
4/8/2021,32100,19.04
4/9/2021,32500,19.04
4/10/2021,32400,19.04
4/11/2021,32400,19.04
4/12/2021,32400,18.97
4/13/2021,32500,18.97
4/14/2021,32500,18.97
4/15/2021,32900,18.97
4/16/2021,32800,18.97
4/17/2021,32600,18.97
4/18/2021,32600,18.97
4/19/2021,32600,18.97
4/20/2021,32700,18.97
4/21/2021,33000,18.97
4/22/2021,32900,18.97
4/23/2021,32900,18.97
4/24/2021,33000,18.97
4/25/2021,33000,18.97
4/26/2021,33000,18.97
4/27/2021,33300,19.16
4/28/2021,33500,19.16
4/29/2021,33500,19.16
4/30/2021,33200,19.16
5/1/2021,33300,19.16
5/2/2021,33300,19.16
5/3/2021,33400,19.16
5/4/2021,33200,19.16
5/5/2021,33500,19.16
5/6/2021,34200,19.16
5/7/2021,34300,19.16
5/8/2021,34100,19.16
5/9/2021,34100,19.16
5/10/2021,34000,19.16
5/11/2021,33600,19.16
5/12/2021,33900,19.53
5/13/2021,33500,19.53
5/14/2021,33200,19.53
5/15/2021,32500,19.53
