,price,tavg,tmin,tmax,prcp,wdir,wspd,pres,area,productivity,quantity,RON 95-III
2022-03-24,12000,30.11111111111111,27.0,35.0,0.268,146.0,8.0,1009.2,229.8,73.4,1685.9,29.82
2022-03-25,12000,30.27777777777778,27.0,35.0,0.268,146.0,9.4,1009.8,229.8,73.4,1685.9,29.82
2022-03-30,12000,28.88888888888889,24.0,34.0,0.268,307.0,6.1,1008.2,229.8,73.4,1685.9,29.82
2022-03-31,12000,28.22222222222222,25.0,33.0,0.268,206.0,4.3,1008.0,229.8,73.4,1685.9,29.82
2022-04-05,12000,27.77777777777778,24.0,34.0,0.268,11.0,4.8,1011.9,229.8,73.4,1685.9,28.15
2022-04-06,12000,28.88888888888889,25.0,34.0,0.268,295.0,3.7,1010.9,229.8,73.4,1685.9,28.15
2022-04-07,12000,28.77777777777778,25.0,33.0,0.268,1.0,4.5,1010.0,229.8,73.4,1685.9,28.15
2022-04-08,12000,29.61111111111111,25.0,34.0,0.268,302.0,5.5,1009.6,229.8,73.4,1685.9,28.15
2022-04-12,12000,29.61111111111111,26.0,33.0,0.268,174.0,6.4,1007.8,229.8,73.4,1685.9,27.31
2022-04-13,12000,30.22222222222222,27.0,35.0,0.268,218.0,6.5,1006.5,229.8,73.4,1685.9,27.31
2022-04-14,12000,29.77777777777778,27.0,35.0,0.268,221.0,6.5,1006.5,229.8,73.4,1685.9,27.31
2022-04-18,12000,29.88888888888889,28.000000000000004,33.0,0.268,131.0,8.4,1008.9,229.8,73.4,1685.9,27.31
2022-04-19,12000,29.88888888888889,26.0,34.0,0.268,134.0,5.2,1009.7,229.8,73.4,1685.9,27.31
2022-04-20,12000,29.72222222222222,26.0,35.0,0.268,100.0,5.7,1009.3,229.8,73.4,1685.9,27.31
2022-04-21,12500,30.38888888888889,27.0,35.0,0.268,125.0,8.6,1008.7,229.8,73.4,1685.9,27.99
2022-04-22,12500,30.61111111111111,27.0,35.0,0.268,137.0,8.6,1009.2,229.8,73.4,1685.9,27.99
2022-04-25,12500,30.72222222222222,28.000000000000004,34.0,0.268,156.0,7.4,1007.2,229.8,73.4,1685.9,27.99
2022-04-26,12500,30.27777777777778,26.0,35.0,0.268,172.0,5.8,1007.2,229.8,73.4,1685.9,27.99
2022-04-27,12500,31.72222222222222,27.0,36.0,0.268,52.0,4.3,1006.6,229.8,73.4,1685.9,27.99
2022-04-28,12500,30.88888888888889,29.0,35.0,0.268,154.0,8.0,1007.0,229.8,73.4,1685.9,27.99
2022-04-29,12500,25.777777777777786,23.000000000000004,29.0,0.268,254.0,4.8,1007.5,229.8,73.4,1685.9,27.99
2022-05-04,12500,26.888888888888893,25.0,33.0,0.268,341.0,4.7,1009.0,229.8,73.4,1685.9,28.43
2022-05-05,12500,28.22222222222222,24.0,32.0,0.268,119.0,5.2,1007.4,229.8,73.4,1685.9,28.43
2022-05-06,12500,29.88888888888889,25.0,34.0,0.268,109.0,6.3,1007.1,229.8,73.4,1685.9,28.43
2022-05-09,12500,30.27777777777778,27.0,35.0,0.268,128.0,9.7,1007.8,229.8,73.4,1685.9,28.43
2022-05-10,12500,29.72222222222222,27.0,35.0,0.268,122.0,6.8,1008.0,229.8,73.4,1685.9,28.43
2022-05-11,12500,30.22222222222222,27.0,35.0,0.268,159.0,5.5,1007.8,229.8,73.4,1685.9,29.98
2022-05-12,12500,29.38888888888889,26.0,34.0,0.268,236.0,6.0,1007.5,229.8,73.4,1685.9,29.98
2022-05-16,12500,28.61111111111111,27.0,32.0,0.268,221.0,4.8,1008.4,229.8,73.4,1685.9,29.98
2022-05-17,12500,28.88888888888889,25.0,33.0,0.268,209.0,5.2,1008.9,229.8,73.4,1685.9,29.98
2022-05-18,12500,27.22222222222222,26.0,30.0,0.268,164.0,3.9,1009.5,229.8,73.4,1685.9,29.98
2022-05-19,12500,27.61111111111111,25.0,33.0,0.268,242.0,3.2,1010.0,229.8,73.4,1685.9,29.98
2022-05-26,12500,28.22222222222222,23.000000000000004,33.0,0.268,283.0,7.6,1006.5,229.8,73.4,1685.9,30.65
2022-05-31,12500,30.27777777777778,26.0,34.0,0.74,230.0,5.0,1005.5,229.8,73.4,1685.9,30.65
2022-06-01,12500,29.27777777777778,28.000000000000004,33.0,0.587,203.0,5.3,1006.4,229.8,73.4,1685.9,31.57
2022-06-03,12500,27.61111111111111,25.0,33.0,0.752,220.0,5.0,1008.2,229.8,73.4,1685.9,31.57
2022-06-06,12500,29.72222222222222,26.0,35.0,0.228,265.0,7.8,1006.7,229.8,73.4,1685.9,31.57
2022-06-07,12500,30.27777777777778,27.0,34.0,0.185,280.0,5.4,1006.9,229.8,73.4,1685.9,31.57
2022-06-08,12500,31.11111111111111,27.0,35.0,0.272,312.0,4.8,1007.3,229.8,73.4,1685.9,31.57
2022-06-09,12500,30.38888888888889,24.0,36.0,0.106,286.0,4.8,1006.8,229.8,73.4,1685.9,31.57
2022-06-10,12500,29.88888888888889,26.0,34.0,0.543,287.0,4.8,1007.5,229.8,73.4,1685.9,31.57
2022-06-13,12500,29.27777777777778,25.0,33.0,0.118,212.0,4.6,1008.1,229.8,73.4,1685.9,32.37
2022-06-14,12500,30.27777777777778,26.0,34.0,0.15,206.0,5.3,1008.0,229.8,73.4,1685.9,32.37
2022-06-16,12500,30.22222222222222,26.0,34.0,0.402,204.0,3.7,1009.2,229.8,73.4,1685.9,32.37
2022-06-17,12500,29.27777777777778,27.0,33.0,0.37,217.0,3.9,1009.0,229.8,73.4,1685.9,32.37
2022-06-20,12500,28.38888888888889,25.0,34.0,0.22,206.0,4.5,1006.3,229.8,73.4,1685.9,32.37
2022-06-21,12500,28.000000000000004,25.0,34.0,0.925,222.0,5.3,1006.3,229.8,73.4,1685.9,32.87
2022-06-23,12500,26.888888888888893,25.0,33.0,0.453,209.0,4.7,1008.8,229.8,73.4,1685.9,32.87
2022-06-24,12500,27.27777777777777,24.0,32.0,0.291,200.0,4.7,1007.6,229.8,73.4,1685.9,32.87
2022-06-27,12500,29.22222222222222,26.0,34.0,0.114,248.0,4.2,1008.0,229.8,73.4,1685.9,32.87
2022-07-08,12500,27.38888888888889,25.0,32.0,0.563,261.0,6.4,1006.9,229.8,73.4,1685.9,32.76
2022-07-13,12500,27.38888888888889,25.0,31.0,0.335,266.0,10.3,1004.1,229.8,73.4,1685.9,29.67
2022-07-14,12500,27.722222222222225,25.0,31.0,0.15,258.0,8.1,1004.8,229.8,73.4,1685.9,29.67
2022-07-15,12500,27.61111111111111,25.0,32.0,0.339,256.0,7.1,1006.2,229.8,73.4,1685.9,29.67
2022-07-18,12000,28.72222222222222,26.0,33.0,0.449,261.0,6.7,1007.0,229.8,73.4,1685.9,29.67
2022-07-19,12000,27.22222222222222,25.0,32.0,0.496,258.0,6.1,1006.0,229.8,73.4,1685.9,29.67
2022-07-20,12000,25.777777777777786,25.0,30.0,0.976,190.0,5.3,1006.9,229.8,73.4,1685.9,29.67
2022-07-21,12000,25.611111111111107,25.0,29.0,0.752,169.0,4.2,1009.5,229.8,73.4,1685.9,26.07
2022-07-22,12000,29.0,24.0,35.0,0.0,46.0,4.1,1009.9,229.8,73.4,1685.9,26.07
2022-07-25,12000,29.77777777777778,26.0,35.0,0.354,121.0,6.1,1007.5,229.8,73.4,1685.9,26.07
2022-07-26,12000,27.88888888888889,25.0,32.0,0.079,119.0,4.3,1008.0,229.8,73.4,1685.9,26.07
2022-07-27,12000,28.38888888888889,25.0,32.0,0.193,194.0,4.2,1007.5,229.8,73.4,1685.9,26.07
2022-07-28,12000,28.22222222222222,25.0,33.0,0.138,260.0,3.9,1007.5,229.8,73.4,1685.9,26.07
2022-07-29,12500,29.72222222222222,25.0,35.0,0.035,251.0,5.8,1006.8,229.8,73.4,1685.9,26.07
2022-08-01,12500,27.77777777777778,25.0,33.0,0.72,199.0,5.2,1006.3,229.8,73.4,1685.9,25.6
2022-08-02,12500,28.277777777777786,26.0,32.0,0.547,237.0,5.4,1007.3,229.8,73.4,1685.9,25.6
2022-08-03,12500,27.88888888888889,26.0,33.0,0.819,270.0,5.8,1008.4,229.8,73.4,1685.9,25.6
2022-08-04,12500,27.27777777777777,25.0,31.0,0.256,271.0,4.4,1008.2,229.8,73.4,1685.9,25.6
2022-08-05,12500,28.111111111111107,25.0,32.0,0.823,292.0,5.8,1007.6,229.8,73.4,1685.9,25.6
2022-08-08,12500,26.5,24.0,30.0,0.74,262.0,8.4,1006.6,229.8,73.4,1685.9,25.6
2022-08-09,12500,27.77777777777778,25.0,32.0,0.543,267.0,9.2,1006.0,229.8,73.4,1685.9,25.6
2022-08-10,12500,28.72222222222222,26.0,32.0,0.268,253.0,12.1,1005.9,229.8,73.4,1685.9,25.6
2022-08-11,12500,25.88888888888889,25.0,30.0,0.185,235.0,8.1,1007.6,229.8,73.4,1685.9,24.66
2022-08-12,12500,28.38888888888889,24.0,33.0,0.272,203.0,4.9,1008.2,229.8,73.4,1685.9,24.66
2022-08-15,12500,26.77777777777778,23.000000000000004,32.0,0.307,224.0,6.5,1007.8,229.8,73.4,1685.9,24.66
2022-08-16,12500,27.0,25.0,32.0,0.276,218.0,4.8,1007.8,229.8,73.4,1685.9,24.66
2022-08-17,12500,27.88888888888889,26.0,32.0,0.169,232.0,6.1,1008.1,229.8,73.4,1685.9,24.66
2022-08-18,12500,29.11111111111111,26.0,33.0,0.354,256.0,6.5,1007.5,229.8,73.4,1685.9,24.66
2022-08-22,12500,29.11111111111111,26.0,35.0,0.067,237.0,6.2,1007.5,229.8,73.4,1685.9,24.66
2022-08-23,12500,29.0,25.0,33.0,0.28,253.0,6.4,1007.3,229.8,73.4,1685.9,24.66
2022-08-24,12500,28.277777777777786,25.0,33.0,0.22,259.0,5.0,1006.5,229.8,73.4,1685.9,24.66
2022-08-31,12500,28.111111111111107,24.77777777777777,33.0,0.437,192.0,4.7,1007.8,229.8,73.4,1685.9,24.66
2022-09-07,12500,26.27777777777778,25.0,29.0,0.457,263.0,4.7,1008.7,229.8,73.4,1685.9,24.23
2022-09-08,12500,27.38888888888889,25.0,31.0,0.598,239.0,8.7,1010.2,229.8,73.4,1685.9,24.23
2022-09-09,12500,29.61111111111111,25.0,34.0,0.134,243.0,4.8,1009.8,229.8,73.4,1685.9,24.23
2022-09-12,12500,27.11111111111111,25.0,33.0,0.256,126.0,3.6,1008.5,229.8,73.4,1685.9,23.21
2022-09-13,12500,28.77777777777778,25.0,33.0,0.374,190.0,4.3,1009.2,229.8,73.4,1685.9,23.21
2022-09-14,12500,27.88888888888889,25.0,32.0,0.374,241.0,8.5,1010.3,229.8,73.4,1685.9,23.21
2022-09-16,12500,28.22222222222222,25.0,32.0,0.37,252.0,7.3,1007.5,229.8,73.4,1685.9,23.21
2022-09-19,12500,27.5,24.0,32.0,0.642,276.0,5.1,1008.5,229.8,73.4,1685.9,23.21
2022-09-20,12500,27.77777777777778,25.0,31.0,0.492,269.0,5.8,1007.4,229.8,73.4,1685.9,23.21
2022-09-21,12500,28.61111111111111,25.0,33.0,0.327,238.0,6.6,1006.8,229.8,73.4,1685.9,22.58
2022-09-22,12500,27.77777777777778,26.0,32.0,0.315,229.0,8.1,1007.8,229.8,73.4,1685.9,22.58
2022-09-23,12500,28.22222222222222,25.0,33.0,0.106,241.0,5.8,1008.2,229.8,73.4,1685.9,22.58
2022-09-26,12000,25.777777777777786,24.0,31.0,0.752,318.0,5.3,1008.3,229.8,73.4,1685.9,22.58
2022-09-27,12000,26.5,23.000000000000004,30.0,0.508,288.0,6.8,1005.7,229.8,73.4,1685.9,22.58
2022-09-28,12000,26.611111111111114,25.0,31.0,0.492,249.0,12.7,1002.9,229.8,73.4,1685.9,22.58
2022-09-29,12000,26.27777777777778,24.0,30.0,0.106,217.0,8.6,1005.6,229.8,73.4,1685.9,22.58
2022-10-03,12000,28.38888888888889,25.0,32.0,0.146,125.0,6.5,1008.2,229.8,73.4,1685.9,21.44
2022-10-04,12000,28.38888888888889,25.0,32.0,0.047,76.0,6.1,1009.1,229.8,73.4,1685.9,21.44
2022-10-05,12000,28.61111111111111,25.0,33.0,1.248,127.0,6.4,1009.6,229.8,73.4,1685.9,21.44
2022-10-06,12000,27.27777777777777,25.0,31.0,0.134,132.0,5.2,1010.4,229.8,73.4,1685.9,21.44
2022-10-07,12000,28.277777777777786,25.0,34.0,0.409,74.0,3.9,1009.5,229.8,73.4,1685.9,21.44
2022-10-10,12000,27.0,24.0,32.0,0.425,17.0,4.2,1011.0,229.8,73.4,1685.9,21.44
2022-10-11,12000,27.11111111111111,24.0,31.0,0.193,305.0,3.6,1010.3,229.8,73.4,1685.9,22.0
2022-10-13,12500,28.77777777777778,25.0,33.0,0.008,332.0,6.1,1007.5,229.8,73.4,1685.9,22.0
2022-10-14,12500,26.888888888888893,25.0,31.0,0.0,328.0,5.8,1006.4,229.8,73.4,1685.9,22.0
2022-10-17,12500,29.22222222222222,24.0,33.0,0.142,306.0,5.3,1009.1,229.8,73.4,1685.9,22.0
2022-10-18,12500,28.277777777777786,25.0,34.0,0.492,76.0,4.8,1008.5,229.8,73.4,1685.9,22.0
2022-10-19,12500,25.72222222222222,24.0,29.0,0.764,159.0,5.2,1008.8,229.8,73.4,1685.9,22.0
2022-10-20,12500,26.77777777777778,24.0,29.0,0.508,125.0,6.9,1010.3,229.8,73.4,1685.9,22.0
2022-10-21,12500,28.88888888888889,25.0,33.0,0.441,131.0,5.2,1010.8,229.8,73.4,1685.9,22.34
2022-10-24,12500,28.22222222222222,23.000000000000004,35.0,0.445,300.0,3.9,1009.4,229.8,73.4,1685.9,22.34
2022-10-25,12500,27.722222222222225,24.0,32.0,0.24,260.0,5.3,1009.6,229.8,73.4,1685.9,22.34
2022-10-26,12500,28.77777777777778,25.0,32.0,0.283,147.0,4.2,1009.0,229.8,73.4,1685.9,22.34
2022-10-27,12500,26.722222222222214,25.0,32.0,0.224,333.0,4.8,1008.7,229.8,73.4,1685.9,22.34
2022-10-28,12500,27.38888888888889,25.0,30.0,0.307,288.0,3.3,1007.3,229.8,73.4,1685.9,22.34
2022-10-31,12500,28.88888888888889,24.0,34.0,0.0,4.0,5.6,1007.8,229.8,73.4,1685.9,22.34
2022-11-01,12500,27.88888888888889,25.0,32.0,0.008,7.0,5.1,1008.7,229.8,73.4,1685.9,22.75
2022-11-02,12500,27.61111111111111,25.0,31.0,0.083,111.0,3.7,1009.6,229.8,73.4,1685.9,22.75
2022-11-03,12500,25.611111111111107,24.0,29.0,0.878,83.0,4.2,1010.4,229.8,73.4,1685.9,22.75
2022-11-07,12500,27.77777777777778,24.0,33.0,0.0,291.0,3.1,1011.2,229.8,73.4,1685.9,22.75
2022-11-08,12500,28.61111111111111,25.0,33.0,0.0,3.0,3.8,1010.5,229.8,73.4,1685.9,22.75
2022-11-09,12500,29.11111111111111,25.0,33.0,0.024,28.0,3.1,1010.3,229.8,73.4,1685.9,22.75
2022-11-14,12500,28.277777777777786,25.0,33.0,0.327,88.0,5.0,1009.2,229.8,73.4,1685.9,23.86
2022-11-15,12500,28.277777777777786,25.0,33.0,0.28,104.0,4.7,1009.2,229.8,73.4,1685.9,23.86
2022-11-16,12500,28.111111111111107,24.0,34.0,0.024,40.0,4.6,1008.3,229.8,73.4,1685.9,23.86
2022-11-17,12500,28.61111111111111,25.0,33.0,0.425,67.0,3.6,1008.0,229.8,73.4,1685.9,23.86
2022-11-18,12500,28.277777777777786,26.0,33.0,0.366,304.0,5.0,1008.6,229.8,73.4,1685.9,23.86
2022-11-21,12500,26.611111111111114,24.0,29.0,0.52,323.0,3.2,1005.3,229.8,73.4,1685.9,23.78
2022-11-22,12500,26.0,25.0,29.0,0.287,305.0,3.0,1006.2,229.8,73.4,1685.9,23.78
2022-11-23,12500,26.27777777777778,25.0,30.0,0.272,143.0,6.2,1007.8,229.8,73.4,1685.9,23.78
2022-11-24,12500,26.888888888888893,25.0,30.0,0.228,123.0,8.5,1009.6,229.8,73.4,1685.9,23.78
2022-11-25,12500,28.111111111111107,25.0,32.0,0.354,133.0,7.4,1010.6,229.8,73.4,1685.9,23.78
2022-11-28,12500,28.88888888888889,26.0,33.0,0.319,128.0,7.0,1009.4,229.8,73.4,1685.9,23.78
2022-11-29,12500,28.72222222222222,26.0,33.0,0.067,123.0,6.4,1009.5,229.8,73.4,1685.9,23.78
2022-12-05,12500,28.61111111111111,25.0,33.0,0.075,93.0,4.5,1009.5,229.8,73.4,1685.9,22.7
2022-12-08,12500,28.88888888888889,24.0,33.0,0.0,44.0,3.1,1008.4,229.8,73.4,1685.9,22.7
2022-12-12,12500,27.11111111111111,23.000000000000004,32.0,0.0,87.0,5.7,1010.5,229.8,73.4,1685.9,21.2
2022-12-13,12500,26.888888888888893,21.611111111111114,32.0,0.0,329.0,4.5,1010.5,229.8,73.4,1685.9,21.2
2022-12-14,12500,26.611111111111114,23.000000000000004,30.0,0.0,344.0,3.3,1010.8,229.8,73.4,1685.9,21.2
2022-12-19,12500,26.5,22.0,32.0,0.0,17.0,5.5,1009.0,229.8,73.4,1685.9,21.2
2022-12-20,12500,27.5,22.0,32.0,0.0,318.0,4.0,1008.4,229.8,73.4,1685.9,21.2
2022-12-23,12500,25.38888888888889,21.0,32.0,0.0,54.0,6.0,1010.2,229.8,73.4,1685.9,20.7
2022-12-26,12500,25.777777777777786,20.0,31.0,0.0,23.0,4.3,1013.8,229.8,73.4,1685.9,20.7
2022-12-27,12500,25.222222222222225,22.0,29.0,0.0,325.0,2.9,1013.7,229.8,73.4,1685.9,20.7
