,price,tavg,tmin,tmax,prcp,wdir,wspd,pres,area,productivity,quantity,RON 95-III
2019-12-25,11000,27.61111111111111,22.0,32.0,0.268,141.0,4.5,1010.5,233.7,71.0,1659.3,20.88
2019-12-26,11000,27.11111111111111,24.0,31.0,0.268,162.0,4.7,1011.0,233.7,71.0,1659.3,20.88
2019-12-30,11000,28.5,24.0,33.0,0.268,34.0,5.0,1012.1,233.7,71.0,1659.3,20.88
2020-01-09,11000,28.72222222222222,24.0,35.0,0.268,104.0,5.3,1009.2,229.4,71.7,1645.1,20.99
2020-01-10,11000,28.88888888888889,24.0,34.0,0.268,72.0,5.5,1008.9,229.4,71.7,1645.1,20.99
2020-01-15,11000,27.88888888888889,22.0,34.0,0.268,90.0,5.8,1010.9,229.4,71.7,1645.1,20.91
2020-01-20,11000,28.88888888888889,23.000000000000004,34.0,0.268,114.0,5.3,1012.4,229.4,71.7,1645.1,20.91
2020-01-31,11000,27.11111111111111,23.000000000000004,31.0,0.268,110.0,5.0,1011.8,229.4,71.7,1645.1,20.12
2020-02-03,11000,27.27777777777777,21.0,33.0,0.268,100.0,5.8,1012.8,229.4,71.7,1645.1,20.12
2020-02-04,11000,27.722222222222225,22.0,35.0,0.268,102.0,7.3,1011.6,229.4,71.7,1645.1,20.12
2020-02-05,11000,27.38888888888889,22.0,34.0,0.268,98.0,6.3,1011.3,229.4,71.7,1645.1,20.12
2020-02-06,11000,27.27777777777777,22.0,32.0,0.268,111.0,5.9,1012.3,229.4,71.7,1645.1,20.12
2020-02-07,11000,27.61111111111111,23.000000000000004,35.0,0.268,105.0,6.8,1012.5,229.4,71.7,1645.1,20.12
2020-02-10,11000,28.22222222222222,23.000000000000004,33.0,0.268,103.0,4.8,1012.5,229.4,71.7,1645.1,20.12
2020-02-11,11000,29.72222222222222,23.000000000000004,35.0,0.268,103.0,8.1,1012.8,229.4,71.7,1645.1,20.12
2020-02-12,11000,29.38888888888889,26.0,35.0,0.268,122.0,10.2,1012.5,229.4,71.7,1645.1,20.12
2020-02-13,11000,28.77777777777778,26.0,35.0,0.268,138.0,9.1,1011.5,229.4,71.7,1645.1,20.12
2020-02-14,11000,27.77777777777778,25.0,32.0,0.268,154.0,7.6,1010.3,229.4,71.7,1645.1,19.38
2020-02-17,11000,28.277777777777786,24.0,36.0,0.268,100.0,7.5,1012.8,229.4,71.7,1645.1,19.38
2020-02-18,11000,28.111111111111107,25.0,33.0,0.268,86.0,4.3,1012.9,229.4,71.7,1645.1,19.38
2020-02-19,11000,27.77777777777778,22.0,35.0,0.268,77.0,5.0,1013.1,229.4,71.7,1645.1,19.38
2020-02-20,11000,28.61111111111111,23.000000000000004,34.0,0.268,5.0,4.2,1013.0,229.4,71.7,1645.1,19.38
2020-02-21,11000,28.72222222222222,23.000000000000004,35.0,0.268,42.0,6.5,1014.1,229.4,71.7,1645.1,19.38
2020-02-24,11000,28.277777777777786,22.0,35.0,0.268,74.0,4.7,1012.1,229.4,71.7,1645.1,19.38
2020-02-25,11000,28.88888888888889,23.000000000000004,34.0,0.268,104.0,5.4,1010.8,229.4,71.7,1645.1,19.38
2020-02-26,11000,29.11111111111111,24.0,36.0,0.268,104.0,7.8,1011.0,229.4,71.7,1645.1,19.38
2020-02-27,11000,28.88888888888889,24.0,35.0,0.268,116.0,7.9,1010.2,229.4,71.7,1645.1,19.38
2020-02-28,11000,28.72222222222222,23.000000000000004,35.0,0.268,102.0,6.2,1009.8,229.4,71.7,1645.1,19.38
2020-03-02,11000,29.72222222222222,26.0,36.0,0.268,132.0,9.1,1009.7,229.4,71.7,1645.1,19.12
2020-03-03,11000,29.22222222222222,26.0,35.0,0.268,114.0,7.5,1009.8,229.4,71.7,1645.1,19.12
2020-03-04,11000,28.88888888888889,26.0,34.0,0.268,133.0,8.0,1010.0,229.4,71.7,1645.1,19.12
2020-03-05,11000,29.11111111111111,26.0,34.0,0.268,137.0,9.2,1010.6,229.4,71.7,1645.1,19.12
2020-03-09,11000,29.61111111111111,27.0,35.0,0.268,187.0,6.8,1007.9,229.4,71.7,1645.1,19.12
2020-03-10,11000,29.88888888888889,27.0,35.0,0.268,167.0,6.7,1008.2,229.4,71.7,1645.1,19.12
2020-03-11,11000,29.0,27.0,33.0,0.268,147.0,8.3,1010.6,229.4,71.7,1645.1,19.12
2020-03-12,11000,30.22222222222222,26.0,36.0,0.268,137.0,9.1,1011.2,229.4,71.7,1645.1,19.12
2020-03-13,11000,29.22222222222222,26.0,34.0,0.268,152.0,8.1,1011.5,229.4,71.7,1645.1,19.12
2020-03-16,11000,30.27777777777778,26.0,37.0,0.268,113.0,8.0,1011.1,229.4,71.7,1645.1,16.81
2020-03-17,11000,29.88888888888889,26.0,36.0,0.268,128.0,8.8,1011.5,229.4,71.7,1645.1,16.81
2020-03-18,11000,29.61111111111111,26.0,35.0,0.268,144.0,8.6,1010.4,229.4,71.7,1645.1,16.81
2020-03-19,11500,29.61111111111111,27.0,35.0,0.268,146.0,8.6,1010.3,229.4,71.7,1645.1,16.81
2020-03-20,11500,29.27777777777778,26.0,34.0,0.268,144.0,9.6,1011.3,229.4,71.7,1645.1,16.81
2020-03-23,11500,29.22222222222222,27.0,34.0,0.268,143.0,8.3,1010.0,229.4,71.7,1645.1,16.81
2020-03-24,11500,29.38888888888889,26.0,34.0,0.268,139.0,8.9,1009.4,229.4,71.7,1645.1,16.81
2020-03-25,11500,29.72222222222222,27.0,35.0,0.268,137.0,10.0,1008.3,229.4,71.7,1645.1,16.81
2020-03-26,11500,29.72222222222222,27.0,34.0,0.268,140.0,9.4,1009.4,229.4,71.7,1645.1,16.81
2020-03-27,11500,29.38888888888889,26.0,35.0,0.268,144.0,7.7,1009.8,229.4,71.7,1645.1,16.81
2020-03-30,11500,30.22222222222222,27.0,35.0,0.268,146.0,7.8,1008.8,229.4,71.7,1645.1,12.56
2020-03-31,11500,30.61111111111111,27.0,35.0,0.268,149.0,6.5,1009.1,229.4,71.7,1645.1,12.56
2020-04-01,11500,30.38888888888889,27.0,35.0,0.268,145.0,8.5,1008.9,229.4,71.7,1645.1,12.56
2020-04-02,11500,30.61111111111111,27.0,36.0,0.268,136.0,9.1,1009.6,229.4,71.7,1645.1,12.56
2020-04-03,11500,31.11111111111111,28.000000000000004,37.0,0.268,132.0,10.1,1010.0,229.4,71.7,1645.1,12.56
2020-04-06,11500,30.72222222222222,27.0,35.0,0.268,139.0,9.3,1009.8,229.4,71.7,1645.1,12.56
2020-04-07,11500,30.0,28.000000000000004,34.0,0.268,149.0,8.0,1009.7,229.4,71.7,1645.1,12.56
2020-04-08,11500,29.77777777777778,27.0,34.0,0.268,144.0,7.0,1010.2,229.4,71.7,1645.1,12.56
2020-04-09,11500,29.61111111111111,26.0,35.0,0.268,109.0,8.0,1010.6,229.4,71.7,1645.1,12.56
2020-04-10,11500,29.22222222222222,26.0,35.0,0.268,129.0,7.6,1011.4,229.4,71.7,1645.1,12.56
2020-04-13,11500,27.5,26.0,31.0,0.268,71.0,4.5,1010.3,229.4,71.7,1645.1,11.93
2020-04-14,11500,28.61111111111111,26.0,34.0,0.268,46.0,3.9,1010.7,229.4,71.7,1645.1,11.93
2020-04-15,11500,29.27777777777778,25.0,35.0,0.268,4.0,4.1,1010.6,229.4,71.7,1645.1,11.93
2020-04-16,11500,30.22222222222222,26.0,35.0,0.268,132.0,8.7,1009.7,229.4,71.7,1645.1,11.93
2020-04-17,11500,29.88888888888889,27.0,35.0,0.268,137.0,9.2,1010.2,229.4,71.7,1645.1,11.93
2020-04-20,11500,30.61111111111111,28.000000000000004,36.0,0.268,145.0,8.1,1009.8,229.4,71.7,1645.1,11.93
2020-04-21,11500,30.88888888888889,27.0,37.0,0.268,139.0,8.3,1008.8,229.4,71.7,1645.1,11.93
2020-04-22,11500,31.11111111111111,27.0,35.0,0.268,145.0,7.5,1008.9,229.4,71.7,1645.1,11.93
2020-04-23,11500,32.0,29.0,37.0,0.268,139.0,9.1,1008.6,229.4,71.7,1645.1,11.93
2020-04-24,11500,29.72222222222222,28.000000000000004,37.0,0.268,78.0,5.8,1009.0,229.4,71.7,1645.1,11.93
2020-04-27,11500,29.27777777777778,25.0,35.0,0.268,62.0,4.2,1010.2,229.4,71.7,1645.1,11.93
2020-04-28,11500,29.77777777777778,26.0,36.0,0.268,62.0,5.0,1009.7,229.4,71.7,1645.1,11.63
2020-04-29,11500,31.0,26.0,36.0,0.268,117.0,6.2,1009.1,229.4,71.7,1645.1,11.63
2020-05-04,11500,31.11111111111111,28.000000000000004,35.0,0.268,143.0,6.5,1008.5,229.4,71.7,1645.1,11.63
2020-05-05,11500,31.38888888888889,29.0,36.0,0.268,161.0,6.5,1007.6,229.4,71.7,1645.1,11.63
2020-05-06,11500,31.72222222222222,29.0,36.0,0.268,160.0,6.9,1007.4,229.4,71.7,1645.1,11.63
2020-05-07,11500,31.61111111111111,28.000000000000004,35.0,0.268,148.0,8.0,1006.8,229.4,71.7,1645.1,11.63
2020-05-08,11500,31.61111111111111,29.0,36.0,0.268,159.0,6.3,1007.1,229.4,71.7,1645.1,11.63
2020-05-11,11500,31.77777777777778,30.0,36.0,0.268,159.0,7.0,1008.3,229.4,71.7,1645.1,11.63
2020-05-12,11500,31.88888888888889,29.0,37.0,0.268,138.0,5.9,1008.0,229.4,71.7,1645.1,11.63
2020-05-13,11500,32.0,29.0,37.0,0.268,143.0,8.0,1007.8,229.4,71.7,1645.1,12.23
2020-05-14,11500,31.88888888888889,29.0,37.0,0.268,125.0,8.0,1007.6,229.4,71.7,1645.1,12.23
2020-05-15,11500,31.38888888888889,29.0,36.0,0.268,146.0,7.3,1005.5,229.4,71.7,1645.1,12.23
2020-05-18,11500,31.88888888888889,28.000000000000004,37.0,0.268,216.0,6.8,1005.2,229.4,71.7,1645.1,12.23
2020-05-19,11500,30.27777777777778,25.0,38.0,0.268,206.0,7.1,1005.6,229.4,71.7,1645.1,12.23
2020-05-20,11500,28.77777777777778,27.0,33.0,0.268,185.0,4.7,1006.7,229.4,71.7,1645.1,12.23
2020-05-21,11500,31.72222222222222,26.0,36.0,0.268,236.0,5.4,1006.8,229.4,71.7,1645.1,12.23
2020-05-22,11500,30.88888888888889,28.000000000000004,36.0,0.268,199.0,6.5,1006.3,229.4,71.7,1645.1,12.23
2020-05-25,11500,28.38888888888889,26.0,35.0,0.268,184.0,2.9,1010.3,229.4,71.7,1645.1,12.23
2020-05-26,11500,31.61111111111111,26.0,36.0,0.268,227.0,5.1,1009.8,229.4,71.7,1645.1,12.23
2020-05-27,11500,29.88888888888889,23.000000000000004,35.0,0.268,246.0,4.2,1009.3,229.4,71.7,1645.1,12.23
2020-05-28,11500,29.11111111111111,27.0,34.0,0.268,207.0,3.6,1009.2,229.4,71.7,1645.1,13.12
2020-05-29,11500,29.11111111111111,26.0,34.0,0.268,190.0,4.2,1009.6,229.4,71.7,1645.1,13.12
2020-06-01,11500,29.11111111111111,24.0,36.0,0.268,300.0,4.8,1010.0,229.4,71.7,1645.1,13.12
2020-06-02,11500,27.88888888888889,24.0,33.0,0.268,206.0,4.3,1009.6,229.4,71.7,1645.1,13.12
2020-06-03,11500,28.72222222222222,25.0,35.0,0.268,186.0,3.9,1008.1,229.4,71.7,1645.1,13.12
2020-06-04,11500,27.38888888888889,25.0,33.0,0.268,270.0,3.4,1008.4,229.4,71.7,1645.1,13.12
2020-06-05,11500,28.72222222222222,25.0,33.0,0.268,230.0,4.7,1008.5,229.4,71.7,1645.1,13.12
2020-06-08,11500,31.11111111111111,26.0,35.0,0.268,255.0,6.7,1006.7,229.4,71.7,1645.1,13.12
2020-06-09,11500,29.72222222222222,24.0,34.0,0.268,223.0,6.0,1007.1,229.4,71.7,1645.1,13.12
2020-06-10,11500,26.722222222222214,25.0,32.0,0.268,232.0,5.7,1007.9,229.4,71.7,1645.1,13.12
2020-06-11,11500,28.88888888888889,25.0,32.0,0.268,290.0,4.3,1006.7,229.4,71.7,1645.1,13.12
2020-06-12,11500,30.0,25.0,34.0,0.268,256.0,6.7,1004.7,229.4,71.7,1645.1,14.08
2020-06-15,11500,27.61111111111111,25.0,33.0,0.268,193.0,4.8,1009.0,229.4,71.7,1645.1,14.08
2020-06-16,11500,28.000000000000004,24.0,33.0,0.268,195.0,3.7,1008.8,229.4,71.7,1645.1,14.08
2020-06-17,11500,27.88888888888889,25.0,34.0,0.268,354.0,3.3,1008.3,229.4,71.7,1645.1,14.08
2020-06-18,11500,30.27777777777778,26.0,35.0,0.268,316.0,5.3,1007.8,229.4,71.7,1645.1,14.08
2020-06-19,11500,29.72222222222222,27.0,34.0,0.268,247.0,4.2,1007.6,229.4,71.7,1645.1,14.08
2020-06-22,11500,29.27777777777778,25.0,34.0,0.268,185.0,3.7,1006.5,229.4,71.7,1645.1,14.08
2020-06-23,11500,30.38888888888889,26.0,35.0,0.268,228.0,3.0,1007.1,229.4,71.7,1645.1,14.08
2020-06-24,11500,28.61111111111111,25.0,35.0,0.268,239.0,4.5,1007.3,229.4,71.7,1645.1,14.08
2020-06-25,11500,26.888888888888893,25.0,32.0,0.268,254.0,4.5,1007.3,229.4,71.7,1645.1,14.08
2020-06-26,11500,28.111111111111107,25.0,34.0,0.268,249.0,4.0,1007.4,229.4,71.7,1645.1,14.08
2020-06-29,11500,26.11111111111111,24.0,30.0,0.268,241.0,4.5,1007.9,229.4,71.7,1645.1,14.97
2020-06-30,11500,26.888888888888893,25.0,31.0,0.268,254.0,4.3,1007.6,229.4,71.7,1645.1,14.97
2020-07-01,11500,28.277777777777786,25.0,32.0,0.268,281.0,5.8,1006.5,229.4,71.7,1645.1,14.97
2020-07-02,11500,27.722222222222225,24.0,32.0,0.268,244.0,8.7,1006.0,229.4,71.7,1645.1,14.97
2020-07-03,11500,27.38888888888889,25.0,29.0,0.268,229.0,6.3,1007.9,229.4,71.7,1645.1,14.97
2020-07-06,11500,28.111111111111107,26.0,30.0,0.268,170.0,4.4,1006.3,229.4,71.7,1645.1,14.97
2020-07-07,11500,29.61111111111111,27.0,33.0,0.268,164.0,6.4,1008.3,229.4,71.7,1645.1,14.97
2020-07-08,11500,26.611111111111114,24.0,31.0,0.268,182.0,3.0,1008.5,229.4,71.7,1645.1,14.97
2020-07-09,11500,29.77777777777778,24.0,34.0,0.268,263.0,3.6,1006.3,229.4,71.7,1645.1,14.97
2020-07-10,11500,28.77777777777778,27.0,34.0,0.268,225.0,5.1,1007.2,229.4,71.7,1645.1,14.97
2020-07-13,11500,27.5,25.0,32.0,0.268,236.0,5.2,1007.0,229.4,71.7,1645.1,14.97
2020-07-14,11500,29.27777777777778,24.0,36.0,0.268,319.0,4.7,1006.6,229.4,71.7,1645.1,14.97
2020-07-15,11500,29.61111111111111,24.0,32.0,0.268,259.0,4.6,1006.4,229.4,71.7,1645.1,14.97
2020-07-17,11500,29.88888888888889,26.0,34.0,0.268,174.0,5.3,1007.1,229.4,71.7,1645.1,14.97
2020-07-20,11500,27.77777777777778,24.0,33.0,0.268,237.0,3.4,1007.1,229.4,71.7,1645.1,14.97
2020-07-21,11500,28.000000000000004,25.0,32.0,0.268,137.0,3.5,1007.8,229.4,71.7,1645.1,14.97
2020-07-22,11500,30.22222222222222,26.0,34.0,0.268,188.0,3.4,1007.4,229.4,71.7,1645.1,14.97
2020-07-23,11500,27.27777777777777,23.000000000000004,34.72222222222222,0.268,188.0,4.5,1007.8,229.4,71.7,1645.1,14.97
2020-07-24,11500,26.77777777777778,24.0,33.0,0.268,238.0,3.8,1008.0,229.4,71.7,1645.1,14.97
2020-07-27,11500,29.77777777777778,26.0,35.0,0.268,212.0,4.0,1006.5,229.4,71.7,1645.1,14.97
2020-07-28,11500,28.111111111111107,24.0,33.0,0.268,250.0,4.5,1007.0,229.4,71.7,1645.1,14.97
2020-08-10,11500,27.38888888888889,24.0,31.0,0.268,246.0,7.8,1007.8,229.4,71.7,1645.1,14.97
2020-08-11,11500,30.22222222222222,27.0,33.0,0.268,251.0,10.2,1007.4,229.4,71.7,1645.1,14.97
2020-08-12,11500,27.61111111111111,26.0,31.0,0.268,220.0,6.6,1008.4,229.4,71.7,1645.1,14.92
2020-08-13,11500,26.888888888888893,25.0,31.0,0.268,205.0,5.0,1008.8,229.4,71.7,1645.1,14.92
2020-08-14,11500,27.38888888888889,25.0,32.0,0.268,201.0,3.5,1008.4,229.4,71.7,1645.1,14.92
2020-08-17,11500,29.22222222222222,25.0,33.0,0.268,281.0,5.6,1006.7,229.4,71.7,1645.1,14.92
2020-08-18,11500,29.22222222222222,26.0,34.0,0.268,278.0,5.3,1006.1,229.4,71.7,1645.1,14.92
2020-08-19,11500,27.27777777777777,25.0,32.0,0.268,259.0,7.1,1006.6,229.4,71.7,1645.1,14.92
2020-08-21,11500,29.77777777777778,26.0,34.0,0.268,249.0,5.8,1007.7,229.4,71.7,1645.1,14.92
2020-08-24,11500,28.88888888888889,26.0,34.0,0.268,239.0,4.5,1008.8,229.4,71.7,1645.1,14.92
2020-08-25,11500,30.5,26.0,35.0,0.268,255.0,5.2,1007.8,229.4,71.7,1645.1,14.92
2020-08-26,11500,30.61111111111111,27.0,35.0,0.268,250.0,8.6,1007.0,229.4,71.7,1645.1,14.92
2020-08-27,11500,30.27777777777778,27.0,34.0,0.268,252.0,9.9,1005.8,229.4,71.7,1645.1,15.11
2020-08-31,11500,28.72222222222222,26.0,35.0,0.268,267.0,4.7,1006.3,229.4,71.7,1645.1,15.11
2020-09-01,11500,27.22222222222222,25.0,32.0,0.268,320.0,3.8,1006.9,229.4,71.7,1645.1,15.11
2020-09-03,11500,29.61111111111111,25.0,33.0,0.268,290.0,3.6,1007.4,229.4,71.7,1645.1,15.11
2020-09-04,11500,29.22222222222222,25.0,34.0,0.268,197.0,5.8,1007.5,229.4,71.7,1645.1,15.11
2020-09-07,11500,29.11111111111111,24.0,34.0,0.268,270.0,5.7,1007.3,229.4,71.7,1645.1,15.11
2020-09-08,11500,29.72222222222222,26.0,33.0,0.268,244.0,4.7,1008.3,229.4,71.7,1645.1,15.11
2020-09-10,11500,28.22222222222222,24.0,34.0,0.268,299.0,4.1,1006.5,229.4,71.7,1645.1,15.11
2020-09-11,11500,28.111111111111107,25.0,34.0,0.268,316.0,3.1,1007.3,229.4,71.7,1645.1,14.98
2020-09-14,11500,26.22222222222222,24.0,30.0,0.268,311.0,3.7,1008.5,229.4,71.7,1645.1,14.98
2020-09-15,11500,27.722222222222225,24.0,31.0,0.268,294.0,4.7,1008.2,229.4,71.7,1645.1,14.98
2020-09-23,11500,27.27777777777777,23.000000000000004,32.0,0.268,176.0,4.0,1008.6,229.4,71.7,1645.1,14.98
2020-09-24,11500,27.88888888888889,25.0,33.0,0.268,325.0,3.2,1009.6,229.4,71.7,1645.1,14.98
2020-09-25,11500,27.722222222222225,24.0,33.0,0.268,325.0,6.0,1008.3,229.4,71.7,1645.1,14.98
2020-09-28,11500,27.27777777777777,25.0,31.0,0.268,219.0,6.5,1007.0,229.4,71.7,1645.1,14.98
2020-09-29,11500,27.11111111111111,25.0,30.0,0.268,260.0,5.7,1008.1,229.4,71.7,1645.1,14.98
2020-10-06,11500,27.77777777777778,25.0,30.0,0.268,307.0,4.2,1006.6,229.4,71.7,1645.1,14.98
2020-10-07,11500,25.777777777777786,25.0,28.000000000000004,0.268,184.0,4.7,1004.8,229.4,71.7,1645.1,14.98
2020-10-08,11500,27.61111111111111,25.0,32.0,0.268,184.0,4.3,1005.0,229.4,71.7,1645.1,14.98
2020-10-09,11500,26.11111111111111,25.0,30.0,0.268,184.0,3.4,1006.2,229.4,71.7,1645.1,14.98
2020-10-12,11500,27.11111111111111,25.0,31.0,0.268,278.0,6.2,1003.5,229.4,71.7,1645.1,15.12
2020-10-13,11500,26.77777777777778,25.0,30.0,0.268,260.0,6.3,1004.2,229.4,71.7,1645.1,15.12
2020-10-14,11500,25.777777777777786,25.0,27.0,0.268,217.0,5.2,1005.2,229.4,71.7,1645.1,15.12
2020-10-15,11500,26.611111111111114,25.0,31.0,0.268,261.0,6.1,1005.3,229.4,71.7,1645.1,15.12
2020-10-19,11500,28.111111111111107,25.0,31.0,0.268,262.0,4.3,1007.7,229.4,71.7,1645.1,15.12
2020-10-20,11500,28.5,25.0,32.0,0.268,316.0,5.0,1007.5,229.4,71.7,1645.1,15.12
2020-10-21,11500,27.77777777777778,26.0,31.0,0.268,322.0,5.1,1006.9,229.4,71.7,1645.1,15.12
2020-10-22,11500,29.11111111111111,25.0,33.0,0.268,322.0,3.7,1006.8,229.4,71.7,1645.1,15.12
2020-10-23,11500,28.22222222222222,26.0,32.0,0.268,287.0,5.0,1008.0,229.4,71.7,1645.1,15.12
2020-10-26,11500,28.22222222222222,25.0,32.0,0.268,293.0,5.2,1008.2,229.4,71.7,1645.1,15.12
2020-10-27,11500,27.5,25.0,31.0,0.268,315.0,7.6,1006.3,229.4,71.7,1645.1,14.94
2020-10-28,11500,27.11111111111111,26.0,29.0,0.268,279.0,8.1,1005.3,229.4,71.7,1645.1,14.94
2020-10-29,11500,27.11111111111111,25.0,33.0,0.268,219.0,6.8,1008.2,229.4,71.7,1645.1,14.94
2020-11-02,11500,27.88888888888889,25.0,32.0,0.268,310.0,4.2,1009.6,229.4,71.7,1645.1,14.94
2020-11-03,11500,28.77777777777778,25.0,33.0,0.268,36.0,3.9,1010.1,229.4,71.7,1645.1,14.94
2020-11-04,11500,27.61111111111111,26.0,32.0,0.268,262.0,5.2,1010.0,229.4,71.7,1645.1,14.94
2020-11-05,11500,29.27777777777778,25.0,34.0,0.268,302.0,3.9,1009.5,229.4,71.7,1645.1,14.94
2020-11-06,11500,27.27777777777777,26.0,30.0,0.268,316.0,4.4,1009.9,229.4,71.7,1645.1,14.94
2020-11-09,11500,27.38888888888889,23.000000000000004,31.0,0.268,359.0,5.5,1008.3,229.4,71.7,1645.1,14.94
2020-11-10,11500,25.611111111111107,25.0,29.0,0.268,323.0,10.1,1007.3,229.4,71.7,1645.1,14.94
2020-11-11,11500,25.88888888888889,22.0,30.0,0.268,12.0,4.6,1009.5,229.4,71.7,1645.1,14.7
2020-11-12,11500,27.27777777777777,23.000000000000004,33.0,0.268,12.0,3.9,1010.3,229.4,71.7,1645.1,14.7
2020-11-13,11500,27.27777777777777,24.0,31.0,0.268,317.0,3.8,1008.6,229.4,71.7,1645.1,14.7
2020-11-16,11500,28.277777777777786,24.0,35.0,0.268,14.0,3.6,1009.7,229.4,71.7,1645.1,14.7
2020-11-17,11500,29.38888888888889,25.0,34.0,0.268,76.0,3.6,1008.3,229.4,71.7,1645.1,14.7
2020-11-18,11500,28.72222222222222,25.0,33.0,0.268,35.0,3.6,1007.9,229.4,71.7,1645.1,14.7
2020-11-19,11500,28.5,26.0,33.0,0.268,110.0,4.7,1007.9,229.4,71.7,1645.1,14.7
2020-11-20,11500,28.61111111111111,26.0,33.0,0.268,92.0,5.5,1008.4,229.4,71.7,1645.1,14.7
2020-11-23,11500,27.61111111111111,25.0,33.0,0.268,343.0,3.5,1009.6,229.4,71.7,1645.1,14.7
2020-11-24,11500,28.22222222222222,24.0,33.0,0.268,39.0,3.5,1009.5,229.4,71.7,1645.1,14.7
2020-11-25,11500,28.5,25.0,33.0,0.268,37.0,3.6,1009.1,229.4,71.7,1645.1,14.7
2020-11-26,11500,28.38888888888889,26.0,32.0,0.268,56.0,3.7,1010.1,229.4,71.7,1645.1,15.35
2020-11-27,11500,28.111111111111107,25.0,33.0,0.268,28.0,4.2,1010.1,229.4,71.7,1645.1,15.35
2020-11-30,11500,27.27777777777777,24.0,31.0,0.268,33.0,4.1,1009.2,229.4,71.7,1645.1,15.35
2020-12-01,11500,27.722222222222225,25.0,31.0,0.268,54.0,5.2,1010.0,229.4,71.7,1645.1,15.35
2020-12-02,11500,27.88888888888889,24.0,33.0,0.268,57.0,4.2,1009.6,229.4,71.7,1645.1,15.35
2020-12-03,11500,27.38888888888889,22.0,33.0,0.268,23.0,4.7,1009.5,229.4,71.7,1645.1,15.35
2020-12-04,11500,26.77777777777778,22.0,32.0,0.268,25.0,6.0,1009.5,229.4,71.7,1645.1,15.35
2020-12-07,11500,27.22222222222222,24.0,31.0,0.268,14.0,5.0,1010.5,229.4,71.7,1645.1,15.35
2020-12-08,11500,27.77777777777778,23.000000000000004,32.0,0.268,33.0,5.9,1010.3,229.4,71.7,1645.1,15.35
2020-12-09,11500,27.61111111111111,25.0,31.0,0.268,5.0,6.0,1009.0,229.4,71.7,1645.1,15.35
2020-12-10,11500,26.77777777777778,25.0,31.0,0.268,349.0,4.0,1008.8,229.4,71.7,1645.1,15.35
2020-12-11,11500,27.722222222222225,24.0,31.0,0.268,325.0,3.0,1009.2,229.4,71.7,1645.1,16.0
2020-12-14,11500,28.22222222222222,25.0,34.0,0.268,70.0,4.1,1008.7,229.4,71.7,1645.1,16.0
2020-12-15,11000,27.88888888888889,25.0,33.0,0.268,42.0,2.7,1010.0,229.4,71.7,1645.1,16.0
2020-12-16,11000,28.277777777777786,24.0,33.0,0.268,42.0,3.3,1010.1,229.4,71.7,1645.1,16.0
2020-12-17,11000,28.38888888888889,25.0,33.0,0.268,15.0,3.6,1009.3,229.4,71.7,1645.1,16.0
2020-12-18,11000,28.22222222222222,24.0,32.0,0.268,31.0,5.1,1009.1,229.4,71.7,1645.1,16.0
2020-12-21,11000,26.611111111111114,22.0,31.0,0.268,9.0,10.8,1008.9,229.4,71.7,1645.1,16.0
2020-12-22,11000,25.11111111111111,23.000000000000004,28.000000000000004,0.268,342.0,8.2,1008.1,229.4,71.7,1645.1,16.0
2020-12-23,11000,25.777777777777786,23.000000000000004,31.0,0.268,329.0,6.6,1007.3,229.4,71.7,1645.1,16.0
2020-12-28,11500,27.77777777777778,24.0,33.0,0.268,297.0,3.9,1008.3,229.4,71.7,1645.1,16.47
2020-12-31,11500,26.0,24.0,29.0,0.268,25.0,8.1,1010.1,229.4,71.7,1645.1,16.47
2021-01-04,11500,27.77777777777778,24.0,33.0,0.268,39.0,4.8,1009.5,230.4,76.9,1771.8,16.47
2021-01-06,11500,28.111111111111107,24.0,32.0,0.268,71.0,4.5,1008.9,230.4,76.9,1771.8,16.47
2021-01-08,11500,27.61111111111111,24.0,33.0,0.268,355.0,3.7,1008.1,230.4,76.9,1771.8,16.47
2021-01-11,11500,26.27777777777778,22.0,32.0,0.268,347.0,4.4,1010.5,230.4,76.9,1771.8,16.93
2021-01-12,11500,24.388888888888893,21.0,31.0,0.268,11.0,6.5,1011.3,230.4,76.9,1771.8,16.93
2021-01-13,11500,23.72222222222222,19.0,28.000000000000004,0.268,323.0,4.5,1011.6,230.4,76.9,1771.8,16.93
2021-01-14,11500,24.88888888888889,18.000000000000004,30.0,0.268,230.0,3.8,1011.1,230.4,76.9,1771.8,16.93
2021-01-15,11500,25.611111111111107,21.0,31.0,0.268,97.0,4.5,1009.6,230.4,76.9,1771.8,16.93
2021-01-18,11500,25.611111111111107,21.0,31.0,0.268,29.0,6.3,1011.5,230.4,76.9,1771.8,16.93
2021-01-19,11500,24.388888888888893,20.0,28.000000000000004,0.268,317.0,4.2,1011.3,230.4,76.9,1771.8,16.93
2021-01-20,11500,26.77777777777778,22.0,31.0,0.268,280.0,3.8,1010.5,230.4,76.9,1771.8,16.93
2021-01-21,11500,27.22222222222222,24.0,32.0,0.268,236.0,5.2,1009.8,230.4,76.9,1771.8,16.93
2021-01-22,11500,26.38888888888889,24.0,30.0,0.268,211.0,5.5,1009.6,230.4,76.9,1771.8,16.93
2021-01-25,11500,27.22222222222222,24.0,32.0,0.268,92.0,4.3,1010.0,230.4,76.9,1771.8,16.93
2021-01-26,11500,27.77777777777778,25.0,33.0,0.268,90.0,4.3,1009.2,230.4,76.9,1771.8,17.27
