date,price,area,productivity,quantity,volume,value
10/28/2016,10000,239.3,71.9,1719.9,340890,154803993
10/31/2016,10000,239.3,71.9,1719.9,340890,154803993
11/1/2016,10000,239.3,71.9,1719.9,318007,140742227
11/2/2016,10000,239.3,71.9,1719.9,318007,140742227
11/3/2016,10000,239.3,71.9,1719.9,318007,140742227
11/4/2016,10000,239.3,71.9,1719.9,318007,140742227
11/7/2016,10000,239.3,71.9,1719.9,318007,140742227
11/8/2016,10000,239.3,71.9,1719.9,318007,140742227
11/9/2016,10000,239.3,71.9,1719.9,318007,140742227
11/10/2016,10000,239.3,71.9,1719.9,318007,140742227
11/11/2016,10000,239.3,71.9,1719.9,318007,140742227
11/15/2016,10000,239.3,71.9,1719.9,318007,140742227
11/16/2016,10000,239.3,71.9,1719.9,318007,140742227
11/17/2016,10000,239.3,71.9,1719.9,318007,140742227
11/18/2016,10000,239.3,71.9,1719.9,318007,140742227
11/22/2016,10000,239.3,71.9,1719.9,318007,140742227
11/23/2016,10000,239.3,71.9,1719.9,318007,140742227
11/24/2016,10000,239.3,71.9,1719.9,318007,140742227
11/25/2016,10000,239.3,71.9,1719.9,318007,140742227
11/28/2016,10000,239.3,71.9,1719.9,318007,140742227
11/29/2016,10000,239.3,71.9,1719.9,318007,140742227
11/30/2016,10000,239.3,71.9,1719.9,318007,140742227
12/1/2016,10000,239.3,71.9,1719.9,364718,162452055
12/2/2016,10000,239.3,71.9,1719.9,364718,162452055
12/5/2016,10000,239.3,71.9,1719.9,364718,162452055
12/6/2016,10000,239.3,71.9,1719.9,364718,162452055
12/8/2016,10000,239.3,71.9,1719.9,364718,162452055
12/9/2016,10000,239.3,71.9,1719.9,364718,162452055
12/27/2016,11000,239.3,71.9,1719.9,364718,162452055
12/29/2016,11000,239.3,71.9,1719.9,364718,162452055
1/5/2017,10500,236.2,70.29635902,1660.4,334249,142944910
1/10/2017,10500,236.2,70.29635902,1660.4,334249,142944910
1/11/2017,10500,236.2,70.29635902,1660.4,334249,142944910
2/3/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/6/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/7/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/8/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/9/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/10/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/13/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/15/2017,10500,236.2,70.29635902,1660.4,399197,169105695
2/16/2017,10500,236.2,70.29635902,1660.4,399197,169105695
2/20/2017,10500,236.2,70.29635902,1660.4,399197,169105695
2/21/2017,10500,236.2,70.29635902,1660.4,399197,169105695
2/22/2017,10500,236.2,70.29635902,1660.4,399197,169105695
2/23/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/24/2017,10000,236.2,70.29635902,1660.4,399197,169105695
2/27/2017,10000,236.2,70.29635902,1660.4,399197,169105695
3/1/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/2/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/3/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/7/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/13/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/14/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/15/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/16/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/23/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/27/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/28/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/29/2017,10000,236.2,70.29635902,1660.4,503413,226674230
3/30/2017,10000,236.2,70.29635902,1660.4,503413,226674230
4/5/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/10/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/13/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/14/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/17/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/18/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/19/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/21/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/24/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/25/2017,10000,236.2,70.29635902,1660.4,533574,249554525
4/26/2017,10000,236.2,70.29635902,1660.4,533574,249554525
5/5/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/9/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/10/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/11/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/12/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/17/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/18/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/19/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/25/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/26/2017,10000,236.2,70.29635902,1660.4,558898,248798830
5/30/2017,10000,236.2,70.29635902,1660.4,558898,248798830
6/2/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/6/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/7/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/12/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/15/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/19/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/20/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/22/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/23/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/26/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/29/2017,10000,236.2,70.29635902,1660.4,535023,236607199
6/30/2017,10000,236.2,70.29635902,1660.4,535023,236607199
7/3/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/5/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/6/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/11/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/14/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/17/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/20/2017,10000,236.2,70.29635902,1660.4,580588,246901951
7/28/2017,10000,236.2,70.29635902,1660.4,580588,246901951
8/1/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/2/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/3/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/4/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/7/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/8/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/9/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/10/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/11/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/14/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/15/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/17/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/18/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/21/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/22/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/23/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/24/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/25/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/28/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/29/2017,10000,236.2,70.29635902,1660.4,646239,280839132
8/31/2017,10000,236.2,70.29635902,1660.4,646239,280839132
9/1/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/5/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/6/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/7/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/8/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/11/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/12/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/13/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/14/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/15/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/18/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/19/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/20/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/22/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/25/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/26/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/27/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/28/2017,10000,236.2,70.29635902,1660.4,496913,227688169
9/29/2017,10000,236.2,70.29635902,1660.4,496913,227688169
10/2/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/3/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/4/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/5/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/6/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/9/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/10/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/11/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/13/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/16/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/17/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/20/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/23/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/24/2017,10000,236.2,70.29635902,1660.4,483029,245810618
10/30/2017,10500,236.2,70.29635902,1660.4,483029,245810618
10/31/2017,10500,236.2,70.29635902,1660.4,483029,245810618
11/1/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/2/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/3/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/6/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/7/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/9/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/10/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/13/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/14/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/15/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/16/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/17/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/20/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/21/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/22/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/23/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/24/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/27/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/28/2017,10500,236.2,70.29635902,1660.4,367615,176946999
11/29/2017,10500,236.2,70.29635902,1660.4,367615,176946999
12/1/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/4/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/5/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/6/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/7/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/8/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/11/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/12/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/13/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/15/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/18/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/19/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/21/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/25/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/27/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/28/2017,10500,236.2,70.29635902,1660.4,380640,181885663
12/29/2017,10500,236.2,70.29635902,1660.4,380640,181885663
1/2/2018,10500,235,73.5,1727.4,492077,239251931
1/3/2018,10500,235,73.5,1727.4,492077,239251931
1/4/2018,10500,235,73.5,1727.4,492077,239251931
1/9/2018,10500,235,73.5,1727.4,492077,239251931
1/10/2018,10500,235,73.5,1727.4,492077,239251931
1/12/2018,10500,235,73.5,1727.4,492077,239251931
1/17/2018,10500,235,73.5,1727.4,492077,239251931
1/18/2018,10500,235,73.5,1727.4,492077,239251931
1/19/2018,10500,235,73.5,1727.4,492077,239251931
1/24/2018,10500,235,73.5,1727.4,492077,239251931
1/25/2018,10500,235,73.5,1727.4,492077,239251931
2/28/2018,10500,235,73.5,1727.4,339706,168887290
3/1/2018,10500,235,73.5,1727.4,658818,338438665
3/2/2018,10500,235,73.5,1727.4,658818,338438665
3/5/2018,10500,235,73.5,1727.4,658818,338438665
3/6/2018,10500,235,73.5,1727.4,658818,338438665
3/7/2018,10500,235,73.5,1727.4,658818,338438665
3/8/2018,10500,235,73.5,1727.4,658818,338438665
3/9/2018,10500,235,73.5,1727.4,658818,338438665
3/13/2018,10500,235,73.5,1727.4,658818,338438665
3/14/2018,10500,235,73.5,1727.4,658818,338438665
3/15/2018,10500,235,73.5,1727.4,658818,338438665
3/16/2018,10500,235,73.5,1727.4,658818,338438665
3/19/2018,10500,235,73.5,1727.4,658818,338438665
3/20/2018,10500,235,73.5,1727.4,658818,338438665
3/21/2018,10500,235,73.5,1727.4,658818,338438665
3/22/2018,10500,235,73.5,1727.4,658818,338438665
3/23/2018,10500,235,73.5,1727.4,658818,338438665
3/26/2018,10500,235,73.5,1727.4,658818,338438665
3/27/2018,10500,235,73.5,1727.4,658818,338438665
3/28/2018,10500,235,73.5,1727.4,658818,338438665
3/29/2018,10500,235,73.5,1727.4,658818,338438665
3/30/2018,11000,235,73.5,1727.4,658818,338438665
4/2/2018,11000,235,73.5,1727.4,721379,364372361
4/3/2018,11000,235,73.5,1727.4,721379,364372361
4/4/2018,11000,235,73.5,1727.4,721379,364372361
4/5/2018,11000,235,73.5,1727.4,721379,364372361
4/6/2018,11000,235,73.5,1727.4,721379,364372361
4/9/2018,11000,235,73.5,1727.4,721379,364372361
4/10/2018,11000,235,73.5,1727.4,721379,364372361
4/11/2018,11000,235,73.5,1727.4,721379,364372361
4/12/2018,11000,235,73.5,1727.4,721379,364372361
4/13/2018,11000,235,73.5,1727.4,721379,364372361
4/16/2018,11000,235,73.5,1727.4,721379,364372361
4/17/2018,11000,235,73.5,1727.4,721379,364372361
4/18/2018,11000,235,73.5,1727.4,721379,364372361
4/19/2018,11000,235,73.5,1727.4,721379,364372361
4/20/2018,11000,235,73.5,1727.4,721379,364372361
4/23/2018,11000,235,73.5,1727.4,721379,364372361
4/26/2018,11000,235,73.5,1727.4,721379,364372361
5/16/2018,11000,235,73.5,1727.4,763707,391381662
5/17/2018,11000,235,73.5,1727.4,763707,391381662
5/18/2018,11000,235,73.5,1727.4,763707,391381662
5/21/2018,11000,235,73.5,1727.4,763707,391381662
5/22/2018,11000,235,73.5,1727.4,763707,391381662
5/23/2018,11000,235,73.5,1727.4,763707,391381662
5/24/2018,10500,235,73.5,1727.4,763707,391381662
5/28/2018,10500,235,73.5,1727.4,763707,391381662
5/29/2018,10500,235,73.5,1727.4,763707,391381662
5/30/2018,10500,235,73.5,1727.4,763707,391381662
6/4/2018,10500,235,73.5,1727.4,537948,281034695
6/5/2018,10500,235,73.5,1727.4,537948,281034695
6/7/2018,10500,235,73.5,1727.4,537948,281034695
6/8/2018,10500,235,73.5,1727.4,537948,281034695
6/11/2018,10500,235,73.5,1727.4,537948,281034695
6/12/2018,10500,235,73.5,1727.4,537948,281034695
6/13/2018,10500,235,73.5,1727.4,537948,281034695
6/14/2018,10500,235,73.5,1727.4,537948,281034695
6/15/2018,10500,235,73.5,1727.4,537948,281034695
6/18/2018,10500,235,73.5,1727.4,537948,281034695
6/19/2018,10500,235,73.5,1727.4,537948,281034695
6/20/2018,10500,235,73.5,1727.4,537948,281034695
6/21/2018,10500,235,73.5,1727.4,537948,281034695
6/22/2018,10500,235,73.5,1727.4,537948,281034695
6/25/2018,10500,235,73.5,1727.4,537948,281034695
6/26/2018,10500,235,73.5,1727.4,537948,281034695
6/27/2018,10500,235,73.5,1727.4,537948,281034695
6/28/2018,10500,235,73.5,1727.4,537948,281034695
6/29/2018,10500,235,73.5,1727.4,537948,281034695
7/2/2018,10500,235,73.5,1727.4,444235,221721828
7/3/2018,10500,235,73.5,1727.4,444235,221721828
7/4/2018,10500,235,73.5,1727.4,444235,221721828
7/5/2018,10500,235,73.5,1727.4,444235,221721828
7/6/2018,10500,235,73.5,1727.4,444235,221721828
7/9/2018,10500,235,73.5,1727.4,444235,221721828
7/10/2018,10500,235,73.5,1727.4,444235,221721828
7/11/2018,10500,235,73.5,1727.4,444235,221721828
7/12/2018,10500,235,73.5,1727.4,444235,221721828
7/13/2018,10500,235,73.5,1727.4,444235,221721828
7/16/2018,10500,235,73.5,1727.4,444235,221721828
7/24/2018,10500,235,73.5,1727.4,444235,221721828
7/25/2018,10500,235,73.5,1727.4,444235,221721828
7/26/2018,10500,235,73.5,1727.4,444235,221721828
7/27/2018,10500,235,73.5,1727.4,444235,221721828
8/1/2018,10500,235,73.5,1727.4,606500,296658886
8/2/2018,10500,235,73.5,1727.4,606500,296658886
8/3/2018,10500,235,73.5,1727.4,606500,296658886
8/6/2018,10500,235,73.5,1727.4,606500,296658886
8/7/2018,10500,235,73.5,1727.4,606500,296658886
8/8/2018,10500,235,73.5,1727.4,606500,296658886
8/9/2018,10500,235,73.5,1727.4,606500,296658886
8/10/2018,10500,235,73.5,1727.4,606500,296658886
8/13/2018,10500,235,73.5,1727.4,606500,296658886
8/14/2018,10500,235,73.5,1727.4,606500,296658886
8/15/2018,10500,235,73.5,1727.4,606500,296658886
8/16/2018,11000,235,73.5,1727.4,606500,296658886
8/17/2018,11000,235,73.5,1727.4,606500,296658886
8/20/2018,11000,235,73.5,1727.4,606500,296658886
8/21/2018,11000,235,73.5,1727.4,606500,296658886
8/22/2018,11000,235,73.5,1727.4,606500,296658886
8/23/2018,11000,235,73.5,1727.4,606500,296658886
8/24/2018,11000,235,73.5,1727.4,606500,296658886
8/27/2018,11000,235,73.5,1727.4,606500,296658886
8/28/2018,11000,235,73.5,1727.4,606500,296658886
8/29/2018,11000,235,73.5,1727.4,606500,296658886
8/30/2018,11000,235,73.5,1727.4,606500,296658886
8/31/2018,11000,235,73.5,1727.4,606500,296658886
9/4/2018,11000,235,73.5,1727.4,360188,173935881
9/5/2018,11000,235,73.5,1727.4,360188,173935881
9/6/2018,11000,235,73.5,1727.4,360188,173935881
9/7/2018,11000,235,73.5,1727.4,360188,173935881
9/10/2018,11000,235,73.5,1727.4,360188,173935881
9/11/2018,11000,235,73.5,1727.4,360188,173935881
9/12/2018,11000,235,73.5,1727.4,360188,173935881
9/13/2018,11000,235,73.5,1727.4,360188,173935881
9/14/2018,11000,235,73.5,1727.4,360188,173935881
9/17/2018,11000,235,73.5,1727.4,360188,173935881
9/18/2018,11000,235,73.5,1727.4,360188,173935881
9/19/2018,11000,235,73.5,1727.4,360188,173935881
9/20/2018,11000,235,73.5,1727.4,360188,173935881
9/21/2018,11000,235,73.5,1727.4,360188,173935881
9/24/2018,11000,235,73.5,1727.4,360188,173935881
9/25/2018,11000,235,73.5,1727.4,360188,173935881
9/26/2018,11000,235,73.5,1727.4,360188,173935881
10/5/2018,11000,235,73.5,1727.4,362838,187432840
10/10/2018,11000,235,73.5,1727.4,362838,187432840
10/11/2018,11000,235,73.5,1727.4,362838,187432840
10/15/2018,11000,235,73.5,1727.4,362838,187432840
10/16/2018,11000,235,73.5,1727.4,362838,187432840
10/17/2018,11000,235,73.5,1727.4,362838,187432840
10/18/2018,11000,235,73.5,1727.4,362838,187432840
10/19/2018,11000,235,73.5,1727.4,362838,187432840
10/22/2018,11000,235,73.5,1727.4,362838,187432840
10/25/2018,11000,235,73.5,1727.4,362838,187432840
10/26/2018,11000,235,73.5,1727.4,362838,187432840
10/29/2018,11000,235,73.5,1727.4,362838,187432840
10/30/2018,11000,235,73.5,1727.4,362838,187432840
10/31/2018,11000,235,73.5,1727.4,362838,187432840
11/1/2018,11000,235,73.5,1727.4,362838,187432840
11/2/2018,11000,235,73.5,1727.4,362838,187432840
11/6/2018,11000,235,73.5,1727.4,362838,187432840
11/7/2018,11000,235,73.5,1727.4,362838,187432840
11/8/2018,11000,235,73.5,1727.4,362838,187432840
11/9/2018,11000,235,73.5,1727.4,362838,187432840
11/10/2018,11000,235,73.5,1727.4,362838,187432840
11/12/2018,11000,235,73.5,1727.4,362838,187432840
11/13/2018,11000,235,73.5,1727.4,362838,187432840
11/14/2018,11000,235,73.5,1727.4,362838,187432840
11/15/2018,11000,235,73.5,1727.4,362838,187432840
11/16/2018,11000,235,73.5,1727.4,362838,187432840
11/19/2018,11000,235,73.5,1727.4,362838,187432840
11/20/2018,11000,235,73.5,1727.4,362838,187432840
11/21/2018,11000,235,73.5,1727.4,362838,187432840
11/22/2018,11000,235,73.5,1727.4,362838,187432840
11/23/2018,11000,235,73.5,1727.4,362838,187432840
11/26/2018,11000,235,73.5,1727.4,362838,187432840
11/27/2018,11000,235,73.5,1727.4,362838,187432840
12/24/2018,11000,235,73.5,1727.4,362838,187432840
12/25/2018,11000,235,73.5,1727.4,362838,187432840
12/26/2018,11000,235,73.5,1727.4,362838,187432840
12/28/2018,10500,235,73.5,1727.4,362838,187432840
1/3/2019,10500,233.7,71,1659.3,437552,195310352
1/4/2019,10500,233.7,71,1659.3,437552,195310352
1/7/2019,10500,233.7,71,1659.3,437552,195310352
1/8/2019,10500,233.7,71,1659.3,437552,195310352
1/9/2019,10500,233.7,71,1659.3,437552,195310352
1/16/2019,10500,233.7,71,1659.3,437552,195310352
1/17/2019,10500,233.7,71,1659.3,437552,195310352
1/18/2019,10500,233.7,71,1659.3,437552,195310352
1/25/2019,10500,233.7,71,1659.3,437552,195310352
2/12/2019,10500,233.7,71,1659.3,274765,116621003
2/13/2019,10500,233.7,71,1659.3,274765,116621003
2/14/2019,10500,233.7,71,1659.3,274765,116621003
2/15/2019,10500,233.7,71,1659.3,274765,116621003
2/18/2019,10500,233.7,71,1659.3,274765,116621003
2/19/2019,10000,233.7,71,1659.3,274765,116621003
2/20/2019,10000,233.7,71,1659.3,274765,116621003
2/22/2019,10000,233.7,71,1659.3,274765,116621003
2/25/2019,10000,233.7,71,1659.3,274765,116621003
2/26/2019,10000,233.7,71,1659.3,274765,116621003
2/28/2019,10500,233.7,71,1659.3,274765,116621003
3/1/2019,10500,233.7,71,1659.3,693742,298401134
3/4/2019,10500,233.7,71,1659.3,693742,298401134
3/5/2019,10500,233.7,71,1659.3,693742,298401134
3/6/2019,10500,233.7,71,1659.3,693742,298401134
3/7/2019,10500,233.7,71,1659.3,693742,298401134
3/8/2019,10500,233.7,71,1659.3,693742,298401134
3/11/2019,10500,233.7,71,1659.3,693742,298401134
3/12/2019,10500,233.7,71,1659.3,693742,298401134
3/13/2019,10500,233.7,71,1659.3,693742,298401134
3/14/2019,10500,233.7,71,1659.3,693742,298401134
3/15/2019,10500,233.7,71,1659.3,693742,298401134
3/18/2019,10500,233.7,71,1659.3,693742,298401134
3/19/2019,10500,233.7,71,1659.3,693742,298401134
4/1/2019,10500,233.7,71,1659.3,693432,287505845
4/2/2019,10500,233.7,71,1659.3,693432,287505845
4/3/2019,10500,233.7,71,1659.3,693432,287505845
4/5/2019,10500,233.7,71,1659.3,693432,287505845
4/8/2019,10500,233.7,71,1659.3,693432,287505845
4/9/2019,10500,233.7,71,1659.3,693432,287505845
4/10/2019,10500,233.7,71,1659.3,693432,287505845
4/11/2019,10500,233.7,71,1659.3,693432,287505845
4/12/2019,10500,233.7,71,1659.3,693432,287505845
4/16/2019,10500,233.7,71,1659.3,693432,287505845
4/17/2019,10500,233.7,71,1659.3,693432,287505845
4/18/2019,10500,233.7,71,1659.3,693432,287505845
4/19/2019,10500,233.7,71,1659.3,693432,287505845
4/22/2019,10500,233.7,71,1659.3,693432,287505845
4/24/2019,10500,233.7,71,1659.3,693432,287505845
4/25/2019,10500,233.7,71,1659.3,693432,287505845
4/26/2019,10500,233.7,71,1659.3,693432,287505845
5/2/2019,10500,233.7,71,1659.3,678681,293886391
5/3/2019,10500,233.7,71,1659.3,678681,293886391
5/4/2019,10500,233.7,71,1659.3,678681,293886391
5/9/2019,10500,233.7,71,1659.3,678681,293886391
5/10/2019,10500,233.7,71,1659.3,678681,293886391
5/13/2019,10500,233.7,71,1659.3,678681,293886391
5/14/2019,10500,233.7,71,1659.3,678681,293886391
5/15/2019,10500,233.7,71,1659.3,678681,293886391
5/17/2019,10500,233.7,71,1659.3,678681,293886391
5/20/2019,10500,233.7,71,1659.3,678681,293886391
5/21/2019,10500,233.7,71,1659.3,678681,293886391
5/22/2019,10500,233.7,71,1659.3,678681,293886391
5/31/2019,10500,233.7,71,1659.3,678681,293886391
6/3/2019,10500,233.7,71,1659.3,599217,265433783
6/4/2019,10500,233.7,71,1659.3,599217,265433783
6/5/2019,10500,233.7,71,1659.3,599217,265433783
6/6/2019,10500,233.7,71,1659.3,599217,265433783
6/7/2019,10500,233.7,71,1659.3,599217,265433783
6/10/2019,10500,233.7,71,1659.3,599217,265433783
6/12/2019,10500,233.7,71,1659.3,599217,265433783
6/14/2019,10500,233.7,71,1659.3,599217,265433783
6/17/2019,10500,233.7,71,1659.3,599217,265433783
6/18/2019,10500,233.7,71,1659.3,599217,265433783
6/19/2019,10500,233.7,71,1659.3,599217,265433783
6/20/2019,10500,233.7,71,1659.3,599217,265433783
6/21/2019,10500,233.7,71,1659.3,599217,265433783
6/22/2019,10500,233.7,71,1659.3,599217,265433783
6/24/2019,10500,233.7,71,1659.3,599217,265433783
6/25/2019,10500,233.7,71,1659.3,599217,265433783
6/26/2019,10500,233.7,71,1659.3,599217,265433783
6/27/2019,10500,233.7,71,1659.3,599217,265433783
7/2/2019,10500,233.7,71,1659.3,598619,261676694
7/3/2019,10500,233.7,71,1659.3,598619,261676694
7/4/2019,10500,233.7,71,1659.3,598619,261676694
7/5/2019,10500,233.7,71,1659.3,598619,261676694
7/8/2019,10500,233.7,71,1659.3,598619,261676694
7/10/2019,10500,233.7,71,1659.3,598619,261676694
7/11/2019,10500,233.7,71,1659.3,598619,261676694
7/12/2019,10500,233.7,71,1659.3,598619,261676694
7/15/2019,10500,233.7,71,1659.3,598619,261676694
7/16/2019,10500,233.7,71,1659.3,598619,261676694
7/17/2019,10500,233.7,71,1659.3,598619,261676694
7/18/2019,10500,233.7,71,1659.3,598619,261676694
7/19/2019,10500,233.7,71,1659.3,598619,261676694
7/22/2019,10500,233.7,71,1659.3,598619,261676694
7/23/2019,10500,233.7,71,1659.3,598619,261676694
7/24/2019,10500,233.7,71,1659.3,598619,261676694
7/25/2019,10500,233.7,71,1659.3,598619,261676694
7/26/2019,10500,233.7,71,1659.3,598619,261676694
7/29/2019,10500,233.7,71,1659.3,598619,261676694
7/30/2019,10500,233.7,71,1659.3,598619,261676694
7/31/2019,10500,233.7,71,1659.3,598619,261676694
8/1/2019,10500,233.7,71,1659.3,602349,269529103
8/2/2019,10500,233.7,71,1659.3,602349,269529103
8/5/2019,10500,233.7,71,1659.3,602349,269529103
8/6/2019,10500,233.7,71,1659.3,602349,269529103
