date,tavg,tmin,tmax,prcp,wdir,wspd,pres
5/28/2011,26.6,22.6,34.6,19.1,256,9.2,1011
5/29/2011,25.1,22,31.7,19.1,256,7.2,1011
5/30/2011,25.7,22.2,32,7.1,256,7.9,1011
5/31/2011,26.8,23.2,33.2,1,256,7.9,1011
6/1/2011,26.4,24,31,0,256,7.9,1011
6/2/2011,28.4,23.4,34.4,0,256,7.2,1011
6/3/2011,28.4,26,34.6,9.1,256,11.1,1011
6/4/2011,28.4,25,34,9.1,256,9.5,1011
6/5/2011,27.1,24,33.7,9.1,256,7,1011
6/6/2011,26.8,24,33.2,9.1,256,6.6,1011
6/7/2011,27.2,24,33.7,9.1,256,6.9,1011
6/8/2011,28.7,24,34.2,15,256,12.7,1011
6/9/2011,28.6,24.1,33.6,15,256,12.7,1011
6/10/2011,28.2,26,34,15,256,13,1011
6/11/2011,27.4,23,33.4,15,223,8.6,1011
6/12/2011,26.4,23,31.6,15,223,8.6,1011
6/13/2011,26.6,23,32.6,15,223,8.6,1011
6/14/2011,25.8,23,31.4,15,223,8.6,1011
6/15/2011,27.1,22,33.6,15,223,11.7,1011
6/16/2011,27.7,22.4,32.2,15,223,15.3,1011
6/17/2011,25.5,23,31.4,2,223,15.3,1011
6/18/2011,26.1,23.4,32.4,0,241,15.7,1011
6/19/2011,26.9,23,33.2,0,241,16.4,1011
6/20/2011,27.6,23,32,0,241,16.4,1011
6/21/2011,27.6,24,32.4,0,235,14.5,1011
6/22/2011,27.2,24,32,0,234,16.6,1011
6/23/2011,27.3,26,32.2,0,230,18.8,1011
6/24/2011,28.2,25,32.4,0,228,22.9,1011
6/25/2011,28.6,25,33.2,0,221,21,1011
6/26/2011,27.4,25,34,1.5,225,10.5,1011
6/27/2011,27.8,24,34.6,1.5,225,9.8,1011
6/28/2011,28.1,24.2,34.6,1.5,225,11.7,1011
6/29/2011,27.1,25,34.4,2,225,11.7,1011
6/30/2011,26.3,23,33.4,39.1,225,7.8,1011
7/1/2011,26.1,23,31.4,0,225,7.8,1011
7/2/2011,27.1,23,32,5.1,225,9.8,1011
7/3/2011,28.2,23.4,33.4,5.1,225,9.8,1011
7/4/2011,26.2,22,34.4,5.1,225,9.8,1011
7/5/2011,26.4,22,32.4,24.9,225,9.8,1011
7/6/2011,26.2,22,32,24.9,225,9.8,1011
7/7/2011,27.9,24,33.7,14.5,225,9.7,1011
7/8/2011,28.3,24,33.5,14.5,225,13.4,1011
7/9/2011,26.8,25,31,14.5,225,14.7,1011
7/10/2011,26.7,24,32.4,14.5,224,11.7,1011
7/11/2011,28.3,24,32,14.5,224,11.7,1011
7/12/2011,25.7,22,32.4,14.5,224,11.8,1011
7/13/2011,26.5,22,32,14.5,224,8.7,1011
7/14/2011,25.6,23,31.4,6.1,224,15.2,1011
7/15/2011,28,23,32.4,6.1,224,15.2,1011
7/16/2011,28.8,25,33.4,6.1,224,15.2,1011
7/17/2011,27.8,25,33.4,6.1,237,14.9,1011
7/18/2011,28.2,25,32.8,6.1,237,16.3,1011
7/19/2011,28.9,26,34.2,6.1,233,11.1,1011
7/20/2011,28.5,23.8,34.2,6.1,233,11.1,1011
7/21/2011,27.3,23.8,34.2,6.1,233,11.1,1011
7/22/2011,27.4,23.8,33.3,6.1,233,11.1,1011
7/23/2011,28.4,23.3,34.4,6.1,233,8,1011
7/24/2011,25.4,23,29.4,6.1,233,10.2,1011
7/25/2011,25.2,23,30,28.2,233,8.8,1011
7/26/2011,26.3,23,32.5,8.1,233,16.4,1011
7/27/2011,25.3,23.4,31.4,8.1,233,16.4,1011
7/28/2011,26.3,23.4,31.4,7.1,233,16.4,1011
7/29/2011,25.8,24,31.6,7.1,233,16.4,1011
7/30/2011,25.2,23,30.6,6.1,250,16,1011
7/31/2011,24.5,23,28,15,250,8.2,1011
8/1/2011,26.8,23,32.4,0,250,8.2,1011
8/2/2011,27.7,23.8,33,1.5,250,8.2,1011
8/3/2011,28.6,24,33,1.5,250,11.4,1011
8/4/2011,29.1,24,34.6,1.5,250,11.4,1011
8/5/2011,29.3,25.4,34.4,1.5,250,15.2,1011
8/6/2011,27.3,24,33.4,1.5,236,14.1,1011
8/7/2011,27.4,24,33.6,1.5,236,12.6,1011
8/8/2011,28.4,23,34.6,2,236,10.1,1011
8/9/2011,28.8,25.3,34,2,236,15.5,1011
8/10/2011,27.4,24.1,31,0,263,5.4,1011
8/11/2011,28.3,23,34,0,263,5.4,1011
8/12/2011,27.7,23,32.6,0,263,5.4,1011
8/13/2011,26.3,23,33,0,263,5.4,1011
8/14/2011,25.1,23,32,3,263,5.4,1011
8/15/2011,25.6,23,32.5,3,263,8.2,1011
8/16/2011,27.4,23,33.8,3,263,9.4,1011
8/17/2011,28.3,23,34.4,41.1,263,9.4,1011
8/18/2011,28.6,24,34,41.1,263,10.7,1011
8/19/2011,28.1,24,32,41.1,215,7.7,1011
8/20/2011,28.2,24,33.6,41.1,215,8.4,1011
8/21/2011,27.3,24,33.4,41.1,215,9.1,1011
8/22/2011,26.9,24,33,0,215,9.1,1011
8/23/2011,25.9,22,32.4,0,215,8.2,1011
8/24/2011,26.9,23.2,33.8,11.9,215,7,1011
8/25/2011,27.1,23.4,32.2,11.9,215,8.6,1011
8/26/2011,26.6,23,32.6,52.8,215,12.8,1011
8/27/2011,26.4,23,31.4,52.8,215,12.8,1011
8/28/2011,26.3,23.1,29.1,15,215,12.8,1011
8/29/2011,25.6,23.1,31.4,15,215,12.8,1011
8/30/2011,27.8,23.1,32.6,0,243,11.5,1011
8/31/2011,27.3,24,33,7.1,242,16.1,1011
9/1/2011,27.7,24.2,32,7.1,238,14.6,1011
9/2/2011,27.7,24.2,33.4,7.1,238,14.6,1011
9/3/2011,28.6,24,33.4,7.1,238,12.1,1011
9/4/2011,28.6,25,32,7.1,238,12.1,1011
9/5/2011,27.5,25,32,7.1,238,12.1,1011
9/6/2011,27.4,24,33.4,7.1,238,11.2,1011
9/7/2011,26.5,23,31,7.1,238,7.1,1011
9/8/2011,25.6,23,31.4,7.1,238,13.3,1011
9/9/2011,26.5,23,32.2,1,238,13.3,1011
9/10/2011,26.3,23.4,31.5,1,253,7.1,1011
9/11/2011,26,23.4,31.5,1,253,7.1,1011
9/12/2011,25.7,23,31,3,253,7.1,1011
9/13/2011,28.4,23,32.6,5.1,253,8.4,1011
9/14/2011,28.3,24,32.4,5.1,253,11.3,1011
9/15/2011,27.9,25,32,5.1,241,10,1011
9/16/2011,28.4,24.2,34.3,5.1,241,13.5,1011
9/17/2011,28.4,24.2,33,5.1,241,13.5,1011
9/18/2011,27.9,25,33.4,5.1,233,12.8,1011
9/19/2011,27,25,32,0,233,12.5,1011
9/20/2011,27.1,24,32.6,30,233,15.1,1011
9/21/2011,24.7,23,29.6,30,269,7.1,1011
9/22/2011,25.4,23,28.4,0,269,12.1,1011
9/23/2011,24.7,23,28.2,33,238,9.2,1011
9/24/2011,25.3,23.2,28.6,0,238,9.2,1011
9/25/2011,26.4,24,31.2,0.8,238,9.2,1011
9/26/2011,27.3,24,33.4,16,238,11.3,1011
9/27/2011,25.7,23,29,16,238,10.8,1011
9/28/2011,25.6,24,29.4,43.2,238,14.7,1011
9/29/2011,27.6,24.2,32.6,1.5,339,8.9,1011
9/30/2011,27.2,26,32.4,1.5,339,8.9,1011
10/1/2011,27.7,25,33.4,1.5,339,8.9,1011
10/2/2011,27.6,25,33.4,1.5,339,8.9,1011
10/3/2011,24.6,23,29.4,1.5,339,7.4,1011
10/4/2011,26.3,23.8,32.3,1.5,339,6.3,1011
10/5/2011,25,23.8,27.6,3,339,6.3,1011
10/6/2011,26.9,24,33.4,44.5,339,6.3,1011
10/7/2011,26.3,24,30,44.5,339,6.1,1011
10/8/2011,26.1,24,32.4,44.5,339,6.6,1011
10/9/2011,24.4,23,29.2,44.5,339,4.9,1011
10/10/2011,27,23.2,31.6,23.1,339,6.3,1011
10/11/2011,26.1,24,30.1,23.1,339,5.8,1011
10/12/2011,26.1,24,32.4,23.1,339,8.7,1011
10/13/2011,25,24,29.3,27.9,339,8.9,1011
10/14/2011,25.8,23,31.6,0,339,8.3,1011
10/15/2011,27.5,24,32.6,0,339,7.7,1011
10/16/2011,28.1,23,32.4,0,339,4.8,1011
10/17/2011,27.1,24,33,13,339,6.3,1011
10/18/2011,26.6,23,33.4,0,339,6.5,1011
10/19/2011,26.8,23,34,0,339,6.5,1011
10/20/2011,27,23,32.4,0,339,8.7,1011
10/21/2011,27.2,23,32,0,339,5.9,1011
10/22/2011,26.6,24,32.4,15.5,339,6.8,1011
10/23/2011,26.8,23,32.4,15.5,339,8,1011
10/24/2011,27.3,23,33,15.5,339,8,1011
10/25/2011,27.6,23,32.4,15.5,339,5.4,1011
10/26/2011,26.8,24,33.4,15.5,339,6.4,1011
10/27/2011,27.6,22,33.4,15.5,339,5.7,1011
10/28/2011,27,22,33.4,15.5,339,5.7,1011
10/29/2011,25.8,22,32,15.5,339,5.7,1011
10/30/2011,27.7,22,33,15.5,339,5.7,1011
10/31/2011,27.2,23.3,32.6,15.5,339,5,1011
11/1/2011,27.6,23.3,33.4,15.5,339,5,1011
11/2/2011,26.6,23,33.4,15.5,339,5.2,1011
11/3/2011,27.3,23,33.4,15.5,339,5.2,1011
11/4/2011,28.1,23,32.4,32,339,10.7,1011
11/5/2011,26.1,23,32.4,32,339,10.7,1011
11/6/2011,25.2,22,29.4,0.5,339,9.6,1011
11/7/2011,25.1,22,28.4,0.5,339,9.6,1011
11/8/2011,26.3,22.3,30,0.5,339,8.8,1011
11/9/2011,27.6,24,32.4,0.5,339,7.5,1011
11/10/2011,25.4,21.4,32.4,0.5,339,5.5,1011
11/11/2011,24.6,21.4,32.4,0.5,339,5.5,1011
11/12/2011,26.6,21.4,32,0.5,339,5.5,1011
11/13/2011,26.3,23,33.4,0.5,339,6.1,1011
11/14/2011,26.3,23,31.4,0.5,339,6.1,1011
11/15/2011,27.1,23.4,32.4,0.5,339,6.8,1011
11/16/2011,26.7,23.4,32.4,0.5,339,6.8,1011
11/17/2011,28.4,23.4,33,0.5,339,6.8,1011
11/18/2011,26.7,24,31.4,0.5,339,6.8,1011
11/19/2011,27.1,24,33,0.5,339,6.8,1011
11/20/2011,27.6,23.4,33.3,0.5,339,11.4,1011
11/21/2011,27.3,24,34,0.5,339,7.3,1011
11/22/2011,28.2,24,33.6,0.5,339,5.9,1011
11/23/2011,27.2,22,34.4,0.5,339,5.9,1011
11/24/2011,27.2,22,33.2,0.5,339,5.9,1011
11/25/2011,27.4,23,32,0.5,339,5.9,1011
11/26/2011,27.3,23,33.2,0.5,339,5.9,1011
11/27/2011,27.4,23,32.6,0.5,339,5.9,1011
11/28/2011,26.3,23,32.2,3,339,5.9,1011
11/29/2011,26.7,23,32.3,3,339,5.9,1011
11/30/2011,27.4,23,32.6,3,339,4.3,1011
12/1/2011,27.2,23,33.4,3,339,5.7,1011
12/2/2011,27,22,32.4,3,339,10.6,1011
12/3/2011,25.9,22,31.2,3,11,5.6,1011
12/4/2011,25.8,22,31,3,11,5.6,1011
12/5/2011,25.9,21,31,3,11,6.5,1011
12/6/2011,26.7,23,32.3,3,11,9.4,1011
12/7/2011,26.7,24,30.8,3,11,6.1,1011
12/8/2011,24.6,23,31,3,11,6.6,1011
12/9/2011,24.9,21,27.4,0,11,10.9,1011
12/10/2011,25.7,21,32,0,11,10.9,1011
12/11/2011,24.3,21,30.6,0,11,12,1011
12/12/2011,24.8,18.4,31,0,21,9,1011
12/13/2011,25.2,21,30,0,21,10.7,1011
12/14/2011,25.5,22,32.4,0,21,10.7,1011
12/15/2011,26.4,21,33.2,0,21,10.7,1011
12/16/2011,26.2,21,32.4,0,21,10.7,1011
12/17/2011,26,21,32.4,0,21,10.7,1011
12/18/2011,25.9,21,32.4,0,21,10.7,1011
12/19/2011,25.6,21,31.4,0,14,12,1011
12/20/2011,24.8,21,29.2,0,35,8.8,1011
12/21/2011,26.4,23,32.4,0,35,7.1,1011
12/22/2011,26.8,23,31.5,0,35,4.6,1011
12/23/2011,26.3,23,32.4,0,35,6.7,1011
12/24/2011,24.2,19,31.8,0,35,8.1,1011
12/25/2011,23.9,19,29.6,0,35,8.1,1011
12/26/2011,25.6,19,31.4,0,35,8.1,1011
12/27/2011,25.4,22,31,0,35,8.1,1011
12/28/2011,25.2,22,30,0,35,8.1,1011
12/29/2011,26.4,20,32.4,0,35,7.7,1011
12/30/2011,26.7,22.4,33.2,0,35,7.7,1011
12/31/2011,26.3,23,31.4,0,35,8,1011
1/1/2012,26.7,23,32.2,0,128,9.2,1011
1/2/2012,26,23,32.2,0,128,9.2,1011
1/3/2012,25.6,21,31.6,0,128,6.3,1011
1/4/2012,25.7,21,31.6,0,128,6.3,1011
1/5/2012,25.9,22,32,0,128,6.7,1011
1/6/2012,26.2,22,32.4,0,128,6.7,1011
1/7/2012,26.5,21,33,31,128,10.1,1011
1/8/2012,25.8,21,31.4,31,128,7.9,1011
1/9/2012,26.2,21,32.7,31,128,7.9,1011
1/10/2012,25.5,22.6,29.4,31,128,7.9,1011
1/11/2012,24.8,22,29.4,31,128,7.9,1011
1/12/2012,27.1,22,33.4,31,128,7.9,1011
1/13/2012,26.8,22.4,32.2,31,128,7.7,1011
1/14/2012,28.3,23,34.6,31,128,13.3,1011
1/15/2012,27.1,23,33.4,31,128,10.5,1011
1/16/2012,27.3,23,33.8,31,128,10.5,1011
1/17/2012,25.6,24,31.2,31,128,8.1,1011
1/18/2012,26.8,23,31,0,128,9.8,1011
1/19/2012,27.5,24,33.2,0,128,14.8,1011
1/20/2012,27.6,23,33.2,0,134,7.8,1011
1/21/2012,26.8,23,33,0,134,7.8,1011
1/22/2012,27.1,22.7,34,32,134,7.8,1011
1/23/2012,26.4,23.6,33.2,32,134,6.8,1011
1/24/2012,26.6,22.1,33.4,32,134,6.8,1011
1/25/2012,26.4,22,33.4,32,134,6.8,1011
1/26/2012,26.7,22,32.6,32,134,6.8,1011
1/27/2012,26.1,22,32.4,32,134,6.3,1011
1/28/2012,27.1,22,33.4,32,134,9.4,1011
1/29/2012,26.9,24,32,32,134,9.4,1011
1/30/2012,26.7,23,33.4,32,134,8.5,1011
1/31/2012,26.9,22,32,32,134,7.7,1011
2/1/2012,27.2,23,34.6,32,134,6.9,1011
2/2/2012,27.4,23,33.4,32,134,7.7,1011
2/3/2012,26.7,23,33,32,134,10.3,1011
2/4/2012,27.8,23.3,32.3,32,134,10.3,1011
2/5/2012,28.1,22.4,34.5,32,134,10.3,1011
2/6/2012,26.9,22.4,33.4,32,134,10.3,1011
2/7/2012,26.9,24,32,32,134,12.2,1011
2/8/2012,27.1,24,33.2,32,134,12.2,1011
2/9/2012,27.2,21,34.7,32,133,7.8,1011
2/10/2012,26.6,21,34,32,133,7.8,1011
2/11/2012,27.9,21,34.4,32,133,7.8,1011
2/12/2012,27.3,21.2,33.2,32,133,10.3,1011
2/13/2012,26.9,21.2,33.8,32,133,10.3,1011
2/14/2012,26.7,21.2,32.5,32,133,10.3,1011
2/15/2012,27,24,32.5,32,133,10.3,1011
2/16/2012,27.6,24,33,32,133,10.8,1011
2/17/2012,25.4,23,32.4,32,133,10.1,1011
2/18/2012,26.5,23,33.2,0,133,10.1,1011
2/19/2012,26.2,22,32.4,0,133,10,1011
2/20/2012,27.7,22,33.1,0,133,10,1011
2/21/2012,27.4,24.2,32.4,0,133,9,1011
2/22/2012,26.5,24,31,0,133,10.7,1011
2/23/2012,27.4,24,33,0,133,12.9,1011
2/24/2012,27.9,24,33.8,0,133,10.9,1011
2/25/2012,27.8,25,33.5,0,133,12.5,1011
2/26/2012,27.9,25,33.4,0,133,12.5,1011
2/27/2012,27.7,21.6,34.4,0,133,11.5,1011
2/28/2012,27.8,21.6,34.4,0,133,11.5,1011
2/29/2012,28.8,24,34,0,133,11.5,1011
3/1/2012,28.3,23.2,34.4,0,133,14.6,1011
3/2/2012,29.3,23.2,36.5,0,133,14.6,1011
3/3/2012,29.2,24.2,36,0,133,15.6,1011
3/4/2012,28.5,25,34.3,0,133,15.6,1011
3/5/2012,28.7,25,36.2,0,133,15.6,1011
3/6/2012,28.9,25.7,34.6,0,133,12.8,1011
3/7/2012,28.6,26,34.2,0,133,13.5,1011
3/8/2012,28.7,24.2,34,0,340,9,1011
3/9/2012,29.1,24.2,34.4,0,340,9,1011
3/10/2012,28.8,23.2,36.4,0,340,9,1011
3/11/2012,29.8,23.2,36,0,340,9,1011
3/12/2012,29.3,24,36.1,0,340,9,1011
3/13/2012,28.8,24,35.4,0,340,9,1011
3/14/2012,29.6,24,36.5,0,340,9,1011
3/15/2012,26.7,24,34.2,0,340,9.2,1011
3/16/2012,28.1,24,35.3,0,340,9.2,1011
3/17/2012,28.5,25,33.4,0,340,11,1011
3/18/2012,28.1,25,32.7,0,340,11,1011
3/19/2012,28.3,25,33.2,24.9,340,10,1011
3/20/2012,28.8,26,34,24.9,340,7.9,1011
3/21/2012,26.1,23,33.4,24.9,340,8.8,1011
3/22/2012,28.3,24,33.6,0,340,10.4,1011
3/23/2012,27.9,25,34.2,0,340,9.5,1011
3/24/2012,27.4,23,33.5,0,340,9.4,1011
3/25/2012,28.2,24,33.4,0,340,10,1011
3/26/2012,27.8,23,33.6,53.1,340,6.7,1011
3/27/2012,28.3,23,33.6,53.1,340,6.7,1011
3/28/2012,28,23.6,34.4,53.1,340,8.7,1011
3/29/2012,29,23.6,34.2,53.1,340,8.7,1011
3/30/2012,28.6,26,34.4,53.1,340,8.6,1011
3/31/2012,27,22,32.4,53.1,340,22.4,1011
4/1/2012,22.6,22,25.2,53.1,340,22.4,1011
4/2/2012,26.2,22,31.2,21.1,176,13.4,1011
4/3/2012,27.6,24,33.2,0,135,13.2,1011
4/4/2012,27.9,24,33,0,135,13.2,1011
4/5/2012,28.5,25.2,34.4,0,135,11.9,1011
4/6/2012,28.2,26,33,0,107,12.7,1011
4/7/2012,28.5,24,34.6,0,107,10.2,1011
4/8/2012,28.4,24,34.4,0,103,12.9,1011
4/9/2012,28.9,24,35,0,103,12.9,1011
4/10/2012,28.4,24,35,0,123,10.7,1011
4/11/2012,28.6,26,34.4,0,123,13.4,1011
4/12/2012,28.6,26,33.1,0,123,12.8,1011
4/13/2012,28.3,25,33.4,0,123,10.2,1011
4/14/2012,28.9,25.4,34,0,123,15.2,1011
4/15/2012,29.1,26,33.7,0,134,13.3,1011
4/16/2012,29.2,26,34.2,0,132,10.9,1011
4/17/2012,29.6,26.8,34.4,0,233,13.2,1011
4/18/2012,29.7,27,34.3,0,233,13.2,1011
4/19/2012,29.8,27,35.6,0,233,8.8,1011
4/20/2012,29.7,27,35,0,233,8.8,1011
4/21/2012,27.6,24,35.2,0,233,10.9,1011
4/22/2012,28.3,24,34.2,0,233,7.2,1011
4/23/2012,29.3,24.1,35.7,0,233,12.8,1011
4/24/2012,29.4,27,36,0,233,12.8,1011
4/25/2012,28.8,26,36.3,0,233,12.8,1011
4/26/2012,27.3,22,36,0,233,6.2,1011
4/27/2012,28.6,22,33.6,0,233,6.2,1011
4/28/2012,27.8,24,34.4,5.1,233,6.2,1011
4/29/2012,27.4,24,34.4,5.1,233,6.2,1011
4/30/2012,28.9,24,34.7,5.1,233,9.8,1011
5/1/2012,29.8,26.4,35.3,0,233,9.8,1011
5/2/2012,29.8,27,35.4,0,233,11.8,1011
5/3/2012,29.3,25,36.2,0,233,11.4,1011
5/4/2012,29.7,25.2,36.4,0,233,12.6,1011
5/5/2012,29.9,26,35.6,0,233,12.6,1011
5/6/2012,28,24,34.2,5.1,268,6.9,1011
5/7/2012,25.8,24,33.3,5.1,268,5.5,1011
5/8/2012,26.7,24,32.4,0,268,5.5,1011
5/9/2012,27.9,24,34,0,268,8.3,1011
5/10/2012,29.4,26,35.2,0,268,10.4,1011
5/11/2012,28.3,24,34.2,0,268,8.1,1011
5/12/2012,27.2,25,34.4,0,268,10.3,1011
5/13/2012,27.3,22.4,35.6,12.2,268,8.4,1011
5/14/2012,26.3,22.4,33.4,12.2,268,8.4,1011
5/15/2012,25.3,22.4,32,0,268,9.3,1011
5/16/2012,26.4,23,32.2,0,268,7.6,1011
5/17/2012,28.1,24,33.4,0,268,12.5,1011
5/18/2012,28.7,26,35.2,0,268,9.9,1011
5/19/2012,29.4,26,36.5,0,268,9.9,1011
5/20/2012,29.8,26,36.4,0,268,13.9,1011
5/21/2012,29.6,26.2,35.2,0,268,13.9,1011
5/22/2012,30.2,26.2,35.2,5.1,268,13.9,1011
5/23/2012,28.9,25,36,5.1,268,13.9,1011
5/24/2012,27.1,24,33.4,5.1,268,13,1011
5/25/2012,27.1,26,30.4,5.1,268,11.9,1011
5/26/2012,27,23,33.2,5.1,268,10.1,1011
5/27/2012,25.5,23,33.2,10.2,268,10.1,1011
5/28/2012,27.4,23.2,33.2,84.1,268,10.1,1011
5/29/2012,28.8,24.2,33.4,84.1,268,10.1,1011
5/30/2012,29.4,24.2,34.2,84.1,268,11,1011
5/31/2012,28.1,23,34.2,84.1,268,8.7,1011
6/1/2012,26,23,32,84.1,268,8.7,1011
6/2/2012,27.8,23.4,33.3,0,268,6.9,1011
6/3/2012,28.2,24.3,34.4,0,268,9,1011
6/4/2012,28.3,25,33.4,0,233,11.1,1011
6/5/2012,27.6,24,34,7.9,233,12.4,1011
6/6/2012,26.4,24,30.4,0,233,11.3,1011
6/7/2012,27.8,24.2,33.4,1.5,233,13.2,1011
6/8/2012,26.2,24,32,7.9,233,11.4,1011
6/9/2012,25.7,24,31,10.9,233,10.8,1011
6/10/2012,27.4,24,32.6,11.2,233,10.8,1011
6/11/2012,25.7,24,32.4,11.2,233,14.4,1011
6/12/2012,27.2,24,32,11.2,233,14.4,1011
6/13/2012,28.6,23.2,33,11.2,249,12.8,1011
6/14/2012,28.9,25,33.4,11.2,249,16.2,1011
6/15/2012,27.6,24.3,32.4,11.2,234,18.9,1011
6/16/2012,28.1,24.3,31.4,11.2,234,18.9,1011
6/17/2012,25.7,23,31,11.2,231,13.8,1011
6/18/2012,26.4,24,30.6,11.2,231,15.1,1011
6/19/2012,28.5,25,32.1,11.2,245,16.8,1011
6/20/2012,28.8,25.3,33.4,11.2,242,18.5,1011
6/21/2012,27.3,23,34,11.2,236,12.1,1011
6/22/2012,28.7,23.2,33.6,11.2,236,9.1,1011
6/23/2012,28.6,25,34.4,11.2,236,13.4,1011
6/24/2012,28.6,25,33.4,11.2,240,13.3,1011
6/25/2012,28.9,24.2,34,11.2,240,15.4,1011
6/26/2012,28.2,24,34.6,11.2,251,11.1,1011
6/27/2012,27,24,33.6,11.2,251,11.1,1011
6/28/2012,27.2,24,33.6,2,251,11.1,1011
6/29/2012,26.4,23,33.8,2,251,10.8,1011
6/30/2012,25.7,23,31.6,0,251,11.3,1011
7/1/2012,26.3,23,32.2,3.6,251,6.9,1011
7/2/2012,26.6,23,34.3,1,251,6.9,1011
7/3/2012,26.4,23,33.4,8.1,251,6.9,1011
7/4/2012,27.1,24,32.4,8.1,251,9.2,1011
7/5/2012,28.2,25,32.6,22.1,251,8.2,1011
7/6/2012,27.9,24,32.6,22.1,251,8.2,1011
7/7/2012,26.7,24,33.4,22.1,251,8.2,1011
7/8/2012,26.8,24,33,22.1,251,8.2,1011
7/9/2012,25.7,23.8,33.4,42.2,251,7.1,1011
7/10/2012,27,23.8,33.4,9.1,251,7.1,1011
7/11/2012,25.6,24,32.4,9.1,251,7.7,1011
7/12/2012,25.8,23,33.4,18,251,10.9,1011
7/13/2012,26.1,23,31.2,5.1,251,9.3,1011
7/14/2012,27.8,23.2,34.4,0,251,9.7,1011
7/15/2012,28.5,24,34.4,0,251,9.7,1011
7/16/2012,28.3,24,34.6,0,251,12.1,1011
7/17/2012,26.8,24,33.4,7.1,251,8.3,1011
7/18/2012,26.3,23.4,32.4,7.1,251,9.9,1011
7/19/2012,26.8,23.4,33.4,0,251,9.9,1011
7/20/2012,27.3,24,32.6,0,251,9.9,1011
7/21/2012,28.2,24.3,33.4,9.4,251,12.4,1011
7/22/2012,27.8,25,33.4,9.4,237,21.1,1011
7/23/2012,28.8,25,34.4,9.4,237,21.1,1011
7/24/2012,27.5,25,32.4,9.4,231,21.2,1011
7/25/2012,28,23,33.4,9.4,230,17.3,1011
7/26/2012,29,25.2,34.4,4.1,237,14.2,1011
7/27/2012,28.3,26,33.4,4.1,237,14.2,1011
7/28/2012,25.4,23,32.4,4.1,238,10.4,1011
7/29/2012,27.4,23,32.2,1,238,17,1011
7/30/2012,27.4,23.4,34.3,1,238,17,1011
7/31/2012,27.2,23.4,34.3,1,238,17,1011
8/1/2012,26.2,23.4,32.4,0,238,17,1011
8/2/2012,25.8,23.4,31.2,0,238,17,1011
8/3/2012,27.8,24,33.2,5.1,238,17,1011
8/4/2012,28.8,25,34.4,5.1,240,19.3,1011
8/5/2012,28.6,25,33.7,5.1,240,19.3,1011
8/6/2012,28.6,24.4,34.1,5.1,235,21.2,1011
8/7/2012,27.8,24,33.4,5.1,229,17.8,1011
8/8/2012,28.8,24,33,5.1,229,17.8,1011
8/9/2012,28.4,26,33.4,5.1,229,17.8,1011
8/10/2012,28.3,26,34.4,5.1,226,19.2,1011
8/11/2012,29,24.3,34.4,5.1,238,19.4,1011
8/12/2012,29.3,26,34,5.1,238,19.4,1011
8/13/2012,29.3,25,35.4,5.1,240,19.5,1011
8/14/2012,29.3,25,34.2,5.1,240,19.5,1011
8/15/2012,29.1,26,36,5.1,250,14.9,1011
8/16/2012,28.3,24,34,5.1,250,11.4,1011
8/17/2012,26.1,24,32.4,1,250,11.4,1011
8/18/2012,27.7,24,33.2,1,250,11.4,1011
8/19/2012,28.5,24,34.2,1,250,11.2,1011
8/20/2012,29.3,24,34.4,1,250,11.2,1011
8/21/2012,27.8,26,34.6,1,238,9.8,1011
8/22/2012,26.9,23,34.2,1,238,10.2,1011
8/23/2012,27.1,22.8,33,1,238,13,1011
8/24/2012,27.1,24,33,1,238,13,1011
8/25/2012,27.4,24,32.6,1,238,13,1011
8/26/2012,27.4,24,33.4,0,238,13,1011
8/27/2012,27.3,24.2,31.4,0,255,12.8,1011
8/28/2012,26.3,24,31.4,0,255,10.2,1011
8/29/2012,27,24,33.4,0,255,10.2,1011
8/30/2012,28.6,24,33.4,1.3,255,10.2,1011
8/31/2012,26.8,22,32.4,1.3,237,7.7,1011
9/1/2012,26.4,22,31.5,1.3,237,7.7,1011
9/2/2012,25.7,23,31,1.3,237,6.1,1011
9/3/2012,27.9,22,35.5,0,237,6.1,1011
9/4/2012,26.1,22,32.2,2.3,237,6.1,1011
9/5/2012,26.3,22,31,0,237,6.1,1011
9/6/2012,26.9,22,32,0,237,6.1,1011
9/7/2012,27.1,22,32,1.5,237,6.1,1011
9/8/2012,28.3,22,33.2,9.9,237,6.1,1011
9/9/2012,27.1,22,33,9.9,237,6.1,1011
9/10/2012,26.6,21.8,31.3,0,237,7.5,1011
9/11/2012,24.9,24,31.4,10.9,237,14.2,1011
9/12/2012,25.8,24,32,10.9,237,14.2,1011
9/13/2012,25.8,23,30.2,10.9,232,15.8,1011
9/14/2012,27.3,23,33.1,21.1,117,12,1011
9/15/2012,25.4,23,32.4,21.1,117,12,1011
9/16/2012,25.9,23,32.4,15,117,12,1011
9/17/2012,26.6,23,31.4,15,117,6.7,1011
9/18/2012,27.7,23.4,32.2,20.1,117,6.7,1011
9/19/2012,27.1,24.4,33.6,20.1,117,11,1011
9/20/2012,26.8,23,33.4,20.1,117,9.7,1011
9/21/2012,26.7,24,32.4,0,117,7.9,1011
9/22/2012,27.7,25,32.4,0,117,11.6,1011
9/23/2012,27.3,24.3,33.2,3,117,11.6,1011
9/24/2012,26.1,24.3,33.4,3,117,11.6,1011
9/25/2012,26.4,24,32.4,14,117,6.1,1011
