date,price,area,productivity,quantity
2012-12-24,10500,235.9,74.0,1746.1
2012-12-25,10500,235.9,74.0,1746.1
2012-12-26,10500,235.9,74.0,1746.1
2012-12-27,10500,235.9,74.0,1746.1
2012-12-28,11000,235.9,74.0,1746.1
2013-01-02,11000,238.1,73.5,1749.4
2013-01-03,11000,238.1,73.5,1749.4
2013-01-04,11000,238.1,73.5,1749.4
2013-01-05,11000,238.1,73.5,1749.4
2013-01-07,11000,238.1,73.5,1749.4
2013-01-08,11000,238.1,73.5,1749.4
2013-01-09,11000,238.1,73.5,1749.4
2013-01-10,10500,238.1,73.5,1749.4
2013-01-11,10500,238.1,73.5,1749.4
2013-01-14,10500,238.1,73.5,1749.4
2013-01-15,10500,238.1,73.5,1749.4
2013-01-16,10500,238.1,73.5,1749.4
2013-01-21,10500,238.1,73.5,1749.4
2013-01-25,10500,238.1,73.5,1749.4
2013-01-29,10500,238.1,73.5,1749.4
2013-01-31,10500,238.1,73.5,1749.4
2013-02-04,10500,238.1,73.5,1749.4
2013-02-06,10500,238.1,73.5,1749.4
2013-02-18,11000,238.1,73.5,1749.4
2013-02-19,11000,238.1,73.5,1749.4
2013-02-20,10500,238.1,73.5,1749.4
2013-02-21,10500,238.1,73.5,1749.4
2013-02-22,10500,238.1,73.5,1749.4
2013-02-23,10500,238.1,73.5,1749.4
2013-02-25,10500,238.1,73.5,1749.4
2013-02-26,10500,238.1,73.5,1749.4
2013-02-27,10500,238.1,73.5,1749.4
2013-02-28,10500,238.1,73.5,1749.4
2013-03-01,10500,238.1,73.5,1749.4
2013-03-04,10500,238.1,73.5,1749.4
2013-03-08,10500,238.1,73.5,1749.4
2013-03-11,10500,238.1,73.5,1749.4
2013-03-12,10500,238.1,73.5,1749.4
2013-03-13,10500,238.1,73.5,1749.4
2013-03-14,10500,238.1,73.5,1749.4
2013-03-15,10500,238.1,73.5,1749.4
2013-03-21,10500,238.1,73.5,1749.4
2013-03-22,10500,238.1,73.5,1749.4
2013-03-25,10500,238.1,73.5,1749.4
2013-03-26,10500,238.1,73.5,1749.4
2013-03-27,10500,238.1,73.5,1749.4
2013-03-28,10500,238.1,73.5,1749.4
2013-03-29,10500,238.1,73.5,1749.4
2013-04-01,10500,238.1,73.5,1749.4
2013-04-02,10500,238.1,73.5,1749.4
2013-04-03,10500,238.1,73.5,1749.4
2013-04-05,10500,238.1,73.5,1749.4
2013-04-08,10500,238.1,73.5,1749.4
2013-04-09,10500,238.1,73.5,1749.4
2013-04-10,10500,238.1,73.5,1749.4
2013-04-12,10500,238.1,73.5,1749.4
2013-04-15,10500,238.1,73.5,1749.4
2013-04-16,10500,238.1,73.5,1749.4
2013-04-17,10500,238.1,73.5,1749.4
2013-04-18,10500,238.1,73.5,1749.4
2013-04-23,10500,238.1,73.5,1749.4
2013-04-24,10500,238.1,73.5,1749.4
2013-04-25,10500,238.1,73.5,1749.4
2013-04-26,10500,238.1,73.5,1749.4
2013-05-02,10500,238.1,73.5,1749.4
2013-05-03,10500,238.1,73.5,1749.4
2013-05-04,10500,238.1,73.5,1749.4
2013-05-06,10500,238.1,73.5,1749.4
2013-05-07,10500,238.1,73.5,1749.4
2013-05-08,10500,238.1,73.5,1749.4
2013-05-09,10500,238.1,73.5,1749.4
2013-05-13,10500,238.1,73.5,1749.4
2013-05-14,10500,238.1,73.5,1749.4
2013-05-15,10500,238.1,73.5,1749.4
2013-05-16,10500,238.1,73.5,1749.4
2013-05-17,10500,238.1,73.5,1749.4
2013-05-21,10500,238.1,73.5,1749.4
2013-05-22,10500,238.1,73.5,1749.4
2013-05-23,10500,238.1,73.5,1749.4
2013-05-24,10500,238.1,73.5,1749.4
2013-05-27,10500,238.1,73.5,1749.4
2013-05-28,10500,238.1,73.5,1749.4
2013-05-29,10500,238.1,73.5,1749.4
2013-05-30,10500,238.1,73.5,1749.4
2013-05-31,10500,238.1,73.5,1749.4
2013-06-03,10500,238.1,73.5,1749.4
2013-06-04,10500,238.1,73.5,1749.4
2013-06-05,10500,238.1,73.5,1749.4
2013-06-06,10500,238.1,73.5,1749.4
2013-06-07,10500,238.1,73.5,1749.4
2013-06-10,10000,238.1,73.5,1749.4
2013-06-11,10000,238.1,73.5,1749.4
2013-06-12,10000,238.1,73.5,1749.4
2013-06-13,10000,238.1,73.5,1749.4
2013-06-14,10500,238.1,73.5,1749.4
2013-06-17,10500,238.1,73.5,1749.4
2013-06-18,10500,238.1,73.5,1749.4
2013-06-19,10500,238.1,73.5,1749.4
2013-06-20,10500,238.1,73.5,1749.4
2013-06-21,10500,238.1,73.5,1749.4
2013-06-24,10500,238.1,73.5,1749.4
2013-06-25,10500,238.1,73.5,1749.4
2013-06-26,10500,238.1,73.5,1749.4
2013-07-24,10000,238.1,73.5,1749.4
2013-07-26,10000,238.1,73.5,1749.4
2013-07-29,10000,238.1,73.5,1749.4
2013-07-30,10000,238.1,73.5,1749.4
2013-07-31,10000,238.1,73.5,1749.4
2013-08-01,10000,238.1,73.5,1749.4
2013-08-02,10000,238.1,73.5,1749.4
2013-08-05,10500,238.1,73.5,1749.4
2013-08-06,10500,238.1,73.5,1749.4
2013-08-07,10500,238.1,73.5,1749.4
2013-08-08,10500,238.1,73.5,1749.4
2013-08-09,10500,238.1,73.5,1749.4
2013-08-12,10500,238.1,73.5,1749.4
2013-08-13,10500,238.1,73.5,1749.4
2013-08-14,10500,238.1,73.5,1749.4
2013-08-16,10500,238.1,73.5,1749.4
2013-08-19,10500,238.1,73.5,1749.4
2013-08-20,10500,238.1,73.5,1749.4
2013-08-21,10500,238.1,73.5,1749.4
2013-08-22,10500,238.1,73.5,1749.4
2013-08-23,10500,238.1,73.5,1749.4
2013-08-26,10500,238.1,73.5,1749.4
2013-08-27,10500,238.1,73.5,1749.4
2013-08-29,10500,238.1,73.5,1749.4
2013-09-04,10500,238.1,73.5,1749.4
2013-09-05,10500,238.1,73.5,1749.4
2013-09-06,10500,238.1,73.5,1749.4
2013-09-09,10500,238.1,73.5,1749.4
2013-09-10,10500,238.1,73.5,1749.4
2013-09-12,10500,238.1,73.5,1749.4
2013-09-16,10500,238.1,73.5,1749.4
2013-09-19,10200,238.1,73.5,1749.4
2013-09-23,10200,238.1,73.5,1749.4
2013-09-24,10200,238.1,73.5,1749.4
2013-09-25,10200,238.1,73.5,1749.4
2013-09-26,10200,238.1,73.5,1749.4
2013-09-27,10200,238.1,73.5,1749.4
2013-09-30,10200,238.1,73.5,1749.4
2013-10-01,10200,238.1,73.5,1749.4
2013-10-02,10200,238.1,73.5,1749.4
2013-10-03,10200,238.1,73.5,1749.4
2013-10-04,10200,238.1,73.5,1749.4
2013-10-07,10200,238.1,73.5,1749.4
2013-10-08,10200,238.1,73.5,1749.4
2013-10-09,10200,238.1,73.5,1749.4
2013-10-10,10200,238.1,73.5,1749.4
2013-10-11,10200,238.1,73.5,1749.4
2013-10-15,10200,238.1,73.5,1749.4
2013-10-16,10200,238.1,73.5,1749.4
2013-10-17,10200,238.1,73.5,1749.4
2013-10-18,10200,238.1,73.5,1749.4
2013-10-21,10200,238.1,73.5,1749.4
2013-10-22,10200,238.1,73.5,1749.4
2013-10-25,10200,238.1,73.5,1749.4
2013-10-28,10500,238.1,73.5,1749.4
2013-10-30,10500,238.1,73.5,1749.4
2013-10-31,10500,238.1,73.5,1749.4
2013-11-01,10500,238.1,73.5,1749.4
2013-11-04,10500,238.1,73.5,1749.4
2013-11-05,10500,238.1,73.5,1749.4
2013-11-06,10500,238.1,73.5,1749.4
2013-11-07,10500,238.1,73.5,1749.4
2013-11-11,10500,238.1,73.5,1749.4
2013-11-12,10600,238.1,73.5,1749.4
2013-11-13,10600,238.1,73.5,1749.4
2013-11-14,10600,238.1,73.5,1749.4
2013-11-15,10600,238.1,73.5,1749.4
2013-11-18,10600,238.1,73.5,1749.4
2013-11-19,10600,238.1,73.5,1749.4
2013-11-20,10600,238.1,73.5,1749.4
2013-11-21,10600,238.1,73.5,1749.4
2013-11-22,10600,238.1,73.5,1749.4
2013-11-25,10600,238.1,73.5,1749.4
2013-11-26,10600,238.1,73.5,1749.4
2013-11-27,10600,238.1,73.5,1749.4
2013-11-28,10600,238.1,73.5,1749.4
2013-11-29,10600,238.1,73.5,1749.4
2013-12-02,10600,238.1,73.5,1749.4
2013-12-03,10600,238.1,73.5,1749.4
2013-12-05,10600,238.1,73.5,1749.4
2013-12-06,10600,238.1,73.5,1749.4
2014-01-03,10600,237.5,77.4,1837.2
2014-01-06,10600,237.5,77.4,1837.2
2014-01-07,10600,237.5,77.4,1837.2
2014-01-08,10600,237.5,77.4,1837.2
2014-01-09,10600,237.5,77.4,1837.2
2014-01-10,10600,237.5,77.4,1837.2
2014-01-13,10600,237.5,77.4,1837.2
2014-01-14,10600,237.5,77.4,1837.2
2014-01-15,10600,237.5,77.4,1837.2
2014-01-17,10600,237.5,77.4,1837.2
2014-01-20,10600,237.5,77.4,1837.2
2014-01-21,10600,237.5,77.4,1837.2
2014-01-22,10600,237.5,77.4,1837.2
2014-02-07,10500,237.5,77.4,1837.2
2014-02-08,10500,237.5,77.4,1837.2
2014-02-10,10500,237.5,77.4,1837.2
2014-02-11,10500,237.5,77.4,1837.2
2014-02-12,10500,237.5,77.4,1837.2
2014-02-13,10500,237.5,77.4,1837.2
2014-02-14,10500,237.5,77.4,1837.2
2014-02-17,10500,237.5,77.4,1837.2
2014-02-18,10500,237.5,77.4,1837.2
2014-02-19,10500,237.5,77.4,1837.2
2014-02-20,10500,237.5,77.4,1837.2
2014-02-21,10500,237.5,77.4,1837.2
2014-02-25,10500,237.5,77.4,1837.2
2014-02-26,10500,237.5,77.4,1837.2
2014-02-27,10500,237.5,77.4,1837.2
2014-03-02,10500,237.5,77.4,1837.2
2014-03-03,10500,237.5,77.4,1837.2
2014-03-04,10500,237.5,77.4,1837.2
2014-03-05,10500,237.5,77.4,1837.2
2014-03-06,10500,237.5,77.4,1837.2
2014-03-07,10500,237.5,77.4,1837.2
2014-03-10,10500,237.5,77.4,1837.2
2014-03-12,10500,237.5,77.4,1837.2
2014-03-13,10500,237.5,77.4,1837.2
2014-03-17,10500,237.5,77.4,1837.2
2014-03-18,10500,237.5,77.4,1837.2
2014-03-19,10500,237.5,77.4,1837.2
2014-03-20,10500,237.5,77.4,1837.2
2014-03-21,10500,237.5,77.4,1837.2
2014-03-24,10500,237.5,77.4,1837.2
2014-03-25,10500,237.5,77.4,1837.2
2014-03-27,10500,237.5,77.4,1837.2
2014-03-28,10500,237.5,77.4,1837.2
2014-03-31,10500,237.5,77.4,1837.2
2014-04-01,10500,237.5,77.4,1837.2
2014-04-02,10500,237.5,77.4,1837.2
2014-04-03,10500,237.5,77.4,1837.2
2014-04-04,10500,237.5,77.4,1837.2
2014-04-07,10500,237.5,77.4,1837.2
2014-04-10,10500,237.5,77.4,1837.2
2014-04-11,10500,237.5,77.4,1837.2
2014-04-14,10500,237.5,77.4,1837.2
2014-04-15,10500,237.5,77.4,1837.2
2014-04-16,10500,237.5,77.4,1837.2
2014-04-17,10500,237.5,77.4,1837.2
2014-04-21,10500,237.5,77.4,1837.2
2014-04-23,10500,237.5,77.4,1837.2
2014-04-24,10500,237.5,77.4,1837.2
2014-04-26,10500,237.5,77.4,1837.2
2014-05-05,10500,237.5,77.4,1837.2
2014-05-06,10500,237.5,77.4,1837.2
2014-05-07,10500,237.5,77.4,1837.2
2014-05-08,10500,237.5,77.4,1837.2
2014-05-09,10500,237.5,77.4,1837.2
2014-05-12,10500,237.5,77.4,1837.2
2014-05-13,10500,237.5,77.4,1837.2
2014-05-14,10500,237.5,77.4,1837.2
2014-05-15,10500,237.5,77.4,1837.2
2014-05-19,10500,237.5,77.4,1837.2
2014-05-20,10500,237.5,77.4,1837.2
2014-05-21,10500,237.5,77.4,1837.2
2014-05-23,10500,237.5,77.4,1837.2
2014-05-26,10500,237.5,77.4,1837.2
2014-05-27,10500,237.5,77.4,1837.2
2014-05-28,10500,237.5,77.4,1837.2
2014-05-30,10500,237.5,77.4,1837.2
2014-06-02,10500,237.5,77.4,1837.2
2014-06-05,10000,237.5,77.4,1837.2
2014-06-06,10000,237.5,77.4,1837.2
2014-06-09,10000,237.5,77.4,1837.2
2014-06-10,10000,237.5,77.4,1837.2
2014-06-11,10000,237.5,77.4,1837.2
2014-06-17,10000,237.5,77.4,1837.2
2014-06-19,10000,237.5,77.4,1837.2
2014-06-20,10000,237.5,77.4,1837.2
2014-06-23,10000,237.5,77.4,1837.2
2014-06-24,10000,237.5,77.4,1837.2
2014-06-25,10000,237.5,77.4,1837.2
2014-06-26,10000,237.5,77.4,1837.2
2014-07-01,10000,237.5,77.4,1837.2
2014-07-14,10000,237.5,77.4,1837.2
2014-07-15,10000,237.5,77.4,1837.2
2014-07-16,10000,237.5,77.4,1837.2
2014-07-21,10000,237.5,77.4,1837.2
2014-07-22,10000,237.5,77.4,1837.2
2014-07-23,10000,237.5,77.4,1837.2
2014-07-28,10000,237.5,77.4,1837.2
2014-07-29,10000,237.5,77.4,1837.2
2014-07-30,10000,237.5,77.4,1837.2
2014-07-31,10800,237.5,77.4,1837.2
2014-08-01,10800,237.5,77.4,1837.2
2014-08-04,10800,237.5,77.4,1837.2
2014-08-05,10800,237.5,77.4,1837.2
2014-08-07,10800,237.5,77.4,1837.2
2014-08-08,10800,237.5,77.4,1837.2
2014-08-11,10800,237.5,77.4,1837.2
2014-08-13,10500,237.5,77.4,1837.2
2014-08-14,10500,237.5,77.4,1837.2
2014-08-15,10500,237.5,77.4,1837.2
2014-08-18,10500,237.5,77.4,1837.2
2014-08-19,10500,237.5,77.4,1837.2
2014-08-20,10500,237.5,77.4,1837.2
2014-08-21,10500,237.5,77.4,1837.2
2014-08-22,10500,237.5,77.4,1837.2
2014-08-25,10500,237.5,77.4,1837.2
2014-08-27,10500,237.5,77.4,1837.2
2014-08-29,10500,237.5,77.4,1837.2
2014-09-03,10500,237.5,77.4,1837.2
2014-09-04,10500,237.5,77.4,1837.2
2014-09-05,10500,237.5,77.4,1837.2
2014-09-09,10500,237.5,77.4,1837.2
2014-09-11,10500,237.5,77.4,1837.2
2014-09-12,10500,237.5,77.4,1837.2
2014-09-15,10500,237.5,77.4,1837.2
2014-09-16,10500,237.5,77.4,1837.2
2014-09-17,10500,237.5,77.4,1837.2
2014-09-19,10500,237.5,77.4,1837.2
2014-09-22,10500,237.5,77.4,1837.2
2014-09-23,10500,237.5,77.4,1837.2
2014-09-24,10500,237.5,77.4,1837.2
2014-09-25,10500,237.5,77.4,1837.2
2014-09-26,10500,237.5,77.4,1837.2
2014-09-29,10500,237.5,77.4,1837.2
2014-09-30,10500,237.5,77.4,1837.2
2014-10-01,10500,237.5,77.4,1837.2
2014-10-02,10500,237.5,77.4,1837.2
2014-10-03,10500,237.5,77.4,1837.2
2014-10-06,10500,237.5,77.4,1837.2
2014-10-07,10500,237.5,77.4,1837.2
2014-10-13,10500,237.5,77.4,1837.2
2014-10-15,10500,237.5,77.4,1837.2
2014-10-16,10500,237.5,77.4,1837.2
2014-10-17,10500,237.5,77.4,1837.2
2014-10-20,10500,237.5,77.4,1837.2
2014-10-21,10500,237.5,77.4,1837.2
2014-10-22,10500,237.5,77.4,1837.2
2014-10-27,10500,237.5,77.4,1837.2
2014-11-04,10500,237.5,77.4,1837.2
2014-11-05,10500,237.5,77.4,1837.2
2014-11-06,10500,237.5,77.4,1837.2
2014-11-07,10500,237.5,77.4,1837.2
2014-11-10,10500,237.5,77.4,1837.2
2014-11-13,10500,237.5,77.4,1837.2
2014-11-14,10500,237.5,77.4,1837.2
2014-11-18,10500,237.5,77.4,1837.2
2014-11-20,10500,237.5,77.4,1837.2
2014-11-25,10000,237.5,77.4,1837.2
2014-11-28,10000,237.5,77.4,1837.2
2014-12-01,10000,237.5,77.4,1837.2
2014-12-02,10000,237.5,77.4,1837.2
2014-12-03,10000,237.5,77.4,1837.2
2014-12-08,10500,237.5,77.4,1837.2
2014-12-09,10500,237.5,77.4,1837.2
2014-12-11,10500,237.5,77.4,1837.2
2014-12-16,10500,237.5,77.4,1837.2
2014-12-23,10500,237.5,77.4,1837.2
2014-12-26,10500,237.5,77.4,1837.2
2014-12-29,10500,237.5,77.4,1837.2
2015-01-06,10500,238.6,75.6,1804.4
2015-01-07,10500,238.6,75.6,1804.4
2015-01-08,10500,238.6,75.6,1804.4
2015-01-12,10500,238.6,75.6,1804.4
2015-01-14,10500,238.6,75.6,1804.4
2015-01-16,10500,238.6,75.6,1804.4
2015-01-19,10500,238.6,75.6,1804.4
2015-01-20,10500,238.6,75.6,1804.4
2015-01-21,10000,238.6,75.6,1804.4
2015-01-22,10000,238.6,75.6,1804.4
2015-01-29,10000,238.6,75.6,1804.4
2015-01-30,10000,238.6,75.6,1804.4
2015-02-02,10000,238.6,75.6,1804.4
2015-02-25,10000,238.6,75.6,1804.4
2015-03-02,10000,238.6,75.6,1804.4
2015-03-04,10000,238.6,75.6,1804.4
2015-03-09,10000,238.6,75.6,1804.4
2015-03-10,10000,238.6,75.6,1804.4
2015-03-18,10000,238.6,75.6,1804.4
2015-03-19,10000,238.6,75.6,1804.4
2015-03-23,10000,238.6,75.6,1804.4
2015-03-24,10000,238.6,75.6,1804.4
2015-03-25,10000,238.6,75.6,1804.4
2015-03-30,10000,238.6,75.6,1804.4
2015-04-01,10000,238.6,75.6,1804.4
2015-04-02,10000,238.6,75.6,1804.4
2015-04-03,10000,238.6,75.6,1804.4
2015-04-06,10000,238.6,75.6,1804.4
2015-04-07,10000,238.6,75.6,1804.4
2015-04-08,10000,238.6,75.6,1804.4
2015-04-09,10000,238.6,75.6,1804.4
2015-04-13,10000,238.6,75.6,1804.4
2015-04-15,10000,238.6,75.6,1804.4
2015-05-04,10000,238.6,75.6,1804.4
2015-05-05,10000,238.6,75.6,1804.4
2015-05-06,10000,238.6,75.6,1804.4
2015-05-07,10000,238.6,75.6,1804.4
2015-05-11,10000,238.6,75.6,1804.4
2015-05-12,10000,238.6,75.6,1804.4
2015-05-15,10000,238.6,75.6,1804.4
2015-05-18,10000,238.6,75.6,1804.4
2015-05-20,10000,238.6,75.6,1804.4
2015-05-22,10000,238.6,75.6,1804.4
2015-05-25,10000,238.6,75.6,1804.4
2015-05-26,10000,238.6,75.6,1804.4
2015-05-27,10000,238.6,75.6,1804.4
2015-05-28,10000,238.6,75.6,1804.4
2015-05-29,10000,238.6,75.6,1804.4
2015-06-01,10000,238.6,75.6,1804.4
2015-06-03,10000,238.6,75.6,1804.4
2015-06-04,10000,238.6,75.6,1804.4
2015-06-05,10000,238.6,75.6,1804.4
2015-06-08,10000,238.6,75.6,1804.4
2015-06-09,10000,238.6,75.6,1804.4
2015-06-11,10000,238.6,75.6,1804.4
2015-06-12,10000,238.6,75.6,1804.4
2015-06-15,10000,238.6,75.6,1804.4
2015-06-16,10000,238.6,75.6,1804.4
2015-06-17,10000,238.6,75.6,1804.4
2015-06-18,10000,238.6,75.6,1804.4
2015-06-19,10000,238.6,75.6,1804.4
2015-06-23,10000,238.6,75.6,1804.4
2015-06-24,10000,238.6,75.6,1804.4
2015-06-25,10000,238.6,75.6,1804.4
2015-06-26,10000,238.6,75.6,1804.4
2015-07-01,10000,238.6,75.6,1804.4
2015-07-02,10000,238.6,75.6,1804.4
2015-07-06,10000,238.6,75.6,1804.4
2015-07-07,10000,238.6,75.6,1804.4
2015-07-08,10000,238.6,75.6,1804.4
2015-07-10,10000,238.6,75.6,1804.4
2015-07-24,10000,238.6,75.6,1804.4
2015-07-28,10000,238.6,75.6,1804.4
2015-07-30,10000,238.6,75.6,1804.4
2015-08-03,10000,238.6,75.6,1804.4
2015-08-06,10000,238.6,75.6,1804.4
2015-08-11,10000,238.6,75.6,1804.4
2015-08-14,10000,238.6,75.6,1804.4
2015-08-19,10000,238.6,75.6,1804.4
2015-08-21,9500,238.6,75.6,1804.4
2015-09-04,9500,238.6,75.6,1804.4
2015-09-07,9500,238.6,75.6,1804.4
2015-09-09,9500,238.6,75.6,1804.4
2015-09-11,9500,238.6,75.6,1804.4
2015-09-15,9500,238.6,75.6,1804.4
2015-09-17,9500,238.6,75.6,1804.4
2015-09-18,9500,238.6,75.6,1804.4
2015-09-21,9500,238.6,75.6,1804.4
2015-09-22,9500,238.6,75.6,1804.4
2015-09-23,9500,238.6,75.6,1804.4
2015-09-25,9500,238.6,75.6,1804.4
2015-09-29,9500,238.6,75.6,1804.4
2015-09-30,9500,238.6,75.6,1804.4
2015-10-01,9500,238.6,75.6,1804.4
2015-10-05,9500,238.6,75.6,1804.4
2015-10-07,9500,238.6,75.6,1804.4
2015-10-13,9500,238.6,75.6,1804.4
2015-10-15,10000,238.6,75.6,1804.4
2015-10-16,10000,238.6,75.6,1804.4
2015-10-20,10000,238.6,75.6,1804.4
2015-10-21,10000,238.6,75.6,1804.4
2015-10-26,10000,238.6,75.6,1804.4
2015-10-29,10000,238.6,75.6,1804.4
2015-11-06,10000,238.6,75.6,1804.4
2015-11-09,10000,238.6,75.6,1804.4
2015-11-10,10000,238.6,75.6,1804.4
2015-11-11,10000,238.6,75.6,1804.4
2015-11-12,10000,238.6,75.6,1804.4
2015-11-13,10000,238.6,75.6,1804.4
2015-11-19,10000,238.6,75.6,1804.4
2015-11-20,10000,238.6,75.6,1804.4
2015-11-24,10000,238.6,75.6,1804.4
2015-11-25,10000,238.6,75.6,1804.4
2015-11-27,10000,238.6,75.6,1804.4
2015-11-30,10000,238.6,75.6,1804.4
2015-12-02,10000,238.6,75.6,1804.4
2015-12-03,10000,238.6,75.6,1804.4
2015-12-04,10000,238.6,75.6,1804.4
2015-12-09,10000,238.6,75.6,1804.4
2015-12-11,10000,238.6,75.6,1804.4
2015-12-14,10000,238.6,75.6,1804.4
2015-12-15,10000,238.6,75.6,1804.4
2015-12-29,10000,238.6,75.6,1804.4
2016-01-04,10000,239.3,71.9,1719.9
2016-01-05,10000,239.3,71.9,1719.9
2016-02-15,9500,239.3,71.9,1719.9
2016-02-17,9500,239.3,71.9,1719.9
2016-02-18,9500,239.3,71.9,1719.9
2016-02-22,10000,239.3,71.9,1719.9
2016-02-23,10000,239.3,71.9,1719.9
2016-02-24,10000,239.3,71.9,1719.9
2016-03-02,10000,239.3,71.9,1719.9
2016-03-04,10500,239.3,71.9,1719.9
2016-03-08,10500,239.3,71.9,1719.9
2016-03-09,10500,239.3,71.9,1719.9
2016-03-11,10500,239.3,71.9,1719.9
2016-03-14,10500,239.3,71.9,1719.9
2016-03-15,10500,239.3,71.9,1719.9
2016-03-23,10500,239.3,71.9,1719.9
2016-03-25,10500,239.3,71.9,1719.9
2016-03-31,10500,239.3,71.9,1719.9
2016-04-04,10500,239.3,71.9,1719.9
2016-04-06,10500,239.3,71.9,1719.9
2016-04-07,10500,239.3,71.9,1719.9
2016-04-08,10500,239.3,71.9,1719.9
2016-04-11,10500,239.3,71.9,1719.9
2016-04-12,10500,239.3,71.9,1719.9
2016-04-14,10500,239.3,71.9,1719.9
2016-04-15,10500,239.3,71.9,1719.9
2016-04-26,10500,239.3,71.9,1719.9
2016-05-04,10000,239.3,71.9,1719.9
2016-05-06,10000,239.3,71.9,1719.9
2016-05-13,10000,239.3,71.9,1719.9
2016-05-17,10000,239.3,71.9,1719.9
2016-05-18,10000,239.3,71.9,1719.9
2016-05-19,10000,239.3,71.9,1719.9
2016-05-20,10000,239.3,71.9,1719.9
2016-05-24,10000,239.3,71.9,1719.9
2016-05-25,10000,239.3,71.9,1719.9
2016-06-02,10000,239.3,71.9,1719.9
2016-06-03,10000,239.3,71.9,1719.9
2016-06-06,10000,239.3,71.9,1719.9
2016-06-13,10000,239.3,71.9,1719.9
2016-08-22,10000,239.3,71.9,1719.9
2016-08-23,10000,239.3,71.9,1719.9
2016-08-24,10000,239.3,71.9,1719.9
2016-08-29,9500,239.3,71.9,1719.9
2016-08-30,9500,239.3,71.9,1719.9
2016-08-31,9500,239.3,71.9,1719.9
2016-09-01,9500,239.3,71.9,1719.9
2016-09-06,9500,239.3,71.9,1719.9
2016-09-12,9500,239.3,71.9,1719.9
2016-09-13,9500,239.3,71.9,1719.9
2016-09-15,9500,239.3,71.9,1719.9
2016-09-20,9500,239.3,71.9,1719.9
2016-09-21,9500,239.3,71.9,1719.9
2016-09-22,9500,239.3,71.9,1719.9
2016-09-23,9500,239.3,71.9,1719.9
2016-09-27,9500,239.3,71.9,1719.9
2016-09-28,9500,239.3,71.9,1719.9
2016-09-30,10000,239.3,71.9,1719.9
2016-10-03,10000,239.3,71.9,1719.9
2016-10-04,10000,239.3,71.9,1719.9
2016-10-05,10000,239.3,71.9,1719.9
2016-10-07,10000,239.3,71.9,1719.9
2016-10-12,10000,239.3,71.9,1719.9
2016-10-13,10000,239.3,71.9,1719.9
2016-10-17,10000,239.3,71.9,1719.9
2016-10-20,10000,239.3,71.9,1719.9
2016-10-21,10000,239.3,71.9,1719.9
2016-10-24,10000,239.3,71.9,1719.9
2016-10-25,10000,239.3,71.9,1719.9
2016-10-26,10000,239.3,71.9,1719.9
2016-10-27,10000,239.3,71.9,1719.9
2016-10-28,10000,239.3,71.9,1719.9
2016-10-31,10000,239.3,71.9,1719.9
2016-11-01,10000,239.3,71.9,1719.9
2016-11-02,10000,239.3,71.9,1719.9
2016-11-03,10000,239.3,71.9,1719.9
2016-11-04,10000,239.3,71.9,1719.9
2016-11-07,10000,239.3,71.9,1719.9
2016-11-08,10000,239.3,71.9,1719.9
2016-11-09,10000,239.3,71.9,1719.9
2016-11-10,10000,239.3,71.9,1719.9
2016-11-11,10000,239.3,71.9,1719.9
2016-11-15,10000,239.3,71.9,1719.9
2016-11-16,10000,239.3,71.9,1719.9
2016-11-17,10000,239.3,71.9,1719.9
2016-11-18,10000,239.3,71.9,1719.9
2016-11-22,10000,239.3,71.9,1719.9
2016-11-23,10000,239.3,71.9,1719.9
2016-11-24,10000,239.3,71.9,1719.9
2016-11-25,10000,239.3,71.9,1719.9
2016-11-28,10000,239.3,71.9,1719.9
2016-11-29,10000,239.3,71.9,1719.9
2016-11-30,10000,239.3,71.9,1719.9
2016-12-01,10000,239.3,71.9,1719.9
2016-12-02,10000,239.3,71.9,1719.9
2016-12-05,10000,239.3,71.9,1719.9
2016-12-06,10000,239.3,71.9,1719.9
2016-12-08,10000,239.3,71.9,1719.9
2016-12-09,10000,239.3,71.9,1719.9
2016-12-27,11000,239.3,71.9,1719.9
2016-12-29,11000,239.3,71.9,1719.9
2017-01-05,10500,236.2,70.2963590177815,1660.4
2017-01-10,10500,236.2,70.2963590177815,1660.4
2017-01-11,10500,236.2,70.2963590177815,1660.4
2017-02-03,10000,236.2,70.2963590177815,1660.4
2017-02-06,10000,236.2,70.2963590177815,1660.4
2017-02-07,10000,236.2,70.2963590177815,1660.4
2017-02-08,10000,236.2,70.2963590177815,1660.4
2017-02-09,10000,236.2,70.2963590177815,1660.4
2017-02-10,10000,236.2,70.2963590177815,1660.4
2017-02-13,10000,236.2,70.2963590177815,1660.4
2017-02-15,10500,236.2,70.2963590177815,1660.4
2017-02-16,10500,236.2,70.2963590177815,1660.4
2017-02-20,10500,236.2,70.2963590177815,1660.4
2017-02-21,10500,236.2,70.2963590177815,1660.4
2017-02-22,10500,236.2,70.2963590177815,1660.4
2017-02-23,10000,236.2,70.2963590177815,1660.4
2017-02-24,10000,236.2,70.2963590177815,1660.4
2017-02-27,10000,236.2,70.2963590177815,1660.4
2017-03-01,10000,236.2,70.2963590177815,1660.4
2017-03-02,10000,236.2,70.2963590177815,1660.4
2017-03-03,10000,236.2,70.2963590177815,1660.4
2017-03-07,10000,236.2,70.2963590177815,1660.4
2017-03-13,10000,236.2,70.2963590177815,1660.4
2017-03-14,10000,236.2,70.2963590177815,1660.4
